"lang"
{ 
	"Language" "vietnamese" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"ƯU ĐÃI!"
		"LoadoutSlot_Alchemist_TinyArmor"					"Giáp chủ"
		"LoadoutSlot_Alchemist_Flask"						"Lọ"
		"LoadoutSlot_Alchemist_TinyHead"					"Đầu chủ"
		"LoadoutSlot_Beastmaster_Hawk"						"Chim ưng"
		"LoadoutSlot_Beastmaster_Boar"						"Lợn rừng"
		"LoadoutSlot_Brewmaster_Barrel"						"Vò rượu"
		"LoadoutSlot_Brewmaster_Shoulder"						"Giáp"
		"LoadoutSlot_Broodmother_Spiderling"					"Nhện con"
		"LoadoutSlot_Clockwerk_Rocket"						"Pháo sáng"
		"LoadoutSlot_Clockwerk_Cogs"						"Bánh răng"
		"LoadoutSlot_Death_Spirits"						"Hồn ma"
		"LoadoutSlot_EarthSpirit_StoneRemnant"					"Tượng đá"
		"LoadoutSlot_Earthshaker_Totem"						"Vật tổ"
		"LoadoutSlot_ElderTitan_AstralSpirit"					"Tinh linh tinh tú"
		"LoadoutSlot_Enigma_Eidolons"						"Tiểu thể"
		"LoadoutSlot_Gyrocopter_Guns"						"Súng"
		"LoadoutSlot_Gyrocopter_Propeller"					"Cánh quạt"
		"LoadoutSlot_Gyrocopter_MissileCompartment"				"Ngăn chứa tên lửa"
		"LoadoutSlot_Gyrocopter_HomingMissile"					"Homing Missile"
		"LoadoutSlot_Invoker_ForgeSpirit"					"Tinh linh"
		"LoadoutSlot_Juggernaut_HealingWard"					"Cọc máu"
		"LoadoutSlot_LegionCommander_Banners"					"Cờ"
		"LoadoutSlot_LoneDruid_TrueForm"					"Dạng gấu"
		"LoadoutSlot_LoneDruid_SpiritBear"					"Gấu"
		"LoadoutSlot_NaturesProphet_Treants"					"Cây sống"
		"LoadoutSlot_Pugna_NetherWard"						"Cọc"
		"LoadoutSlot_ShadowShaman_SerpentWards"					"Cọc rắn"
		"LoadoutSlot_Techies_Cart"						"Xe đẩy"
		"LoadoutSlot_Techies_Bazooka"						"Bazooka"
		"LoadoutSlot_Techies_Squee"						"Squee"
		"LoadoutSlot_Techies_Spoon"						"Spoon"
		"LoadoutSlot_Techies_Spleen"						"Spleen"
		"LoadoutSlot_TerrorBlade_Demon"						"Dạng quỷ"
		"LoadoutSlot_TrollWarlord_OffHand_Weapon_Melee"				"Vũ khí cận chiến tay nghịch"
		"LoadoutSlot_TrollWarlord_Weapon_Melee"					"Vũ khí cận chiến"
		"LoadoutSlot_Tusk_Tusks"						"Ngà"
		"LoadoutSlot_Tusk_Fist"							"Nắm đấm"
		"LoadoutSlot_Tusk_FrozenSigil"						"Frozen Sigil"
		"LoadoutSlot_Undying_Tombstone"						"Bia mộ"
		"LoadoutSlot_Undying_Flesh_Golem"					"Dạng golem"
		"LoadoutSlot_Venomancer_StingerLimbs"					"Các chi châm độc"
		"LoadoutSlot_Venomancer_PlagueWard"					"Cọc dịch bệnh"
		"LoadoutSlot_Warlock_Golem"						"Golem"
		"LoadoutSlot_Warlock_Lantern"						"Đèn lồng"
		"LoadoutSlot_Warlock_EvilPurse"						"Túi quỷ"
		"LoadoutSlot_Weaver_Antennae"						"Ăng-ten"
		"LoadoutSlot_WitchDoctor_DeathWard"					"Cọc tuyệt kỹ"
		"LoadoutSlot_Techies_Sign"						"Biển hiệu"
		"LoadoutSlot_Jakiro_Head_Left"                  "Đầu trái"
		"LoadoutSlot_Jakiro_Head_Right"                  "Đầu phải"
		"LoadoutSlot_voice_persona_1"						"Giọng nói"

		"DOTA_LobbyAllowSpectating"							"Trận đấu phải được đặt trạng thái cho phép xem nếu có khán giả trong phòng chờ. Cho phép xem tại bảng thiết lập."

		"TF_Style_Desc"										"Kiểu dáng: %s1" // Yes, it should be prefixed "TF_"
		"DOTA_UnlockStyle"									"Mở khóa kiểu dáng"
		"DOTA_UseStyle"										"Chọn kiểu dáng"
		"DOTA_Style_Subtitle"								"Tìm duyệt và mở khóa kiểu dáng"

		"DOTA_Item_Unnamed_New_Item"						"Vật phẩm mới chưa đặt tên"

		"DOTA_Item_Shadow_Flame_Genuine"					"Shadow Flame (Chính hãng)"
		"DOTA_Item_Shadow_Flame_Genuine_Desc"				"Phiên bản chính hãng cho bộ trang bị Shadow Flame của Dazzle."


		// Economy UI
		"DOTA_Loadout_SelectHero"							"Chọn một tướng"

		// Store UI
		"Store_New_Items"			"Mới!"
		"Store_Heroes"				"Bộ vật phẩm tướng"
		"Store_Gear"				"Trang bị"
		"Store_Tools"				"Công cụ"
		"Store_Charms"				"Bùa dự đoán"
		"Store_Taunts"				"Khiêu khích"
		"Store_Effects"				"Hiệu ứng"
		"Store_Abilities"			"Kỹ năng"
		"Store_Featured"			"Tiêu biểu"
		"Store_Items"				"Vật phẩm"
		"Store_Treasure_Keys"		"Kho báu"
		"Store_Autographed_Immortals"	"Kho báu được ký tặng"
		"Store_Announcers"			"Phát thanh viên"
		"Store_Music"				"Âm nhạc"
		"Store_Couriers"			"Thú vận chuyển"
		"Store_Wards"				"Mắt"
		"Store_DOTA_Access"			"Vé DOTA 2"
		"Store_Home"				"Tiêu biểu"
		"Store_International"		"Quốc tế"
		"Store_ProShop"				"Cửa hàng chuyên nghiệp"
		"Store_Tournaments"			"Giải đấu"
		"Store_Teams"				"Các đội"
		"Store_HUD_Skins"			"Giao diện HUD"
		"Store_Loading_Screens"		"Màn hình chờ"
		"Store_ProGear"				"Trang bị chuyên nghiệp"
		"Store_Emoticons"			"Biểu tượng tán gẫu"
		"Store_Terrain"				"Địa hình"
		"Store_Weather"				"Thời tiết"
		"Store_Effigies"			"Tượng đá"
		"Store_Cursor_Packs"		"Gói con trỏ"

		// Store dropdown labels
		"Store_FilterType_Heroes"	"Tướng:"
		"Store_FilterType_Contributors" "Người tạo ra:"
		"Store_FilterType_Rarities"	"Độ hiếm:"
		"Store_SortBy"				"Xếp theo:"

		// Used by filter dropdowns in the store
		"Store_FilterElement_All"				"Tất cả"
		"Store_FilterElement_ValveContributor"	"Valve"

		// Used by sorting dropdowns
		"Store_Sorter_ReleaseNewest"	"Ra mắt: Mới nhất"
		"Store_Sorter_ReleaseOldest"	"Ra mắt: Cũ nhất"
		"Store_Sorter_PriceHighest"		"Giá: Cao nhất"
		"Store_Sorter_PriceLowest"		"Giá: Thấp nhất"
		"Store_Sorter_Alphabetical"		"Bảng chữ cái"
		"Store_Sorter_HeroName"			"Tướng"

		"Store_ViewCart"			"Xem giỏ hàng"

		"Store_Backpack"			"Kho vũ khí"
		"Store_Loadout"				"Thay đồ"

		"Store_CartWarning_Emoticon_AllUnlocked" "Tất cả biểu tượng cảm xúc bên trong gói này đã được mở khóa cho tài khoản của bạn"
		"Store_CartWarning_Emoticon_SomeUnlocked" "Một số biểu tượng cảm xúc trong gói này đã được mở khóa sẵn trên tài khoản của bạn rồi"
		"Store_CartWarning_League_Unlocked"		"Quyền xem giải đấu mà vật phẩm này sẽ mang tới, nó đã được mở khóa trên tài khoản của bạn rồi"

		// Store banners -- also used for Playtab
		"StoreBanner_Header_Compendium"				"Compendium tương tác cho The International"
		"StoreBanner_Text_Compendium"				"Giờ có thêm giao diện Valor, 125% điểm Battle, một vật phẩm Immortal và nhiều hơn nữa!"
		"StoreBanner_Header_ArcticHunter"			"Bộ Arctic Hunter"
		"StoreBanner_Text_ArcticHunter"				"Khớp tay đã bẻ và sẵn sàng đấm rồi đây!"
		"StoreBanner_Header_PyrionFlax"				"Gói phát thanh viên Pyrion Flax"
		"StoreBanner_Text_PyrionFlax"				"Búp!"
		"StoreBanner_Header_Itsy"					"Itsy"
		"StoreBanner_Text_Itsy"						"Mắt dễ thương không nè!"
		"StoreBanner_Header_Shagbark"				"Shagbark"
		"StoreBanner_Text_Shagbark"					"Trông nhỏ mà có \"vỏ\" đấy."
		"StoreBanner_Header_SkywrathRetribution"	"Bộ Retribution"
		"StoreBanner_Text_SkywrathRetribution"		"Thiên thần nào tốt hơn thì nghe lời thiên thần ấy nha."
		"StoreBanner_Header_Raidcall3"				"RaidCall Dota 2 League mùa 3"
		"StoreBanner_Text_Raidcall3"				"Bao gồm thú vận chuyển độc lạ: Maximilian the Beetlebear"
		"StoreBanner_Header_CompendiumHUD"			"Đã đạt đến mục tiêu chặng 3, giao diện Valor được phát hành"
		"StoreBanner_Text_CompendiumHUD"			"Tặng kèm International Compendium"
		"StoreBanner_Header_TuskFrostiron"			"Bộ Frostiron Raider"
		"StoreBanner_Text_TuskFrostiron"			"Đến từ vùng đồng hoang tuyết phủ!"
		"StoreBanner_Header_CMFrostiron"			"Bộ Frostiron Sorceress"
		"StoreBanner_Text_CMFrostiron"				"Quà tặng từ vĩ bạch bắc."
		"StoreBanner_Header_MedusaForsaken"			"Bộ Forsaken Beauty"
		"StoreBanner_Text_MedusaForsaken"			"Hãy để sắc đẹp nàng đọng hơi thở ngươi."
		"StoreBanner_Header_ChenGemmedArmor"		"Bộ Gemmed Armor of the Priest Kings"
		"StoreBanner_Text_ChenGemmedArmor"			"Mang công lý đè bẹp phi lý!"
		"StoreBanner_Header_EnchantressAspects"		"Bộ Aspects of Summer"
		"StoreBanner_Text_EnchantressAspects"		"Đây cả trời xuân tắm nắng tươi!"
		"StoreBanner_Header_Pudge_Mad_Harvester"		"Bộ Tools of the Mad Harvester"
		"StoreBanner_Text_Pudge_Mad_Harvester"			"Mùa gặt mạng điên cuồng bắt đầu."
		"StoreBanner_Header_SNK_Dreadknight"			"Bộ Remains of the Dreadknight"
		"StoreBanner_Text_SNK_Dreadknight"				"Cốt đế, giáng thế."
		"StoreBanner_Header_Centaur_Steppe"				"Bộ Warrior of the Steppe"
		"StoreBanner_Text_Centaur_Steppe"				"Máu sẽ phải đổ!"
		"StoreBanner_Header_Slardar_Deep_Vault"			"Bộ Arms of the Deep Vault Guardian"
		"StoreBanner_Text_Slardar_Deep_Vault"			"Cầu chúc Deep Ones dẫn đường ngươi."
		"StoreBanner_Header_Faceless_Clasz"				"Bộ Acolyte of Clasz"
		"StoreBanner_Text_Faceless_Clasz"				"Đã đến giờ đối mặt quân thù."
		"StoreBanner_Header_AMD_Premier_2"				"AMD Premier League mùa 2"
		"StoreBanner_Header_Corsair_Summer_2013"		"Corsair Gaming Summer Tournament"
		"StoreBanner_Header_GEST_June_July"				"Giải Gigabyte E-Sports tháng 6 & 7"
		"StoreBanner_Header_El_Gato"					"Thú vận chuyển El Gato của Beyond The Summit"
		"StoreBanner_Text_El_Gato"						"Nhận nuôi người bạn lắm lông này và xem nó thăng cấp khi bạn theo dõi Beyond The Summit."
		"StoreBanner_Header_Defense_Grid"				"Gói phát thanh viên Defense Grid"
		"StoreBanner_Text_Defense_Grid"					"Ancient hay là Grid, thì phải phòng thủ tất!"
		"StoreBanner_Header_Quirts_Summer_Bundle"		"Gói Quirt's Summer"
		"StoreBanner_Text_Quirts_Summer_Bundle"			"Chín bộ vật phẩm hoàn toàn mới và mắt Dire Gaze. Chất lượng anh hào!"
		"StoreBanner_Header_Quirts_Summer_Key"			"Khóa hòm Quirt's Summer"
		"StoreBanner_Text_Quirts_Summer_Key"			"<p style='color:#a93827; font-size:14px;'>Ưu đãi kết thúc và hòm chưa mở sẽ mất vào thứ hai, ngày 16 tháng 9!</p>"
		"StoreBanner_Header_International_2013_Key"			"Chìa khóa kho báu Champions 2013"
		"StoreBanner_Text_International_2013_Key"			"Giải đấu ghi danh vào lịch sử truyền thuyết."
		"StoreBanner_Header_Alchemist_CranialClapTrap"			"Cranial Clap Trap"
		"StoreBanner_Text_Alchemist_CranialClapTrap"			"Giáp cho Alchemist, độc đáo chỉ có trong Kho báu Champions 2013"
		"StoreBanner_Header_Skywrath_Vengencebound_Wings"			"Cánh Vengeancebound"
		"StoreBanner_Text_Skywrath_Vengencebound_Wings"			"Cặp cánh cho Skywrath Mage, độc đáo chỉ có trong Kho báu Champions 2013"
		"StoreBanner_Header_DS_Craniomancer"			"Craniomancer"
		"StoreBanner_Text_DS_Craniomancer"			"Đầu cho Dark Seer, chỉ có trong Kho báu Champions 2013"
		"StoreBanner_Header_CK_HelmofInfernalDespair"			"The Helm of Infernal Despair"
		"StoreBanner_Text_CK_HelmofInfernalDespair"			"Mũ cho Chaos Knight, chỉ có trong Kho báu Champions 2013"
		"StoreBanner_Header_Spectre_PossessedBlade"			"Đao ma ám"
		"StoreBanner_Text_Spectre_PossessedBlade"			"Vũ khí cho Spectre, chỉ có trong Kho báu Champions 2013"
		"StoreBanner_Header_WD_TribalMegadonMask"			"Mặt nạ bộ lạc Megadon"
		"StoreBanner_Text_WD_TribalMegadonMask"			"Mặt nạ cho Witchdoctor, chỉ có trong Kho báu Champions 2013"
		"StoreBanner_Header_Sven_RadiantClaive"			"Radiant Claive"
		"StoreBanner_Text_Sven_RadiantClaive"			"Kiếm cho Sven, chỉ có trong Kho báu Champions 2013"
		"StoreBanner_Header_Clinkz_Heat"			"Sức nóng"
		"StoreBanner_Text_Clinkz_Heat"			"Cung cho Clinkz, chỉ có trong Kho báu Champions 2013"
		"StoreBanner_Header_Tide_BitofBoat"			"Một mảnh thuyền"
		"StoreBanner_Text_Tide_BitofBoat"			"Vũ khí cho Tidehunter, chỉ có trong Kho báu Champions 2013"
		"StoreBanner_Header_Rubick_CrystallineInitio"			"Crystalline Initio"
		"StoreBanner_Text_Rubick_CrystallineInitio"			"Gậy cho Rubick, chỉ có trong Kho báu Champions 2013"
		"StoreBanner_Header_Axe_Corruptor"			"Corruptor"
		"StoreBanner_Text_Axe_Corruptor"			"Rìu cho Axe, chỉ có trong Kho báu Champions 2013"
		"StoreBanner_Header_Spectre_SpectralLight"			"Spectral Light"
		"StoreBanner_Text_Spectre_SpectralLight"			"Đầu cho Spectre, chỉ có trong Kho báu Champions 2013"
		"StoreBanner_Header_KotL_OneHorn"			"The One Horn"
		"StoreBanner_Text_KotL_OneHorn"			"Áo giáp cho Keeper of the Light, chỉ có trong Kho báu Champions 2013"
		"StoreBanner_Header_CM_HeartoftheNorthSet"			"Bộ Heart of the North"
		"StoreBanner_Text_CM_HeartoftheNorthSet"			"Kỷ băng hà cập phà."
		"StoreBanner_Header_CK_EmbersofEndlessHavocSet"			"Bộ Embers of Endless Havoc"
		"StoreBanner_Text_CK_EmbersofEndlessHavocSet"			"Xem chúng bùng cháy và tán loạn kìa!"
		"StoreBanner_Header_QoP_BondsofVincereSet"			"Bộ Bonds of Vincere của Na'Vi"
		"StoreBanner_Text_QoP_BondsofVincereSet"			"Đau đớn là người thầy tuyệt nhất."
		"StoreBanner_Header_LD_AtniwsFurySet"			"Bộ Atniw's Fury"
		"StoreBanner_Text_LD_AtniwsFurySet"			"Tộc gấu trỗi dậy!"
		"StoreBanner_Header_Nyx_AlphaPredatorSet"			"Bộ Alpha Predator"
		"StoreBanner_Text_Nyx_AlphaPredatorSet"			"Nyx, nyx, nyx, nyx."
		"StoreBanner_Header_TA_WhisperingDeadSet"			"Bộ Whispering Dead"
		"StoreBanner_Text_TA_WhisperingDeadSet"			"Khai mở bí ẩn của cái chết!"
		"StoreBanner_Header_TA_DreadedBravoSet"			"Bộ Dreaded Bravo"
		"StoreBanner_Text_TA_DreadedBravoSet"			"Gió sa mạc thổi, bí mật nổi."
		"StoreBanner_Header_Kunkka_CladdishVoyagerSet"			"Bộ Instruments of the Claddish Voyager"
		"StoreBanner_Text_Kunkka_CladdishVoyagerSet"			"Dong thuyền chinh chiến nào!"
		"StoreBanner_Header_Kunkka_SteadfastVoyagerSet"			"Bộ Steadfast Voyager"
		"StoreBanner_Text_Kunkka_SteadfastVoyagerSet"			"Ngâm thơ, uống biển và đôi khi say. Bộ này bao gồm nhiều kiểu dáng kiếm khác nhau!"
		"StoreBanner_Header_Drow_BorealWatchSet"			"Bộ Boreal Watch"
		"StoreBanner_Text_Drow_BorealWatchSet"			"Một mũi tên có thể truy tìm mục tiêu của mình."
		"StoreBanner_Header_OD_DragonForgedSet"			"Bộ Dragon Forged"
		"StoreBanner_Text_OD_DragonForgedSet"			"Từ địa ngục đen thẳm hơn tất thảy, một trật tự mới được rèn thành."
		"StoreBanner_Header_Riki_TahlinOccultSet"			"Bộ Tahlin Occult"
		"StoreBanner_Text_Riki_TahlinOccultSet"			"Thứ ngươi không nhìn thấy sẽ lấy mạng ngươi."
		"StoreBanner_Header_Spectre_EternalLightSet"			"Bộ Eternal Light"
		"StoreBanner_Text_Spectre_EternalLightSet"			"Không ngôn từ nào có thể dùng để miêu tả nó."
		"StoreBanner_Header_WR_NorthernWindSet"			"Bộ The Northern Wind"
		"StoreBanner_Text_WR_NorthernWindSet"			"Nhắm mũi tên của ngươi độc chỉ phương bắc."
		"StoreBanner_Header_Lina_ScorchingPrincessSet"			"Bộ The Scorching Princess"
		"StoreBanner_Text_Lina_ScorchingPrincessSet"			"Ngọn lửa hoàng gia!"
		"StoreBanner_Header_Mirana_StarlightSet"			"Bộ Starlight"
		"StoreBanner_Text_Mirana_StarlightSet"			"Khi sao đêm đến mặt đất."
		"StoreBanner_Header_KotL_FirstLightSet"			"Bộ The First Light"
		"StoreBanner_Text_KotL_FirstLightSet"			"Ánh sáng đầu tiên phủ bóng một con la. Bộ vật phẩm này bao gồm nhiều kiểu dáng mũ!"
		"StoreBanner_Header_Siren_SlithereenKnightSet"			"The Slithereen Knight"
		"StoreBanner_Text_Siren_SlithereenKnightSet"			"Đã là Slithereen, thì thất bại không tồn tại."
		"StoreBanner_Header_Courier_Deathripper"			"Deathripper"
		"StoreBanner_Text_Courier_Deathripper"			"Một sự kết hợp đáng sợ giữa ma thuật hắc ám và sự sai lầm của khoa học. Deathripper là bước tiến đầu tiên của Privateer Press vào ngành chuyển phát."
		"StoreBanner_Header_Courier_Blotto"			"Blotto và Stick"
		"StoreBanner_Text_Courier_Blotto"			"Cựu con bạc và chuyên gia lừa đảo, gã đang từ từ cải tà quy chánh bằng việc lãnh nhiệm vụ làm người chuyển đồ để phỉnh thêm tí tiền, cùng với chiến hữu cây gậy Stick tin cẩn của mình."
		"StoreBanner_Header_Courier_Alphid"			"Alphid of Lecaciida"
		"StoreBanner_Text_Courier_Alphid"			"Trên con đường tìm định mệnh, thoát khỏi cái kiếp sống trong tổ, Alphid tự tin rằng tốc độ siêu hạng và lòng quyết tâm của nó có chỗ thể hiện trên chiến trường."
		"StoreBanner_Header_Courier_Tinkbot"			"Tinkbot"
		"StoreBanner_Text_Courier_Tinkbot"			"Ngán ngẩm với phương pháp vận chuyển thông thường, Tinker quyết tâm sáng chế ra một thứ hắn cảm thấy đáng tin tưởng hơn."
		"StoreBanner_Header_Premier_League_5"			"Xem chung kết tuần này!"
		"StoreBanner_Text_Premier_League_5"				"Bao gồm bộ Wicked Succubus có khả năng tiến hóa và HUD Stone Ruin"
		"StoreBanner_Header_DROW_JeweloftheForestSet"		"Drow: Bộ Jewel of the Forest"
		"StoreBanner_Text_DROW_JeweloftheForestSet"		"Đổi ngọc lấy ngọc."
		"StoreBanner_Header_SNK_RegaliaoftheBonelordSet"		"Wraith King: Bộ Regalia of the Bonelord"
		"StoreBanner_Text_SNK_RegaliaoftheBonelordSet"		"Cốt vương đã đến!"
		"StoreBanner_Header_PUDGE_TheOlChopperSet"		"Pudge: Bộ The Ol' Chopper"
		"StoreBanner_Text_PUDGE_TheOlChopperSet"		"Chẳng có thứ gì không sửa được bằng một thanh sắt sắc!"
		"StoreBanner_Header_SPECTRE_TheMaliciousEfflorescenceSet"		"Spectre: Bộ The Malicious Efflorescence"
		"StoreBanner_Text_SPECTRE_TheMaliciousEfflorescenceSet"		"Nguồn năng lượng ma quái đến từ sự tối tăm nhất của ma thuật."
		"StoreBanner_Header_PA_DarkWraithSet"		"Phantom Assassin: Bộ Dark Wraith "
		"StoreBanner_Text_PA_DarkWraithSet"		"Lộ ít hơn, nhưng thấy nhiều hơn."
		"StoreBanner_Header_NYX_SacredOrbSet"		"Nyx Assassin: Bộ Sacred Orb"
		"StoreBanner_Text_NYX_SacredOrbSet"		"Nữ thần yêu cầu người phải mua cái này!"
		"StoreBanner_Header_SLARK_DeepWardenHaulSet"		"Slark: Bộ Deep Warden Haul"
		"StoreBanner_Text_SLARK_DeepWardenHaulSet"		"Vũ khí từ biển sâu!"
		"StoreBanner_Header_RIKI_ArmsoftheBladebreakerOrderSet"		"Riki: Bộ Arms of the Bladebreaker Order"
		"StoreBanner_Text_RIKI_ArmsoftheBladebreakerOrderSet"		"Gươm mảnh, cắt người không thấy ảnh!"
		"StoreBanner_Header_OM_AncestralLuckSet"		"Ogre Magi: Bộ Ancestral Luck"
		"StoreBanner_Text_OM_AncestralLuckSet"		"May mắn cho ngươi. Xui rủi cho kẻ khác."
		"StoreBanner_Header_TA_RedmoonAssassinsSecretFinerySet"		"Templar Assassin: Bộ Redmoon Assassin's Secret Finery"
