"lang"
{ 
	"Language" "hungarian" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"AKCIÓ!"
		"StoreBanner_Text_BLOODSEEKER_ScarletRavenSet"		"Xhacatocatl madárfürdetői vérrel vannak megtöltve..."
		"StoreBanner_Header_BM_SteelwebSet"		"Broodmother: Pytheos Acélhálója Szett"
		"StoreBanner_Text_BM_SteelwebSet"		"Erre lépjenek rá!"
		"StoreBanner_Header_BM_WebofThornsSet"		"Broodmother: Tövisek Hálója Szett"
		"StoreBanner_Text_BM_WebofThornsSet"		"Még jobb az ivadékok védelméhez."
		"StoreBanner_Header_SILENCER_GuardianofSilenceSet"		"Silencer: A Csend Őre Szett"
		"StoreBanner_Text_SILENCER_GuardianofSilenceSet"		"Elhallgattatni sikolyaikat."
		"StoreBanner_Header_RIKI_HighbornReckoningSet"		"Riki: Előkelő Leszámolás Szett"
		"StoreBanner_Text_RIKI_HighbornReckoningSet"		"Ellenségeid drágán meg fognak fizetni."
		"StoreBanner_Header_INVOKER_MnemonusArcanusSet"		"Invoker: Mnemonus Arcanus Szett"
		"StoreBanner_Text_INVOKER_MnemonusArcanusSet"		"A varázslásban jártasak nap-ruhája."
		"StoreBanner_Header_JUGG_GwimyeonWarrior"		"Juggernaut: A Gwimyeon Harcos Fegyverzete"
		"StoreBanner_Text_JUGG_GwimyeonWarrior"		"Féljék az arcod!"
		"StoreBanner_Header_WARD_CelestialObservatory"		"Ward: Égi Obszervatórium"
		"StoreBanner_Text_WARD_CelestialObservatory"		"Szemeid az égen."
		"StoreBanner_Header_WARD_WardingGuise"		"Ward: Védelmező Álca"
		"StoreBanner_Text_WARD_WardingGuise"		"Tartsa csak nyitva a szemét neked."
		"StoreBanner_Header_JUGG_ExiledRoninSet"		"Juggernaut: A Száműzött Rónin Szett"
		"StoreBanner_Text_JUGG_ExiledRoninSet"		"Senki sem uralkodhat fölötte."
		"StoreBanner_Header_BOUNTYHUNTER_BloodStainedSandsSet"		"Bounty Hunter: A Vérfoltos Homok Vadásza Szett"
		"StoreBanner_Text_BOUNTYHUNTER_BloodStainedSandsSet"		"Fess zsákmányoddal a földre."
		"StoreBanner_Header_PL_TeardropIceSet"		"Phantom Lancer: Fagyott Könnycsepp-ékkövek Szett"
		"StoreBanner_Text_PL_TeardropIceSet"		"Fagyaszd meg ellenségeid könnyeit."
		"StoreBanner_Header_SKYWRATH_CloudForgedSet"		"Skywrath Mage: Felhő-kovácsolta Harci Felszerelés Szett"
		"StoreBanner_Text_SKYWRATH_CloudForgedSet"		"A mennyben kovácsoltatott, a pokolra készen."
		"StoreBanner_Header_HUD_Underwater"		"HUD: Víz alatt"
		"StoreBanner_Text_HUD_Underwater"		"A hullámok alatt ismeretlen erők rejtőznek."
		"StoreBanner_Header_HUD_Mana_Pool"		"HUD: Mana-medence"
		"StoreBanner_Text_HUD_Mana_Pool"		"Az ismeretlen sötétségből végtelen erő árad."
		"StoreBanner_Header_HUD_Necropolis"		"HUD: Nekropolisz"
		"StoreBanner_Text_HUD_Necropolis"		"A rég eltemetettek rég elfeledett erővel bírnak."
		"StoreBanner_Header_Antimage_Shifting_Sorcerer"		"Anti-Mage​: Az Alakváltó Mágus Zsákmánya"
		"StoreBanner_Text_Antimage_Shifting_Sorcerer"		"Burninggel közösen létrehozva."
		"StoreBanner_Header_CM_GlacialDuster"		"Crystal Maiden: Jégkabát Szett"
		"StoreBanner_Text_CM_GlacialDuster"		"IxMike88-cal közösen létrehozva."
		"StoreBanner_Header_DP_AugursCurse"		"Death Prophet: A Jövendőmondó Átka Szett"
		"StoreBanner_Text_DP_AugursCurse"		"Jövendöld meg végzetüket."
		"StoreBanner_Header_ES_ForestHermit"		"Earthshaker: Az Erdei Remete Szett"
		"StoreBanner_Text_ES_ForestHermit"		"Légy a föld örököse."
		"StoreBanner_Header_PA_GleamingSeal"		"Phantom Assassin: A Rettegés Fénylő Pecsétje Szett"
		"StoreBanner_Text_PA_GleamingSeal"		"Loda-val közösen létrehozva."
		"StoreBanner_Header_Rubick_CruelMagician"		"Rubick: A Kegyetlen Mágus Öltözete"
		"StoreBanner_Text_Rubick_CruelMagician"		"Kuroky-val közösen létrehozva."
		"StoreBanner_Header_SB_DeathCharge"		"Spirit Breaker: A Halálroham Szett"
		"StoreBanner_Text_SB_DeathCharge"		"IceIceIce-szal közösen létrehozva."
		"StoreBanner_Header_Weaver_MasterWeaver"		"Weaver: A Szövőmester Szett"
		"StoreBanner_Text_Weaver_MasterWeaver"		"Sorsod kibomlik."
		"StoreBanner_Header_QoP_AdornmentsofBlight"		"Queen of Pain: Ékes Métely Szett"
		"StoreBanner_Text_QoP_AdornmentsofBlight"		"Jöjjön a fájdalom!"
		"StoreBanner_Header_Earth_Essence_Key"		"Föld Esszencia Kincses-kulcs"
		"StoreBanner_Text_Earth_Essence_Key"		"Ajándékok a föld szellemeitől."
		"StoreBanner_Header_Ember_Essence_Key"		"Zsarátnok Esszencia Kincses-kulcs"
		"StoreBanner_Text_Ember_Essence_Key"		"A csata hamvaiból összegyűjtött kincsek."
		"StoreBanner_Header_Diretide_2013"		"Diretide 2013 Kincses-kulcs"
		"StoreBanner_Text_Diretide_2013"		"<p style='color:#a93827; font-size:14px;'>Az akciók és a kinyitatlan ládák november 30-án, szombaton eltűnnek!</p>"
		"StoreBanner_Header_SK_CausticConsumption"		"Sand King: A Maró Fogyasztás Szett"
		"StoreBanner_Text_SK_CausticConsumption"		"Sosem fogják megtalálni csontjaidat."
		"StoreBanner_Header_Abaddon_AnointedRuination"		"Abaddon: A Pusztítás Fölkent Páncélja Szett"
		"StoreBanner_Text_Abaddon_AnointedRuination"		"Az Avernus Házért!"
		"StoreBanner_Header_BH_SecondDisciple"		"Bounty Hunter: A Második Tanítvány Szett"
		"StoreBanner_Text_BH_SecondDisciple"		"Élve, vagy holtan, de velem jössz."
		"StoreBanner_Header_CocotheCourageous"		"Coco, a Bátor"
		"StoreBanner_Text_CocotheCourageous"		"A sörnek folynia kell!"
		"StoreBanner_Header_WARLOCK_ExiledDemonologist"		"Warlock: A Száműzött Démonológus Szett"
		"StoreBanner_Text_WARLOCK_ExiledDemonologist"		"A Pokol mélyéről megidézve."
		"StoreBanner_Header_DROW_Shadowcat"		"Drow Ranger: Az Árnymacska Ajándékai Szett"
		"StoreBanner_Text_DROW_Shadowcat"		"Reszkess, ha keresztezi utadat."
		"StoreBanner_Header_DARKSEER_SeersCommand"		"Dark Seer: A Látnok Parancsa Szett"
		"StoreBanner_Text_DARKSEER_SeersCommand"		"Parancsoló látvány."
		"StoreBanner_Header_Tory_the_sky_guardian"		"Tory, az Ég Őrzője"
		"StoreBanner_Text_Tory_the_sky_guardian"		"A idők kezdete óta lovagolja a szelet."
		"StoreBanner_Header_NP_BirdsStone"		"Nature's Prophet: Madárkő Szett"
		"StoreBanner_Text_NP_BirdsStone"		"Ha elesel az erdőben, ki hallja meg kiáltásod?"
		"StoreBanner_Header_AM_Legacy_ofthe_Awakened"		"Anti-Mage: A Megvilágosult Hagyatéka"
		"StoreBanner_Text_AM_Legacy_ofthe_Awakened"		"<p style='color:#a93827; font-size:14px;'>Új töltőképernyő-tárggyal.</p>"
		"StoreBanner_Header_Enchantress_Araceaes_Tribute"		"Enchantress: Araceae Tisztelete Szett"
		"StoreBanner_Text_Enchantress_Araceaes_Tribute"		"Kincsek egy távoli szigetről."
		"StoreBanner_Header_Luna_Eternal_Eclipse"		"Luna: Az Örök Napfogyatkozás Áldása Szett"
		"StoreBanner_Text_Luna_Eternal_Eclipse"		"Újra felemelkedik a sötétségből."
		"StoreBanner_Header_Bristleback_Heavy_Barbed"		"Bristleback: Nehéz Tüskés Páncél Szett"
		"StoreBanner_Text_Bristleback_Heavy_Barbed"		"Szúrós út a győzelemhez!"
		"StoreBanner_Header_Big_Frostivus_Sale"		"Lidércéji Vásár"
		"StoreBanner_Text_Big_Frostivus_Sale"		"Spórolj akár 75%-ot január 4-ig"
		"StoreBanner_Header_Chen_WingsObelis"		"Chen: Obelis Szárnyai Szett"
		"StoreBanner_Text_Chen_WingsObelis"		"Ereje kötelez!"
		"StoreBanner_Header_Earthshaker_GoldenReel"		"Earthshaker: Az Aranytekercs Védője Szett"
		"StoreBanner_Text_Earthshaker_GoldenReel"		"Agyalásra felpörögve!"
		"StoreBanner_Header_KOTL_Northlight"		"Keeper of the Light: Az Északi fény őrzője Szett"
		"StoreBanner_Text_KOTL_Northlight"		"Ki az ott a tetőn?"
		"StoreBanner_Header_CM_FrozenFeather"		"Crystal Maiden: Fagyott Toll Szett"
		"StoreBanner_Text_CM_FrozenFeather"		"Dérkönnyű érintés!"
		"StoreBanner_Header_Sniper_HowlingWolf"		"Sniper: Az Üvöltő Farkas Lelke Szett"
		"StoreBanner_Text_Sniper_HowlingWolf"		"Farkasbőrben, de nem bárány!"
		"StoreBanner_Header_Ursa_CryogenicEmbrace"		"Ursa: Fagyos Ölelés Szett"
		"StoreBanner_Text_Ursa_CryogenicEmbrace"		"Semmi sem tartja kint úgy a fagyot, mint a medvebőr!"
		"StoreBanner_Header_NP_FungalLord"		"Nature's Prophet: Gombaúr Szett"
		"StoreBanner_Text_NP_FungalLord"		"Mindenki tudja, hogy igen mókás fickó!"
		"StoreBanner_Header_DP_MortalCoil"		"Death Prophet: A Halandóság Ékességei"
		"StoreBanner_Text_DP_MortalCoil"		"Halálos a szépsége."
		"StoreBanner_Header_Drow_DeathShadow"		"Drow Ranger: Halálos Árnyék Szett"
		"StoreBanner_Text_Drow_DeathShadow"		"Az árnyékból nyílvessző jő!"
		"StoreBanner_Header_Luna_CrescentMoon"		"Luna: A Félhold Útja Szett"
		"StoreBanner_Text_Luna_CrescentMoon"		"A Holdmoly áldásával, holdezüstből kovácsolva."
		"StoreBanner_Header_Frostivus_Key"		"Frostivus 2013 Kincses-kulcs"
		"StoreBanner_Text_Frostivus_Key"		"<p style='color:#a93827; font-size:14px;'>Az akciók és a kinyitatlan ládák január 12-én, vasárnap eltűnnek!</p>"
		"StoreBanner_Header_D2L_Butchers_Broilers"	"A Mészáros Grillkészlete"
		"StoreBanner_Text_D2L_Butchers_Broilers"	"Támogasd a HyperX D2L Season 4-t ezekkel a vadiúj Pudge fegyverekkel."
		"StoreBanner_Header_Invoker_Iceforged"	"Invoker: Jégből Kovácsolt Szett"
		"StoreBanner_Text_Invoker_Iceforged"	"iceiceice-szal közösen létrehozva."
		"StoreBanner_Header_NS_Outcast"			"Naga Siren: A Mélység Kitaszítottja Szett"
		"StoreBanner_Text_NS_Outcast"			"Szerezd vissza becsületed lándzsával és tőrrel!"
		"StoreBanner_Header_SM_RuneForged"		"Skywrath Mage: Rúnákkal Rovott Szett"
		"StoreBanner_Text_SM_RuneForged"		"A Sápadt Fészek mélyén megmunkálva."
		"StoreBanner_Header_BlacksmithsBlessings"	"A Kovács Kegye"
		"StoreBanner_Text_BlacksmithsBlessings"		"Válogatott, új fegyverek Windranger, Sven, Doom, Spectre, Alchemist, Warlock, és Slark részére."
		"StoreBanner_Header_StylesUnendingBattle"	"Az Örökös Harc Frizurái"
		"StoreBanner_Text_StylesUnendingBattle"		"Válogatott, új hajviseletek Drow Ranger, Mirana, Lina, Windranger, és Templar Assassin részére."
		"StoreBanner_Header_HolidayBooster"		"400% Ünnepi Csatapont-bónusz"
		"StoreBanner_Text_HolidayBooster"		"Oszd meg mindenkivel az ünnepi hangulatot egy 80%-os bónusz formájában. <p style='color:#a93827; font-size:14px;'>Kapható január 3-ig.</p>"
		"StoreBanner_Header_LC_StonehallRoyalGuard"		"Legion Commander: A Kőcsarnoki Királyi Testőr"
		"StoreBanner_Text_LC_StonehallRoyalGuard"		"Kőcsarnok fegyvernökeiben mindig bízhatsz!"
		"StoreBanner_Header_FV_TentacularTimelord"		"Faceless Void: A Csápos Idő Lord Szett"
		"StoreBanner_Text_FV_TentacularTimelord"		"Az arcvonások legfontosabbika, immár a szokásos arc-követelmények nélkül."
		"StoreBanner_Header_BM_WebsofPerception"		"Broodmother: Az Érzékelés Hálói"
		"StoreBanner_Text_BM_WebsofPerception"		"Mintha nyolc szem nem lett volna elég."
		"StoreBanner_Header_Abaddon_DarknessWanderersArmor"		"Abaddon: A Sötétség Vándorának Páncélzata"
		"StoreBanner_Text_Abaddon_DarknessWanderersArmor"		"És a fagyos ködből, lám, ő vágtat elő."
		"StoreBanner_Header_Ursa_RadiantProtector"		"Ursa: A Radiant Védelmező Szett"
		"StoreBanner_Text_Ursa_RadiantProtector"		"Megvédem, ami az enyém!"
		"StoreBanner_Header_Pugna_NetherLord"		"Pugna: Az Alvilági Úr Koronaékszerei Szett"
		"StoreBanner_Text_Pugna_NetherLord"			"Senki se varázsoljék biztonságban!"
		"StoreBanner_Header_Dazzle_Yuwipi"			"Dazzle: Yuwipi Szett"
		"StoreBanner_Text_Dazzle_Yuwipi"			"Idézd meg ragyogó árnyad!"
		"StoreBanner_Header_Nyx_ShadowHunter"		"Nyx: Árnyvadász Szett"
		"StoreBanner_Text_Nyx_ShadowHunter"			"Cserkészd be áldozatod, pusztítsd el ellenségeid."
		"StoreBanner_Header_Tusk_Bobusang"			"Tusk: Bobusang Utazófelszerelése Szett"
		"StoreBanner_Text_Tusk_Bobusang"			"Akárhova is mész, légy harcra kész!"
		"StoreBanner_Header_Lina_Brightmoon"		"Lina: Dzsini, a Fényes hold Szett"
		"StoreBanner_Text_Lina_Brightmoon"			"Kezd meleg lenni!"
		"StoreBanner_Header_Three_Virtues"			"A Három Érték Szett"
		"StoreBanner_Text_Three_Virtues"				"Három szellem és kiestél!"
		"StoreBanner_Header_Lina_Ember_Crane"		"Lina: Parázs Daru Szett"
		"StoreBanner_Text_Lina_Ember_Crane"			"A vörös a te színed."
		"StoreBanner_Header_LC_Commander_Dragon_Guard"		"Legion Commander: A Sárkányőrség Parancsnoka Szett"
		"StoreBanner_Text_LC_Commander_Dragon_Guard"			"Parancsolj tiszteletet."
		"StoreBanner_Header_WR_Aria_Wild_Wind"		"Windranger: A Vad Szél Áriája Szett"
		"StoreBanner_Text_WR_Aria_Wild_Wind"			"Vad szél fúj."
		"StoreBanner_Header_Chen_Desert_Gale"		"Chen: Sivatagi Szélvihar Szett"
		"StoreBanner_Text_Chen_Desert_Gale"			"Lehelj egy kis életet a halálba."
		"StoreBanner_Header_DP_Foretellers_Robes"		"Death Prophet: Jövendőmondó Díszruhája Szett"
		"StoreBanner_Text_DP_Foretellers_Robes"			"Megjósolt végzet."
		"StoreBanner_Header_Earth_Spirit_Demon_Stone"		"Earth Spirit: A Démonkő Ereje Szett"
		"StoreBanner_Text_Earth_Spirit_Demon_Stone"			"Erős, mint a szikla, gyors, mint egy démon."
		"StoreBanner_Header_Storm_Spirit_Gifts_Fortune"		"Storm Spirit: A Szerencse Ajándékai Szett"
		"StoreBanner_Text_Storm_Spirit_Gifts_Fortune"			"A szerencse a kéknek kedvez."
		"StoreBanner_Header_Ember_Spirit_Gifts_Prosperity"		"Ember Spirit: Jólét Lángjai Szett"
		"StoreBanner_Text_Ember_Spirit_Gifts_Prosperity"			"A háborúban semmi se virágzik úgy, mint a lángok."
		"StoreBanner_Header_Fortunes_Favor"		"Szerencse Kegye"
		"StoreBanner_Text_Fortunes_Favor"		"200%-os rúdszerzési bónusz, feloldja a Jáde zseton dobásokat."
		"StoreBanner_Header_Vermilion_Renewal_Seal"		"A Cinóber Megújulás Pecsétje"
		"StoreBanner_Text_Vermilion_Renewal_Seal"		"Bontsd fel az Új Virágzás Fesztivál ajándékait"
		"StoreBanner_Header_Gyro_Dragon_Emperor"		"Gyrocopter: A Sárkánycsászár Fegyverzete Szett"
		"StoreBanner_Text_Gyro_Dragon_Emperor"			"A tűz uralma."
		"StoreBanner_Header_Sven_Iron_Drakken"			"Sven: A Vas Drakken Szett"
		"StoreBanner_Text_Sven_Iron_Drakken"			"A Vas Drakken kovácsműhelyéből."
		"StoreBanner_Header_Luna_Blessings_Lucentyr"	"Luna: Lucentyr Áldásai Szett"
		"StoreBanner_Text_Luna_Blessings_Lucentyr"		"Adj hálát a hold fényénél."
		"StoreBanner_Header_Pudge_Delicacies_Butchery"	"Pudge: Mészáros Finomságai Szett"
		"StoreBanner_Text_Pudge_Delicacies_Butchery"	"Kényes ízlésűeknek nem ajánlott."
		"StoreBanner_Header_Jugg_Wandering_Demon"		"Juggernaut: Az Alföldek Vándorló Démona Szett"
		"StoreBanner_Text_Jugg_Wandering_Demon"			"A maszk mögötti maszk."
		"StoreBanner_Header_Invoker_Eastern_Range"		"Invoker: A Keleti Tartomány Öltözéke Szett"
		"StoreBanner_Text_Invoker_Eastern_Range"		"Dicsőséges könyörgés."
		"StoreBanner_Header_Necro_Immemorial_Emperor"	"Necrophos: Időtlen Császár Szett"
		"StoreBanner_Text_Necro_Immemorial_Emperor"		"Az időtlen mágus."
		"StoreBanner_Header_Alchemist_ToxicSiegeArmor"	"Alchemist: Mérgező Ostrom Páncélzat Szett"
		"StoreBanner_Text_Alchemist_ToxicSiegeArmor"		"Ez mar!"
		"StoreBanner_Header_Weaver_Dimensional_Infestation"	"Weaver: Dimenzionális Fertőzés Szett"
		"StoreBanner_Text_Weaver_Dimensional_Infestation"		"Az idő szövetén kívülről..."
		"StoreBanner_Header_Skywrath_DivineAscension"	"Skywrath Mage: Az Isteni Felemelkedés Szett"
		"StoreBanner_Text_Skywrath_DivineAscension"		"Bárhová repülsz is, én követni foglak!"
		"StoreBanner_Header_Pugna_NetherGrandmastersRobes"	"Pugna: Az Alvilági Nagymester Köntöse szett"
		"StoreBanner_Text_Pugna_NetherGrandmastersRobes"		"Az Alvilág terjeszkedik!"
		"StoreBanner_Header_Lion_CurseoftheMalignantCorruption"	"Lion: A Veszedelmes Romlottság Átka Szett"
		"StoreBanner_Text_Lion_CurseoftheMalignantCorruption"		"Komor elszántsággal..."
		"StoreBanner_Header_DP_WitchoftheOutlands"	"Death Prophet: A Messzi Föld Boszorkája Szett"
		"StoreBanner_Text_DP_WitchoftheOutlands"		"Hadd jövendöljem meg végzeted!"
		"StoreBanner_Header_Pudge_ChainsoftheBlackDeath"	"Pudge: A Fekete Halál Láncai"
		"StoreBanner_Text_Pudge_ChainsoftheBlackDeath"		"Ideje egy kicsit aprítani."

		"StoreBanner_Header_TreasureOfTheDefendersVision"	"A Védelmező Látomásának Kincse"
		"StoreBanner_Text_TreasureOfTheDefendersVision"		"Új mitikus szetteket tartalmaz!"

		"StoreBanner_Header_CharmOfTheDefendersVision"		"A Védelmező Látomásának Talizmánja"
		"StoreBanner_Text_CharmOfTheDefendersVision"		"Jósold meg háromszor győzelmeteket egy kincs elnyeréséhez. Tégy két helytelen jóslatot, és egy korlátozottan használható Elbűvölő Ünneplés tevékenység-tárgyat kapsz."

		"StoreBanner_Header_HUD_Familiar_Woods"		"HUD: Meghitt Erdő"
		"StoreBanner_Text_HUD_Familiar_Woods"		"Megbízható barát egy jól kijárt ösvényen. 2 stílust is tartalmaz."
		"StoreBanner_Header_HUD_Thunder_Spirit"		"HUD: Dörgedelmes Lélek"
		"StoreBanner_Text_HUD_Thunder_Spirit"		"Dörög a düh, ahogy meghasad az ég."
		"StoreBanner_Header_HUD_Timber_Fury"		"HUD: Őrjöngő Favágó"
		"StoreBanner_Text_HUD_Timber_Fury"		"Erdő ne álljon utadba."
		"StoreBanner_Header_HUD_Spirit_Stones"		"HUD: Átitatott Kő"
		"StoreBanner_Text_HUD_Spirit_Stones"		"Minden követ mozgass meg."
		"StoreBanner_Header_HUD_Temple_Wall"		"HUD: Templom"
		"StoreBanner_Text_HUD_Temple_Wall"		"Ez egy meglepetés (vörös szalaggal átkötve)."

		"StoreBanner_Header_Courier_God_Horse"		"Vöröspata és Jádepata futárok"
		"StoreBanner_Text_Courier_God_Horse"		"Szerezd meg ezeket az exkluzív futárokat azzal, hogy a játékosok felső 10%-ában végzel az Évi Bestia elleni harcban."

		"StoreBanner_Header_TB_Arcana"			"A Belső Mélység Fraktál Szarvai"
		"StoreBanner_Text_TB_Arcana"			"Milyen színű a lelked?"

		"StoreBanner_Header_HUD_antiquity"		"Antikvitás HUD"
		"StoreBanner_Text_HUD_antiquity"		"A vitatott földeken a béke ősi történelem."

		"StoreBanner_Header_HUD_jolly_roger"	"Jolly Roger HUD és betöltőképernyő"
		"StoreBanner_Text_HUD_jolly_roger"		"Glug-blub-dub-glug-glug-Uuuuuuuuugh-csobogás."

		"StoreBanner_Header_HUD_radiant_entity"	"Ragyogó Entitás HUD"
		"StoreBanner_Text_HUD_radiant_entity"	"Zöldellő látvány egy erőszakos világban."

		"StoreBanner_Header_HUD_crystal_mana"	"Kikristályosodott Mana HUD"
		"StoreBanner_Text_HUD_crystal_mana"		"Ideje megdolgoztatni a varázslataidat."

		"StoreBanner_Header_Clash_of_the_ancients"	"Az Ősök Összecsapása Betöltőképernyő"
		"StoreBanner_Text_Clash_of_the_ancients"	"Ahol a hősök szemtől szembe találkoznak."

		"StoreBanner_Header_kunkka_bundle"		"Kunkka Betöltőképernyő Csomag"
		"StoreBanner_Text_kunkka_bundle"		"Három Betöltőképernyő a Dota közösség művészétől, Kunkkától."

		"StoreBanner_Header_TreasureOfRadiantArms"	"Radiant Fegyverzet Kincse"
		"StoreBanner_Text_TreasureOfRadiantArms"	"Bonts ki minden alkalommal másik szettet, és gyűjtsd össze mind!"

		"StoreBanner_Header_TreasureOfDireArms"		"Dire Fegyverzet Kincse"
		"StoreBanner_Text_TreasureOfDireArms"		"Bonts ki minden alkalommal másik szettet, és gyűjtsd össze mind!"

		"StoreBanner_Header_MurderOfCrows"		"Pudge: Varjúraj"
		"StoreBanner_Text_MurderOfCrows"		"Nem kellett volna beleütnöd ebbe a csőröd!"

		"StoreBanner_Header_ForgeOfIronWill"		"Sven: A Vasakarat-kohó"
		"StoreBanner_Text_ForgeOfIronWill"		"Vasálarc a vasakaratúnak."

		"StoreBanner_Header_CrownOfHells"		"Doom: Poklok Koronája"
		"StoreBanner_Text_CrownOfHells"			"Felkoncollak koronámmal"

		"StoreBanner_Header_FreeToPlayPack"		"A Játék Szabadsága Gyűjtői Csomag"
		"StoreBanner_Text_FreeToPlayPack"		"A Rendezői Változat"

		"StoreBanner_Header_ClockwerkAnnouncerPack"	"Clockwerk Bemondó-csomag"
		"StoreBanner_Text_ClockwerkAnnouncerPack"	"Mutasd meg, mennyire vagy acélos! Jár hozzá a Távszikra-kibocsátó fogaskerék-tárgy Clockwerk számára!"

		"StoreBanner_Header_BindingsOfDeepMagma"	"A Mély Magma Kötelékei"
		"StoreBanner_Text_BindingsOfDeepMagma"		"A lenti hőből odafenn erő fakad"

		"StoreBanner_Header_DemonicVessel"		"A Démoni Hajó Arzenálja"
		"StoreBanner_Text_DemonicVessel"		"Féljék mind az átkot"

		"StoreBanner_Header_TreasureOfSinisterArcanery"		"A Baljós Misztikum Kincse"
		"StoreBanner_Text_TreasureOfSinisterArcanery"		"Leplezz le egy hátborzongató ajándékot!"

		"StoreBanner_Header_TreasureOfTheCosmicAbyss"		"A Kozmikus Mélység kincse"
		"StoreBanner_Text_TreasureOfTheCosmicAbyss"		"A végtelen kiterjedés ajándékai"

		"StoreBanner_Header_TreasureOfTheBottledCloud"		"A Palackozott Felhő Kincse"
