"lang"
{ 
	"Language" "spanish" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"¡OFERTA!"
		"DOTA_Tutorial_M2_StashRetrieve"	"Ahh, bienvenido de nuevo Sniper. Tengo un par de objetos apartados para ti en tu <font color='#006697' face='Dota Hypatia Bold'><b>reserva</b></font>. Cuando estés dentro de la base puedes recoger tus objetos.\n\nPulsa el botón <font color='#006697' face='Dota Hypatia Bold'><b>Coger todo</b></font> en la reserva para transferir cualquier objeto de tu reserva a tu inventario."
		"DOTA_Tutorial_M2_CourierBuy"		"Ya que estás aquí, hazte también con un <font color='#006697' face='Dota Hypatia Bold'><b>mensajero</b></font>. Los <font color='#006697' face='Dota Hypatia Bold'><b>mensajeros</b></font> son ideales para traerte objetos mientras estás en el campo de batalla, pero eso vamos a dejarlo para luego.\n\nAhora compra un <font color='#006697' face='Dota Hypatia Bold'><b>mensajero</b></font> para continuar."
		"DOTA_Tutorial_M2_CourierDeploy"	"El <font color='#006697' face='Dota Hypatia Bold'><b>mensajero</b></font>, al igual que el Bálsamo, es un objeto activo que ha de ser utilizado antes de poder usarlo. Utiliza el <font color='#006697' face='Dota Hypatia Bold'><b>mensajero</b></font> pulsando <font color='#006697' face='Dota Hypatia Bold'><b>%!item_courier%</b></font>."
		"DOTA_Tutorial_M2_CourierComplete"	"Parece que Tidehunter estaba bajo de vida. Tal vez haya alguna forma de derrotarlo para siempre."
		"DOTA_Tutorial_M2_LevelUp"			"¿Poca vida? ¡Tu habilidad definitiva <font color='#006697' face='Dota Hypatia Bold'><b>Asesinar</b></font> es perfecta, ya que hace mucho daño!\n\nLos héroes aprenden su habilidad <font color='#006697' face='Dota Hypatia Bold'><b>definitiva</b></font> al nivel seis. Pero necesitaremos más experiencia.\n\nDirígete al noreste. Será mejor dejar al mensajero aquí, no necesitaremos al chiquitín todavía."
		"DOTA_Tutorial_M2_BridgeSmoke"		"Eh, Sniper, he visto algo en un puente cercano. Vayamos a echar un vistazo."
		"DOTA_Tutorial_M2_BridgeOut"		"Tidehunter se ha escapado. Estaba fuera del alcance de tus ataques normales, pero tu <font color='#006697' face='Dota Hypatia Bold'><b>habilidad definitiva</b></font> tiene mucho más alcance. Necesitaremos más experiencia...\n\n¡Oh! ¡Por aquí!"
		"DOTA_Tutorial_M2_SecretOverlook"	"¡Por aquí!"
		"DOTA_Tutorial_M2_SecretGo"			"¡Hay una <font color='#006697' face='Dota Hypatia Bold'><b>Tienda Secreta</b></font> por allí! Vayamos a echar un vistazo."
		"DOTA_Tutorial_M2_SecretExplain"	"¡Oh! ¡Un cliente! La <font color='#006697' face='Dota Hypatia Bold'><b>Tienda Secreta</b></font> tiene objetos que no puedes comprar en ningún otro lado.\n\n¿Por qué no intentas mejorar tus <font color='#006697' face='Dota Hypatia Bold'><b>Botas de Velocidad</b></font> a <font color='#006697' face='Dota Hypatia Bold'><b>Botas Arcanas</b></font>?\n\nPara hacerlo necesitarás un <font color='#006697' face='Dota Hypatia Bold'><b>Potenciador de Energía</b></font>."
		"DOTA_Tutorial_M2_UpgradeBoots"		"¡Y así es como se crean unas <font color='#006697' face='Dota Hypatia Bold'><b>Botas Arcanas</b></font> combinando los dos objetos! Aunque no sean el objeto perfecto para todos los héroes, ahora mismo te vienen de perlas.\n\nLas Botas Arcanas son un objeto activo, pruébalas ahora pulsando <font color='#006697' face='Dota Hypatia Bold'><b>%!item_arcane_boots%</b></font>."
		"DOTA_Tutorial_M2_UpgradeComplete"	"Deberíamos continuar y buscar más lugares en los que obtener experiencia."
		"DOTA_Tutorial_M2_LevelGraveyard"	"Ese sitio da mal rollo."
		"DOTA_Tutorial_M2_PullBegin"		"¡He visto algunos más por aquí!\n\nIntenta dispararles <font color='#006697' face='Dota Hypatia Bold'><b>una vez</b></font> para captar su atención y <font color='#006697' face='Dota Hypatia Bold'><b>atraerlos</b></font> hacia tus creeps volviendo hacia aquí. ¡Deja que tus creeps te ayuden a derrotarlos!"
		"DOTA_Tutorial_M2_CreepFree"		"¡Libertad!"
		"DOTA_Tutorial_M2_CourierBuyItem1"	"Cuánto oro. ¡Es hora de hacer mejoras! ¡Mejoremos tu anillo a un <font color='#006697' face='Dota Hypatia Bold'><b>Anillo de Basilius!</b></font>\n\nAbre la tienda con <font color='#006697' face='Dota Hypatia Bold'><b>%toggleshoppanel%</b></font> y compra la <font color='#006697' face='Dota Hypatia Bold'><b>Máscara del Sabio</b></font>."
		"DOTA_Tutorial_M2_CourierRetrieve"	"¿Te acuerdas de nuestro <font color='#006697' face='Dota Hypatia Bold'><b>mensajero</b></font>? Podemos usarlo para recuperar los objetos de nuestra reserva y traerlos aquí. ¡Así no tenemos que volver a la base cada vez que compremos algo!\n\nHaz clic en el botón <font color='#006697' face='Dota Hypatia Bold'><b>Entregar Objetos</b></font> en la esquina inferior derecha para continuar."
		"DOTA_Tutorial_M2_CourierTravel"	"¡El mensajero ha partido! La máscara se ha transferido automáticamente de tu reserva al mensajero y está en camino. Puedes ver el estado del mensajero mirando el minimapa."
		"DOTA_Tutorial_M2_RingUpgraded"		"¡Bien hecho! La Máscara del Sabio se ha combinado con tu Anillo de Protección para crear el <font color='#006697' face='Dota Hypatia Bold'><b>Anillo de Basilius</b></font>.\n\nEste objeto puede mejorar la armadura de creeps aliados. Por ahora, desactivémoslo.\n\nPulsa <font color='#006697' face='Dota Hypatia Bold'><b>%!item_ring_of_basilius%</b></font> para desactivar el aura."
		"DOTA_Tutorial_M2_LevelExperience"	"Aunque el aura del anillo no afecte a creeps ahora, aún sigue teniendo efecto sobre ti.\n\nYa va siendo hora de encontrar a más creeps y conseguir algo de experiencia para alcanzar el <font color='#006697' face='Dota Hypatia Bold'><b>nivel seis</b></font>."
		"DOTA_Tutorial_M2_LevelUlt"			"¡Bien hecho! Sube de nivel y aprende <font color='#006697' face='Dota Hypatia Bold'><b>Asesinar</b></font> cuando puedas."
		"DOTA_Tutorial_M2_TeleportBlock"	"Un derrumbamiento ha bloqueado el camino de vuelta. Qué sospechoso. Pero no estamos aislados del todo. ¡Podemos <font color='#006697' face='Dota Hypatia Bold'><b>teletransportarnos</b></font> para salir de aquí!\n\nPara hacerlo tendremos que mejorar el mensajero al <font color='#006697' face='Dota Hypatia Bold'><b>Mensajero Volador</b></font>.\n\nMejora al mensajero mediante la tienda."
		"DOTA_Tutorial_M2_TeleportBuy"		"Ahora necesitas un <font color='#006697' face='Dota Hypatia Bold'><b>Pergamino de Teletransporte</b></font> de la tienda."
		"DOTA_Tutorial_M2_TeleportCourier"	"Ahora haz que el mensajero te lo traiga utilizando el botón Entregar Objetos."
		"DOTA_Tutorial_M2_TeleportChannel"	"Mientras el mensajero llega, hay algo que deberías saber acerca de la teletransportación. La teletransportación es un hechizo <font color='#006697' face='Dota Hypatia Bold'><b>canalizado</b></font>, así que tienes que permanecer quieto mientras la usas. Si te mueves, se cancelará el lanzamiento."
		"DOTA_Tutorial_M2_TeleportUse"		"Puedes <font color='#006697' face='Dota Hypatia Bold'><b>teletransportarte</b></font> a cualquier estructura, pero deberíamos ir a la torre del exterior de la base, donde vimos a Tidehunter.\n\nUtiliza el Pergamino de Teletransporte pulsando <font color='#006697' face='Dota Hypatia Bold'><b>%!item_tpscroll%</b></font> y luego haz <font color='#006697' face='Dota Hypatia Bold'><b>clic izquierdo</b></font> en la torre en el <font color='#006697' face='Dota Hypatia Bold'><b>minimapa</b></font>."
		"DOTA_Tutorial_M2_TeleportCenter"	"Centra la vista sobre ti pulsando <font color='#006697' face='Dota Hypatia Bold'><b>%+dota_camera_follow%</b></font> dos veces o haciendo clic izquierdo en el <font color='#006697' face='Dota Hypatia Bold'><b>minimapa</b></font>.\n\n¡Será mejor que me vaya!"
		"DOTA_Tutorial_M2_TeleportCancel"	"¡Uy! Al moverte, has cancelado la canalización del teletransporte. Esto también consume el Pergamino de Teletransporte, así que tendremos que comprar uno nuevo. Compra un nuevo Pergamino de Teletransporte de la tienda y haz que el mensajero te la traiga."
		"DOTA_Tutorial_M2_TeleportWrongLoc"	"La torre está representada por un <font color='#006697' face='Dota Hypatia Bold'><b>cuadrado verde</b></font>. Intenta volver a usar el Pergamino de Teletransporte y haz clic izquierdo cerca del cuadrado verde.\n\nNormalmente puedes teletransportarte a cualquier estructura, pero ahora mismo deberíamos acercarnos al lugar en que nos encontramos con Tidehunter la última vez."
		"DOTA_Tutorial_M2_TeleportHere"		"¡Por aquí!"
		"DOTA_Tutorial_M2_KillTide"			"Con algo de suerte Tidehunter estará todavía por aquí. Sígueme a donde lo vimos por última vez, ¡quizá aún podamos sorprenderlo!"
		"DOTA_Tutorial_M2_KillTideHow"		"Es hora de ponerse manos a la obra. Utiliza <font color='#006697' face='Dota Hypatia Bold'><b>Asesinar</b></font> pulsando <font color='#006697' face='Dota Hypatia Bold'><b>%dota_ability_execute 5%</b></font> y luego haz clic en <font color='#006697' face='Dota Hypatia Bold'><b>Tidehunter</b></font>."
		"DOTA_Tutorial_M2_KillTideComplete"	"¡Pum! ¡Lo has logrado! Ya no nos molestará más. ¡Nuestra base está a salvo!"

		"DOTA_Quest_MoveTo"					"Dirígete a la puerta"
		"DOTA_Quest_FindKeeper"				"Encuentra a <font face='Dota Hypatia Bold'><b>Keeper of the Light</b></font>"
		"DOTA_Quest_FindRazor"				"Derrota a <font face='Dota Hypatia Bold'><b>Razor</b></font>"
		"DOTA_Quest_DefendCamp"				"Defiende la torre de vigilancia usando <font face='Dota Hypatia Bold'><b>Aliento de Fuego</b></font>"
		"DOTA_Quest_ClearNeutral"			"Despeja <font face='Dota Hypatia Bold'><b>tres</b></font> campamentos de creeps neutrales"
		"DOTA_Quest_ReturnToShop"			"Vuelve a la Tienda"
		"DOTA_Quest_EarnMoney2"				"Obtén 165 de oro y compra una <font face='Dota Hypatia Bold'><b>Tiara</b></font>"
		"DOTA_Quest_EarnMoney3"				"Obtén 210 de oro y compra unos <font face='Dota Hypatia Bold'><b>Brazaletes</b></font>"
		"DOTA_Quest_LevelUlt"				"Alcanza el <font face='Dota Hypatia Bold'><b>Nivel Seis</b></font>"

		"DOTA_Quest_Laning_BuyInitialItems"			"Compra todos tus <font face='Dota Hypatia Bold'><b>objetos iniciales sugeridos</b></font> en la tienda"
		"DOTA_Quest_Laning_SelectInitialAbility"	"Selecciona tu <font face='Dota Hypatia Bold'><b>habilidad</b></font> inicial"
		"DOTA_Quest_Laning_Attack"					"Destruye la <font face='Dota Hypatia Bold'><b>Torre Central</b></font> enemiga"
		"DOTA_Quest_Laning_Defend"					"Defiende tu <font face='Dota Hypatia Bold'><b>Torre Central</b></font>"
		"DOTA_Quest_Laning_AttackDefend_Mid"		"Destruye ambas torres centrales enemigas"
		"DOTA_Quest_Laning_BuyCourier"				"Compra un <font face='Dota Hypatia Bold'><b>mensajero</b></font>"
	
		"DOTA_Quest_Laning_YourTower"				"Tu torre central"
		"DOTA_Quest_Laning_EnemyTower"				"Torre central enemiga"

		"DOTA_Quest_M2_DefeatTide"			"Derrota a <font face='Dota Hypatia Bold'><b>Tidehunter</b></font>"
		"DOTA_Quest_M2_LevelTwo"			"Alcanza el <font face='Dota Hypatia Bold'><b>Nivel Dos</b></font>"
		"DOTA_Quest_M2_TowerDefend"			"Defiende la <font face='Dota Hypatia Bold'><b>Torre</b></font>"
		"DOTA_Quest_M2_ReturnToBase"		"Regresa a la base"
		"DOTA_Quest_M2_LevelSix"			"Alcanza el <font face='Dota Hypatia Bold'><b>nivel seis</b></font>"
		"DOTA_Quest_M2_Assassinate"			"Aprende tu <font face='Dota Hypatia Bold'><b>habilidad definitiva</b></font>"
		"DOTA_Quest_M2_Teleport"			"Teletranspórtate a la torre"

		"DOTA_Quest_LastHits"				"Obtén <font face='Dota Hypatia Bold'><b>últimos golpes:</b></font> %quest_current_value% / %quest_target_value%"
		"DOTA_Quest_Denies"					"Obtén <font face='Dota Hypatia Bold'><b>denegaciones:</b></font> %quest_current_value% / %quest_target_value%"
		
		"DOTA_Tutorial_LastHit_StartExplanation1"	"¡Es la hora de centrarse en obtener oro! Una forma de conseguirlo es asestando el golpe mortal a un enemigo. Si eres capaz de realizar el <font color='#006697' face='Dota Hypatia Bold'><b>último golpe</b></font> contra un enemigo, recibirás tu recompensa."
		"DOTA_Tutorial_LastHit_StartExplanation2"	"Cuando vayas a por últimos golpes, es importante mantenerse a salvo detrás de tu línea de creeps aliados.\n\nIntenta evitar recibir daño a no ser que sea necesario."
		"DOTA_Tutorial_LastHit_StartExplanation3"	"Vigila la vida de los creeps enemigos y atácales únicamente cuando su vida esté baja.\nIntenta obtener 15 últimos golpes en la senda central\n\n¡No te olvides de comprar objetos!"
		"DOTA_Tutorial_LastHit_LastHits1"	"Asesta el golpe mortal a los enemigos.\nPermanece a salvo detrás de tus creeps y ataca en el momento idóneo."
		"DOTA_Tutorial_LastHit_LastHits2"	"No ataques constantemente.\n\nCancela tus ataques moviéndote y ataca cuando la vida del creep esté baja."
		"DOTA_Tutorial_LastHit_LastHits3"	"También puedes pulsar <font color='#006697' face='Dota Hypatia Bold'><b>%dota_stop%</b></font> para dejar de atacar."
		
		"DOTA_Tutorial_LastHit_DenyExplanationSetup"	"¡Por aquí!"
		"DOTA_Tutorial_LastHit_DenyExplanation1"	"<font color='#006697' face='Dota Hypatia Bold'><b>Denegar</b></font> a tus creeps aliados es un modo de evitar que tus oponentes obtengan oro.\n\nPara <font color='#006697' face='Dota Hypatia Bold'><b>denegar</b></font> a un creep aliado debes asestarle el golpe mortal."
		"DOTA_Tutorial_LastHit_DenyExplanation2"	"Puedes <font color='#006697' face='Dota Hypatia Bold'><b>forzar el ataque</b></font> a cualquier creep aliado cuya vida esté por debajo de la mitad.\n\nPara hacerlo, pulsa <font color='#006697' face='Dota Hypatia Bold'><b>%mc_attack%</b></font> para forzar un ataque y luego haz <font color='#006697' face='Dota Hypatia Bold'><b>haz clic izquierdo</b></font> en el creep."
		"DOTA_Tutorial_LastHit_DenyExplanation3"	"Al igual que antes, concéntrate en permanecer a salvo y ataca en el momento justo.\n\nIntenta denegar a 3 creeps aliados."
		"DOTA_Tutorial_LastHit_Denies"		"Evita que tu oponente obtenga oro y experiencia matando a creeps aliados.\n\nPulsa <font color='#006697' face='Dota Hypatia Bold'><b>%mc_attack%</b></font> y luego <font color='#006697' face='Dota Hypatia Bold'><b>haz clic izquierdo</b></font> en un creep aliado con poca vida."

		"DOTA_Tutorial_LastHit_End"			"¡Enhorabuena! Has aprendido acerca de los <font color='#006697' face='Dota Hypatia Bold'><b>últimos golpes</b></font> y las <font color='#006697' face='Dota Hypatia Bold'><b>denegaciones</b></font>. Sigue practicando y la victoria estará asegurada."

		"DOTA_TutorialTitle_WelcomeToDota"	"Tutorial de conceptos y controles básicos del juego"
		"DOTA_TutorialBody_WelcomeToDota"	"Este tutorial te introducirá en el mundo de Dota y te mostrará cómo controlar a tu héroe."

		"DOTA_TutorialTitle_MaidenIntro"	"Tu héroe"
		"DOTA_TutorialBody_MaidenIntro"		"En esta partida jugarás como Shadow Shaman, un maestro de la magia vudú. Estás en el equipo Radiant. El equipo enemigo se llama Dire."

		"DOTA_TutorialTitle_MovingYourCharacter" "Moviendo tu personaje"
		"DOTA_TutorialBody_MovingYourCharacter"	"Puedes mover tu personaje haciendo clic derecho en el lugar al que quieras ir. La fuente de tu equipo está justo debajo de ti."

		"DOTA_TutorialTask_MoveToFountain"	"Dirígete a tu fuente (clic derecho)."

		"DOTA_TutorialTitle_FountainIntro"	"La Fuente"
		"DOTA_TutorialBody_FountainIntro"	"La fuente puede reabastecer rápidamente tu vida y tu maná. También te revive si mueres en la batalla. Vamos a echar un vistazo a otras estructuras importantes de tu alrededor."

		"DOTA_TutorialTitle_CameraIntro"	"Tu vista"
		"DOTA_TutorialBody_CameraIntro"		"Puedes desplazar tu vista moviendo el cursor hacia los extremos de la pantalla. Dirige tu vista hacia el Ancestro de tu equipo, situado al noreste."

		"DOTA_TutorialTask_MoveToAncient"	"Mueve tu VISTA hacia el Ancestro (acerca el cursor hacia los extremos de la pantalla)"
		
		"DOTA_TutorialTitle_AncientIntro"	"El Ancestro"
		"DOTA_TutorialBody_AncientIntro"	"El Ancestro es la estructura más importante de tu equipo; si se destruye, tu equipo pierde. Debes destruir el Ancestro de los Dire para ganar la partida."

		"DOTA_TutorialTitle_ViewHeroIntro"	"Volver a tu héroe"
		"DOTA_TutorialBody_ViewHeroIntro"	"Puedes centrar de nuevo la vista en tu héroe haciendo clic en tu retrato o pulsando dos veces F1. Hazlo ahora para centrar la vista en tu héroe."

		"DOTA_TutorialTask_ViewToHero"		"Centra de nuevo tu vista en el héroe (clic en tu retrato)"

		"DOTA_TutorialTitle_MapIntro"		"El minimapa"
		"DOTA_TutorialBody_MapIntro"		"El minimapa está situado en la esquina inferior izquierda de tu pantalla. Tu base (en verde) está en la esquina inferior izquierda y la base enemiga (en rojo) está en la esquina superior derecha."

		"DOTA_TutorialTitle_LaneIntro"		"Sendas de ataque"
		"DOTA_TutorialBody_LaneIntro"		"Hay tres sendas principales que conducen a la base enemiga. Dirígete a la senda superior."

		"DOTA_TutorialTask_MoveToTopLane"	"Mueve a tu héroe a la senda superior."

		"DOTA_TutorialTitle_BarracksIntro"	"Barracones"
		"DOTA_TutorialBody_BarracksIntro"	"Cada senda tiene dos barracones en donde los soldados rasos (conocidos como creeps), aparecen a intervalos regulares. Los creeps se mueven a la base enemiga atacando unidades y estructuras enemigas a su paso. ¡No puedes controlarlos!"

		"DOTA_TutorialTitle_LaningIntro"	"¡Comienza la batalla!"
		"DOTA_TutorialBody_LaningIntro"		"Una oleada de creeps Radiant está a punto de aparecer. Síguelos hasta la batalla para proporcionarles cobertura a cierta distancia. Intenta no sufrir daños, ¡eres demasiado importante! Cuando una oleada de creeps muere, es conveniente retirarse y reagruparse con la siguiente oleada de creeps."

		"DOTA_TutorialTitle_FindingYourHero"	"Encontrando a tu héroe"
		"DOTA_TutorialBody_FindingYourHero"	"Si pierdes de vista a tu héroe, puedes pulsar dos veces F1 o hacer clic en su retrato para centrar la cámara en él."

		"DOTA_TutorialTask_FollowCreeps"	"Sigue a los creeps hasta el frente de batalla."
		
		"DOTA_TutorialTitle_CombatIntro"	"Combate"
		"DOTA_TutorialBody_CombatIntro"		"Un combate está teniendo lugar ahí delante. Recuerda ser cuidadoso y evitar recibir daño."
