"lang"
{ 
	"Language" "danish" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"helbred"					// $health
		"dota_ability_variable_mana"				"mana"						// $mana
		"dota_ability_variable_armor"				"rustning"						// $armor
		"dota_ability_variable_damage"				"skade"					// $damage
		"dota_ability_variable_str"					"styrke"					// $str
		"dota_ability_variable_int"					"intelligens"				// $int
		"dota_ability_variable_agi"					"agilitet"					// $agi
		"dota_ability_variable_all"					"alle attributter"			// $all
		"dota_ability_variable_primary_attribute"	"primær attribut"			// $primary_attribute
		"dota_ability_variable_attack"				"angrebshastighed"				// $attack
		"dota_ability_variable_hp_regen"			"HP-regenerering"		// $hp_regen
		"dota_ability_variable_lifesteal"			"livsstjæl"					// $lifesteal
		"dota_ability_variable_mana_regen"			"mana-regenerering"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"mana-regenerering som aura"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"evneskade"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"debuff-varighed"			// $debuff_amp
		"dota_ability_variable_move_speed"			"bevægelseshastighed"			// $move_speed
		"dota_ability_variable_evasion"				"undvigelse"					// $evasion
		"dota_ability_variable_spell_resist"		"magisk resistens"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"evnelivsstjæl"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"evnelivsstjæl (kryb)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"evnelivsstjæl (helte)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"valgt attribut"		// $selected_attribute
		"dota_ability_variable_attack_range"		"angrebsrækkevidde <font color='#7d7d7d'>(kun afstandshelte)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"angrebsrækkevidde <font color='#7d7d7d'>(kun nærkamp)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"kasterækkevidde"				// $cast_range
		"dota_ability_variable_status_resist"		"statusresistens"			// $status_resist
		"dota_ability_variable_projectile_speed"	"projektilhastighed"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"reduceret mana-omkostning"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"nedkølingsreduktion"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"ekstra maks. mana"			// $max_mana_percentage

		"dota_ability_variable_damage_int_hero"	"skade (intelligenshelte)"
		"DOTA_Tooltip_modifier_phantom_lancer_phantom_edge_boost"	"Phantom Rush"
		"DOTA_Tooltip_modifier_phantom_lancer_phantom_edge_boost_Description"	"Stormløber mod fjenden!"
		"DOTA_Tooltip_modifier_phantom_lancer_phantom_edge_agility" 		"Agilitetforøgning"
		"DOTA_Tooltip_modifier_phantom_lancer_phantom_edge_agility_Description" 		"Opnår agilitet fra Phantom Rush."

		//RAZOR
		"DOTA_Tooltip_ability_razor_plasma_field"										"Plasma Field"
		"DOTA_Tooltip_ability_razor_plasma_field_Description"							"Frigør en bølge af energisk plasma, som vokser i styrke i takt med, at den udvider sig. Bølgen zapper også ved sammentrækning og gør skade og hæmmer fjendtlige enheder, som rammes af den. Skaden og hæmningen stiger afhængigt af afstanden til Razor. Plasma Field rammer hver enhed to gange; én gang i hver retning."
		"DOTA_Tooltip_ability_razor_plasma_field_Lore"									"Lyngenfærdet regerer Underlandskabet med plasmatiske kræfter."
		"DOTA_Tooltip_ability_razor_plasma_field_damage_min"							"MIN. SKADE:"
		"DOTA_Tooltip_ability_razor_plasma_field_damage_max"							"MAKS. SKADE:"
		"DOTA_Tooltip_ability_razor_plasma_field_slow_min"								"%MIN. HÆMNING:"
		"DOTA_Tooltip_ability_razor_plasma_field_slow_max"								"%MAKS. HÆMNING:"
		"DOTA_Tooltip_ability_razor_plasma_field_slow_duration"							"HÆMNINGSVARIGHED:"
		"DOTA_Tooltip_ability_razor_plasma_field_radius"								"RADIUS:"
		"DOTA_Tooltip_ability_razor_static_link"										"Static Link"
		"DOTA_Tooltip_ability_razor_static_link_Description"							"Skaber en ladet forbindelse mellem Razor og en fjendtlig helt, hvilket stjæler angrebsskade fra målet og giver det til Razor. Mens forbindelsen er aktiv, kan Razor angribe, mens han bevæger sig."
		"DOTA_Tooltip_ability_razor_static_link_Lore"									"Razors polaritet kanaliserer elektricitet ind i sig selv ved at dræne kræfterne ud af sine modstandere."
		"DOTA_Tooltip_ability_razor_static_link_Note0"									"Forbindelsen brydes, når en af enhederne dør, eller afstanden mellem dem bliver %drain_range_buffer% enheder større end evnens kasterækkevidde."
		"DOTA_Tooltip_ability_razor_static_link_drain_rate"								"SKADE STJÅLET PER INSTANS:"
		"DOTA_Tooltip_ability_razor_static_link_drain_length"							"FORBINDELSESVARIGHED:"
		"DOTA_Tooltip_ability_razor_static_link_drain_duration"							"EFFEKTVARIGHED:"
		"DOTA_Tooltip_ability_razor_unstable_current"									"Storm Surge"
		"DOTA_Tooltip_ability_razor_unstable_current_Description"						"Øger passivt Razors bevægelseshastighed."				
		"DOTA_Tooltip_ability_razor_unstable_current_shard_target_count"				"RAMTE MÅL:"
		"DOTA_Tooltip_ability_razor_unstable_current_shard_damage"						"SKADE:"
		"DOTA_Tooltip_ability_razor_unstable_current_shard_move_slow_pct"				"%BEVÆGELSESHÆMNING:"
		"DOTA_Tooltip_ability_razor_unstable_current_shard_slow_duration"				"HÆMNINGSVARIGHED:"
		"DOTA_Tooltip_ability_razor_unstable_current_shard_search_radius"				"NEDSLAGSOMRÅDE:"
		"DOTA_Tooltip_ability_razor_unstable_current_Lore"								"Bare man kommer tæt på Lyngenfærdet, bliver man belønnet med chokterapi."
		"DOTA_Tooltip_ability_razor_eye_of_the_storm"									"Eye of the Storm"
		"DOTA_Tooltip_ability_razor_eye_of_the_storm_Description"						"Et kraftfuldt tordenvejr slår ud imod fjendtlige enheder, som er ved lavest helbred. Tordenvejret gør skade og reducerer rustning."
		"DOTA_Tooltip_ability_razor_eye_of_the_storm_Lore"								"Rid på lynet."
		"DOTA_Tooltip_ability_razor_eye_of_the_storm_Note0"								"Hvert nedslag angriber den fjendtlige enhed, der er ved lavest helbred, inden for dets rækkevidde."
		"DOTA_Tooltip_ability_razor_eye_of_the_storm_Note1"								"Eye of the Storm prioriterer helte, der er påvirket af Static Link."
		"DOTA_Tooltip_ability_razor_eye_of_the_storm_radius"							"RADIUS:"
		"DOTA_Tooltip_ability_razor_eye_of_the_storm_duration"							"VARIGHED:"
		"DOTA_Tooltip_ability_razor_eye_of_the_storm_strike_interval"					"NEDSLAGSINTERVAL:"
		"DOTA_Tooltip_ability_razor_eye_of_the_storm_armor_reduction"					"RUSTNINGSREDUKTION:"
		"DOTA_Tooltip_ability_razor_eye_of_the_storm_damage"							"SKADE:"

		"DOTA_Tooltip_modifier_razor_static_link_buff"						"Static Link"
		"DOTA_Tooltip_modifier_razor_static_link_buff_Description"			"Stjæler %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% angrebsskade."
		"DOTA_Tooltip_modifier_razor_static_link_debuff"					"Static Link"
		"DOTA_Tooltip_modifier_razor_static_link_debuff_Description"		"Mister %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% angrebsskade."
		"DOTA_Tooltip_modifier_razor_unstable_current"						"Unstable Current"
		"DOTA_Tooltip_modifier_razor_unstable_current_Description"			"Bevægelseshastighed øget med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_razor_eye_of_the_storm"						"Eye of the Storm"
		"DOTA_Tooltip_modifier_razor_eye_of_the_storm_Description"			"Gør skade og reducerer målets rustning med hvert lynnedslag."
		"DOTA_Tooltip_modifier_razor_eye_of_the_storm_armor"				"Eye of the Storm-rustning"
		"DOTA_Tooltip_modifier_razor_eye_of_the_storm_armor_Description"	"Rustning reduceret med %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
		"DOTA_Tooltip_modifier_razor_unstablecurrent_slow"	"Unstable Current"
		"DOTA_Tooltip_modifier_razor_unstablecurrent_slow_Description" "Bevægelseshastighed reduceret med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		
		"DOTA_Tooltip_modifier_razor_plasma_field_slow"	"Plasma Field"
		"DOTA_Tooltip_modifier_razor_plasma_field_slow_Description"	"Bevægelseshastighed reduceret med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

		//STORM SPIRIT
		"DOTA_Tooltip_ability_storm_spirit_electric_rave"						"Electric Rave"
		"DOTA_Tooltip_ability_storm_spirit_electric_rave_Description"			"Giver %charges% Overload-ladninger til Storm Spirit og allierede helte inden for %radius% afstand af ham. Giver 40 angrebshastighed. Varer op til %duration% sekunder, eller indtil ladningerne er opbrugt."
		"DOTA_Tooltip_ability_storm_spirit_static_remnant"								"Static Remnant"
		"DOTA_Tooltip_ability_storm_spirit_static_remnant_Description"					"Skaber et eksplosivt ladet billede af Storm Spirit, som har en varighed på %abilityduration% sekunder, som detonerer og gør skade, hvis en fjendtlig enhed nærmer sig det."
		"DOTA_Tooltip_ability_storm_spirit_static_remnant_Lore"							"Raijin Thunderkegs dobbelthed lader ham beundre sig selv på en chokerende måde."
		"DOTA_Tooltip_ability_storm_spirit_static_remnant_Note0"						"Det tager %static_remnant_delay% sekund for Remnants at materialisere sig, efter evnen bruges."
		"DOTA_Tooltip_ability_storm_spirit_static_remnant_Note1"						"Remnants giver uhindret udsyn i løbet af deres varighed."
		"DOTA_Tooltip_ability_storm_spirit_static_remnant_Note2"						"Eksplosionen rammer enheder i en radius på %static_remnant_damage_radius%, men den udløses dog kun i en radius på %static_remnant_radius%."
		"DOTA_Tooltip_ability_storm_spirit_static_remnant_static_remnant_damage_radius"	"RADIUS:"
		"DOTA_Tooltip_ability_storm_spirit_static_remnant_static_remnant_damage"		"SKADE:"
		"DOTA_Tooltip_ability_storm_spirit_electric_vortex"								"Electric Vortex"
		"DOTA_Tooltip_ability_storm_spirit_electric_vortex_Description"					"En hvirvel som trækker en fjendtlig enhed mod Storm Spirits position."
		"DOTA_Tooltip_ability_storm_spirit_electric_vortex_Lore"						"Raijins tordnende, støjende energi drager tit andre ind i en elektrificerende situation."
		"DOTA_Tooltip_ability_storm_spirit_electric_vortex_electric_vortex_pull_distance"				"TRÆKKEAFSTAND:"
		"DOTA_Tooltip_ability_storm_spirit_electric_vortex_AbilityDuration"			"VARIGHED:"
		"DOTA_Tooltip_ability_storm_spirit_electric_vortex_radius_scepter"				"RADIUS:"
		"DOTA_Tooltip_ability_storm_spirit_overload"									"Overload"
		"DOTA_Tooltip_ability_storm_spirit_overload_Description"						"Når Storm Spirit kaster en besværgelse, skabes en elektrisk ladning, som frigives i et udbrud næste gang, han angriber. Ladningen gør skade og hæmmer fjender i nærheden."
		"DOTA_Tooltip_ability_storm_spirit_overload_shard_manacost"						"MANA-OMKOSTNING:"
		"DOTA_Tooltip_ability_storm_spirit_overload_shard_cooldown"						"NEDKØLING:"
		"DOTA_Tooltip_ability_storm_spirit_overload_shard_activation_radius"			"AKTIVERINGSRADIUS:"
		"DOTA_Tooltip_ability_storm_spirit_overload_shard_attack_speed_bonus"		"ANGREBSHASTIGHEDSBONUS:"

		"DOTA_Tooltip_ability_storm_spirit_overload_Lore"								"Pov! Zip! Zap!"
		"DOTA_Tooltip_ability_storm_spirit_overload_Note0"								"Brug af genstande udløser ikke Overload."
		"DOTA_Tooltip_ability_storm_spirit_overload_Note1"								"Overload-ladninger stables ikke."
		"DOTA_Tooltip_ability_storm_spirit_overload_overload_move_slow"					"%BEVÆGELSESHÆMNING:"
		"DOTA_Tooltip_ability_storm_spirit_overload_overload_attack_slow"				"ANGREBSHÆMNING:"
		"DOTA_Tooltip_ability_storm_spirit_overload_overload_aoe"						"RADIUS:"
		"DOTA_Tooltip_ability_storm_spirit_overload_abilityduration"					"VARIGHED:"
		"DOTA_Tooltip_ability_storm_spirit_overload_overload_damage"					"SKADE:"
		"DOTA_Tooltip_ability_storm_spirit_ball_lightning"								"Ball Lightning"
		"DOTA_Tooltip_ability_storm_spirit_ball_lightning_Description"					"Storm Spirit bliver til ustabil elektricitet, hvilket lader ham storme hen over slagmarken, indtil hans mana er opbrugt, eller han når sit mål. Mana-aktiveringsbekostningen er %ball_lightning_initial_mana_base% + %ball_lightning_initial_mana_percentage%%% af hans maksimale mana, og omkostningen per 100 enheder rejst er %ball_lightning_travel_cost_base% + %ball_lightning_travel_cost_percent%%% af hans maksimale mana. Skaden er angivet som skade per 100 enheder rejst."
		"DOTA_Tooltip_ability_storm_spirit_ball_lightning_Lore"							"Stormen er på vej."
		"DOTA_Tooltip_ability_storm_spirit_ball_lightning_Note0"						"Evner og genstande kan bruges i løbet af evnens rejsetid."
		"DOTA_Tooltip_ability_storm_spirit_ball_lightning_Note1"						"Denne evne vil ødelægge træer."
		"DOTA_Tooltip_ability_storm_spirit_ball_lightning_Note2"						"Storm Spirit er usårlig under Ball Lightning."
		"DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_move_speed"	"HASTIGHED:"
		"DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_aoe"			"RADIUS:"
		"DOTA_Tooltip_modifier_storm_spirit_electric_vortex_self_slow"				"Electric Vortex-hæmning"
		"DOTA_Tooltip_modifier_storm_spirit_electric_vortex_self_slow_Description"	"Hæmmet med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_storm_spirit_electric_vortex_pull"					"Electric Vortex-træk"
		"DOTA_Tooltip_modifier_storm_spirit_electric_vortex_pull_Description"		"Bliver trukket af Storm Spirits Vortex"
		"DOTA_Tooltip_modifier_storm_spirit_overload"								"Overload"
		"DOTA_Tooltip_modifier_storm_spirit_overload_Description"					"Opnå ladninger ved at kaste en besværgelse"
		"DOTA_Tooltip_modifier_storm_spirit_overload_debuff"						"Overload Slow"
		"DOTA_Tooltip_modifier_storm_spirit_overload_debuff_Description"			"Påvirket af Storm Spirits Overload. Bevægelseshastighed hæmmet med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% og angrebshastighed hæmmet med %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_storm_spirit_ball_lightning"							"Ball Lightning"
		"DOTA_Tooltip_modifier_storm_spirit_ball_lightning_Description"				"Stormer hen over slagmarken!"
		"DOTA_Tooltip_modifier_storm_spirit_electric_rave"						"Overload"
		"DOTA_Tooltip_modifier_storm_spirit_electric_rave_Description"			"Modtager %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% angrebshastighed og styrker angreb med elektrisk energi."



		//CRYSTAL MAIDEN
		"DOTA_Tooltip_ability_crystal_maiden_crystal_nova"								"Crystal Nova"
		"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_Description"					"Et brag af skadende frost hæmmer fjenders bevægelses- og angrebshastighed i det valgte område."
		"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_Lore"							"Lufttemperaturen omkring Rylai daler hastigt, hvilket forfryser alle omkring hende ind til benet."
		"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_Note0"						"Crystal Nova giver udsyn over målområdet i sin varighed."
		"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_duration"						"VARIGHED:"
		"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_movespeed_slow"				"%BEVÆGELSESHÆMNING:"
		"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_attackspeed_slow"				"ANGREBSHÆMNING:"
		"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_radius"						"RADIUS:"
		"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_nova_damage"					"SKADE:"
		"DOTA_Tooltip_ability_crystal_maiden_frostbite"									"Frostbite"
		"DOTA_Tooltip_ability_crystal_maiden_frostbite_Description"						"Indkapsler en fjendtlig enhed i is, så den hverken kan bevæge sig eller angribe, og giver skade over tid. Varer %creep_duration% sek. på kryb på level 6 eller lavere."
		"DOTA_Tooltip_ability_crystal_maiden_frostbite_Lore"							"Rylai kanaliserer vindene fra Blueheart-gletsjeren, hvilket indespærrer angribere i tykke isblokke."
		"DOTA_Tooltip_ability_crystal_maiden_frostbite_Note0"							"Frostbite fungerer som en fastgørelse."		
		"DOTA_Tooltip_ability_crystal_maiden_frostbite_damage_per_second"					"SKADE PER SEKUND:"
		//"DOTA_Tooltip_ability_crystal_maiden_frostbite_creep_damage_per_second"				"CREEP DAMAGE PER SECOND:"		
		"DOTA_Tooltip_ability_crystal_maiden_frostbite_duration"						"VARIGHED (HELTE):"
		"DOTA_Tooltip_ability_crystal_maiden_frostbite_creep_duration"					"VARIGHED (KRYB):"	
		"DOTA_Tooltip_ability_crystal_maiden_frostbite_tick_rate"						"SKADEINTERVAL:"	
		"DOTA_Tooltip_ability_crystal_maiden_frostbite_abilitycastrange"				"KASTERÆKKEVIDDE:"	
		"DOTA_Tooltip_ability_crystal_maiden_brilliance_aura"							"Arcane Aura"
		"DOTA_Tooltip_ability_crystal_maiden_brilliance_aura_Description"				"Giver ekstra mana-regenerering til alle allierede enheder i banen. Allierede inden for %proximity_bonus_radius% radius af Crystal Maiden får %proximity_bonus_factor% gange denne bonus. Crystal Maiden får selv %self_factor% gange bonussen."
		"DOTA_Tooltip_ability_crystal_maiden_brilliance_aura_Lore"						"Kolde temperaturer fremmer magiens essens; Rylais tilstedeværelse tillader altså talrigt brug af besværgelser."
		"DOTA_Tooltip_ability_crystal_maiden_brilliance_aura_base_mana_regen"				"MANA-REGENERERING:"
		"DOTA_Tooltip_ability_crystal_maiden_brilliance_aura_proximity_mana_regen_tooltip"	"MANA-REGENERERING (ALLIEREDE TÆT PÅ):"
		"DOTA_Tooltip_ability_crystal_maiden_brilliance_aura_self_mana_regen_tooltip"		"MANA-REGENERERING (EGEN):"
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field"							"Freezing Field"
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_Description"				"KANALISERET – Omgiver Crystal Maiden med 100 tilfældige iskolde eksplosioner, som hæmmer fjender og gør enorm skade. Varer %abilitychanneltime% sekunder."
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_shard_description"			"Du kan bevæge dig, bruge evner og angribe, mens Freezing Field kanaliseres. Kan stadig afbrydes af fjender. Du bevæger dig %shard_self_movement_speed_slow_pct%%% langsommere, mens evnen er aktiv. Øger det samlede antal eksplosioner med %shard_bonus_explosion%%%."
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_Lore"						"Icewrack, som engang var Rylais eksil, er blevet et fast omdrejningspunkt for hendes voldsomme, kolde angreb."
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_Note0"						"Hæmningen påvirker alle fjender i radiussen, selv hvis de ikke bliver ramt af en eksplosion (varer %slow_duration% sekund)."
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_Note1"						"En eksplosion forekommer hvert %explosion_interval%. sekund."
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_movespeed_slow"				"%BEVÆGELSESHÆMNING:"
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_attack_slow"				"ANGREBSHÆMNING:"
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_radius"						"RADIUS:"
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_explosion_radius"			"EKSPLOSIONSRADIUS:"
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_damage"						"SKADE:"
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_bonus_armor"						"BONUSRUSTNING:"
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_stop"						"Stop Freezing Field"
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_stop_Description"			"Stopper Freezing Field med det samme"
		"DOTA_Tooltip_ability_crystal_maiden_let_it_go_speed"                           "%BEVÆGELSESHASTIGHED:"
		"DOTA_Tooltip_ability_crystal_maiden_let_it_go_slow"                            "%HÆMNING:"
		"DOTA_Tooltip_ability_crystal_maiden_let_it_go_duration"                        "VARIGHED:"

		"DOTA_Tooltip_modifier_crystal_maiden_crystal_nova"							"Crystal Nova"
		"DOTA_Tooltip_modifier_crystal_maiden_crystal_nova_Description"				"Bevægelseshastighed reduceret med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, angrebshastighed reduceret med %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_crystal_maiden_frostbite"							"Frostbite"
		"DOTA_Tooltip_modifier_crystal_maiden_frostbite_Description"				"Kan ikke bevæge sig eller angribe. Tager %dMODIFIER_PROPERTY_TOOLTIP% skade hvert %fMODIFIER_PROPERTY_TOOLTIP%. sekund."
		"DOTA_Tooltip_modifier_crystal_maiden_brilliance_aura_effect"				"Arcane Aura"
		"DOTA_Tooltip_modifier_crystal_maiden_freezing_field_slow"					"Freezing Field-hæmning"
		"DOTA_Tooltip_modifier_crystal_maiden_freezing_field_slow_Description"		"Bevægelseshastighed reduceret med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, angrebshastighed reduceret med %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_crystal_maiden_freezing_field"						"Freezing Field"
		//KUNKKA
		"DOTA_Tooltip_ability_kunkka_torrent"											"Torrent"
		"DOTA_Tooltip_ability_kunkka_torrent_Description"								"Hidkalder en stigende rivende strøm, som, efter en kort forsinkelse, slynger fjendtlige enheder op i luften, lammer, gør skade og hæmmer bevægelseshastighed."
		"DOTA_Tooltip_ability_kunkka_torrent_Lore"										"Et forfaderligt brus af vand inde fra verdens centrum eksploderer ved admiralens hidkaldelse."
		"DOTA_Tooltip_ability_kunkka_torrent_Note0"										"Den indledende visuelle bobleeffekt er kun synlig for allierede og giver udsyn i tågen."
		"DOTA_Tooltip_ability_kunkka_torrent_Note1"										"Enheder kastet op i luften bliver lammet og kan stadig angribes."
		"DOTA_Tooltip_ability_kunkka_torrent_delay"										"FORSINKELSE:"
		"DOTA_Tooltip_ability_kunkka_torrent_slow_duration"								"HÆMNINGSVARIGHED:"
		"DOTA_Tooltip_ability_kunkka_torrent_stun_duration"								"LAMMELSESVARIGHED:"
		"DOTA_Tooltip_ability_kunkka_torrent_movespeed_bonus"							"%BEVÆGELSESHÆMNING:"
		"DOTA_Tooltip_ability_kunkka_torrent_radius"									"RADIUS:"
		"DOTA_Tooltip_ability_kunkka_torrent_torrent_damage"							"SKADE:"
		"DOTA_Tooltip_ability_kunkka_torrent_abilitydraft_note"							"<span class=\"ADBlue\">Scepter:</span> Tilgå evnen <span class=\"ADWhite\"><b>Torrent Storm</b></span> ved at aktivere autokast på evnen <span class=\"ADWhite\"><b>Torrent</b></span>."
		"DOTA_Tooltip_ability_kunkka_torrent_storm"										"Torrent Storm"
		"DOTA_Tooltip_ability_kunkka_torrent_storm_Description"							"Udløser en synlig instans af Torrent i et tilfældigt område omkring Kunkka én gang hvert %torrent_interval%. sekund i %torrent_duration% sekunder. Torrents udløses inden for %torrent_max_distance% afstand af ham."		
		"DOTA_Tooltip_ability_kunkka_torrent_storm_Lore"							"Selv ikke hundrede mil tørt land kan holde dette hav væk."		
		"DOTA_Tooltip_ability_kunkka_tidebringer"										"Tidebringer"
		"DOTA_Tooltip_ability_kunkka_tidebringer_Description"							"Kunkkas legendariske sværd giver øget skade og deler skaden i en stort område foran ham med et enkelt slag."
		"DOTA_Tooltip_ability_kunkka_tidebringer_Lore"									"En fortabt Claddish-sjæl bebor Kunkkas trofaste Tidebringer-sværd, hvilket styrker det til at destruere Cataract-dæmoner."
		"DOTA_Tooltip_ability_kunkka_tidebringer_damage_bonus"							"SKADEBONUS:"
		"DOTA_Tooltip_ability_kunkka_tidebringer_cleave_damage"							"%KLØVESKADE:"
		"DOTA_Tooltip_ability_kunkka_tidebringer_cleave_distance"						"KLØVEAFSTAND:"
		"DOTA_Tooltip_ability_kunkka_x_marks_the_spot"									"X Marks the Spot"
		"DOTA_Tooltip_ability_kunkka_x_marks_the_spot_Description"						"Sætter en allieret eller fjendtlig helt som mål, markerer dennes position med et X og sender enheden tilbage til X'et efter adskillige sekunder. Kunkka kan aktivere tilbagesendelsen på et hvilket som helst tidspunkt under varigheden. Varer dobbelt så lang tid på allierede helte."
		"DOTA_Tooltip_ability_kunkka_x_marks_the_spot_Lore"								"Admiralens samling af mystiske evner inkluderer nogle, som kan bruges til kamp såvel som underholdning."
		"DOTA_Tooltip_ability_kunkka_x_marks_the_spot_Note0"							"Hvis målet bliver besværgelsesimmun efter denne besværgelse er kastet, vender målet ikke tilbage til X'et efter varigheden udløber."
		"DOTA_Tooltip_ability_kunkka_x_marks_the_spot_Note1"							"Afbryder kanaliserende besværgelser."
		"DOTA_Tooltip_ability_kunkka_x_marks_the_spot_duration"							"FORSINKELSE (FJENDER):"
		"DOTA_Tooltip_ability_kunkka_x_marks_the_spot_allied_duration"					"FORSINKELSE (ALLIEREDE):"
