"lang"
{ 
	"Language" "german" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"Lebenspunkte"					// $health
		"dota_ability_variable_mana"				"Mana"						// $mana
		"dota_ability_variable_armor"				"Rüstung"						// $armor
		"dota_ability_variable_damage"				"Schaden"					// $damage
		"dota_ability_variable_str"					"Stärke"					// $str
		"dota_ability_variable_int"					"Intelligenz"				// $int
		"dota_ability_variable_agi"					"Agilität"					// $agi
		"dota_ability_variable_all"					"Alle Attribute"			// $all
		"dota_ability_variable_primary_attribute"	"Primärattribut"			// $primary_attribute
		"dota_ability_variable_attack"				"Angriffstempo"				// $attack
		"dota_ability_variable_hp_regen"			"Lebensregeneration"		// $hp_regen
		"dota_ability_variable_lifesteal"			"Lebensraub"					// $lifesteal
		"dota_ability_variable_mana_regen"			"Manaregeneration"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"Manaregeneration (Aura)"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"Zauberschaden"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"Schwächungsdauer"			// $debuff_amp
		"dota_ability_variable_move_speed"			"Bewegungstempo"			// $move_speed
		"dota_ability_variable_evasion"				"Ausweichen"					// $evasion
		"dota_ability_variable_spell_resist"		"Magieresistenz"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"Zauberlebensraub"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"Zauberlebensraub (Diener)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"Zauberlebensraub (Helden)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"Ausgewähltes Attribut"		// $selected_attribute
		"dota_ability_variable_attack_range"		"Angriffsreichweite <font color='#7d7d7d'>(nur Fernkampf)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"Angriffsreichweite <font color='#7d7d7d'>(Nur Nahkampf)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"Zauberreichweite"				// $cast_range
		"dota_ability_variable_status_resist"		"Statusresistenz"			// $status_resist
		"dota_ability_variable_projectile_speed"	"Projektiltempo"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"Manakostenreduzierung"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"Abklingzeitreduzierung"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"Max. Manabonus"			// $max_mana_percentage

		"dota_ability_variable_damage_int_hero"	"Schaden (Intelligenzheld)"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_Lore"						"Keiner entkommt den Augen des Templers, der sich auf das Vermächtnis des Verborgenen Tempels beruft."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_Description"				"Templar Assassin legt mystische Fallen, welche unsichtbar die Bewegungen der Gegner überwachen. Wenn sie auf ihren Befehl hin ausgelöst werden, verlangsamen sie alles in ihrer Umgebung um %movement_speed_min% %%. Gelegte Fallen laden sich mit der Zeit auf und verlangsamen dadurch stärker; der Maximalwert von %movement_speed_max% %% wird nach %trap_max_charge_duration% Sekunden erreicht. Voll aufgeladene Fallen verursachen außerdem Schaden."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_shard_description"			"Erhöht die max. Fallenanzahl und die Fallensichtweite. Voll aufgeladene Fallen lassen betroffene Gegner verstummen."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_Note0"						"Die Fallen halten für eine unbegrenzte Zeit an."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_Note1"						"Fallen werden nach %trap_fade_time% Sekunden unsichtbar, sind zauberimmun und besitzen 100 Lebenspunkte."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_Note2"						"Fallen haben Sichtweite von 400/400 und hindern neutrale Lager nicht am Erscheinen."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_max_traps"					"MAX. FALLEN:"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_trap_duration_tooltip"					"VERLANGSAMUNGSDAUER:"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_movement_speed_min"					"%MIN. BEWEGUNGSVERLANGSAMUNG:"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_movement_speed_max"					"%MAX. BEWEGUNGSVERLANGSAMUNG:"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_trap_bonus_damage"					"BONUSSCHADEN:"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_shard_min_silence_duration"		"MIN. VERSTUMMUNGSDAUER:"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_shard_max_silence_duration"		"MAX. VERSTUMMUNGSDAUER:"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_shard_bonus_max_traps"		"BONUSFALLEN:"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_shard_bonus_vision"		"BONUSSICHTWEITE (FALLE):"
		"DOTA_Tooltip_ability_templar_assassin_trap"									"Trap"
		"DOTA_Tooltip_ability_templar_assassin_trap_Description"						"Löst die am nächsten gelegene Falle aus, welche Gegner in der Nähe verlangsamt."
		"DOTA_Tooltip_ability_templar_assassin_self_trap"								"Trap"
		"DOTA_Tooltip_ability_templar_assassin_self_trap_Description"					"Löst die Falle aus und verlangsamt Gegner in deren Nähe."

        "DOTA_Tooltip_ability_templar_assassin_trap_teleport"                   "Psionic Projection"
		"DOTA_Tooltip_ability_templar_assassin_trap_teleport_Description"       "Nach einer Kanalisierungszeit von %abilitychanneltime% Sekunden kann sich Templar Assassin zu jeder Psionischen Falle teleportieren, die dann bei ihrer Ankunft detoniert. Die Kanalisierung von Psionic Projection beendet Meld nicht."
		"DOTA_Tooltip_ability_templar_assassin_trap_teleport_Lore"       "Als Belohnung für ihre Dienste wurde Lanaya Zugang zu Geheimnissen gewährt, die ihr neue Techniken für ihre psionischen Fähigkeiten verrieten."
		"DOTA_Tooltip_ability_templar_assassin_trap_teleport_trap_duration"       "VERLANGSAMUNGSDAUER:"
		"DOTA_Tooltip_ability_templar_assassin_trap_teleport_trap_radius"       "RADIUS (FALLE):"

		"DOTA_Tooltip_modifier_templar_assassin_refraction_damage"				"Refraction - Schaden"
		"DOTA_Tooltip_modifier_templar_assassin_refraction_damage_Description"	"Angriffsschaden um %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% erhöht."
		"DOTA_Tooltip_modifier_templar_assassin_refraction_absorb"				"Refraction - Absorption"
		"DOTA_Tooltip_modifier_templar_assassin_refraction_absorb_Description"	"Absorbiert jeglichen Schaden."
		"DOTA_Tooltip_modifier_templar_assassin_meld"							"Meld"
		"DOTA_Tooltip_modifier_templar_assassin_meld_Description"				"Unsichtbar, Bonusschaden bei Angriff."
		"DOTA_Tooltip_modifier_templar_assassin_meld_armor"						"Rüstungsreduzierung durch Meld"
		"DOTA_Tooltip_modifier_templar_assassin_meld_armor_Description"			"Rüstung um %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% verringert."
		"DOTA_Tooltip_modifier_templar_assassin_trap_slow"						"Trap"
		"DOTA_Tooltip_modifier_templar_assassin_trap_slow_Description"			"Bewegungstempo um %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%–%dMODIFIER_PROPERTY_TOOLTIP% %% verringert."
		"DOTA_Tooltip_modifier_templar_assassin_psionic_trap_counter"			"Psionic Traps"
		"DOTA_Tooltip_modifier_templar_assassin_psionic_trap_counter_Description"	"Psionic Traps"

		//VIPER
		"DOTA_Tooltip_ability_viper_poison_attack"										"Poison Attack"
		"DOTA_Tooltip_ability_viper_poison_attack_Description"							"Verstärkt die Wirkung von Vipers Gift und fügt seinen normalen Angriffen einen Effekt hinzu, der Bewegungstempo sowie Magieresistenz verringert und regelmäßig Schaden verursacht. Der Effekt summiert sich bis zu %max_stacks%-mal auf."
		"DOTA_Tooltip_ability_viper_poison_attack_shard_description"					"Erhöht maximale Aufladungen, reduziert Rüstung pro Aufladung und wirkt auf Gebäude mit verringertem Schaden."
		"DOTA_Tooltip_ability_viper_poison_attack_Lore"									"Der angeborene Giftatem des Nifldrachen entzieht die Lebenskraft der Betroffenen."
		"DOTA_Tooltip_ability_viper_poison_attack_duration"								"DAUER:"
		"DOTA_Tooltip_ability_viper_poison_attack_damage"								"SCHADEN PRO SEKUNDE:"
		"DOTA_Tooltip_ability_viper_poison_attack_movement_speed"					"%BEWEGUNGSVERLANGSAMUNG:"
		"DOTA_Tooltip_ability_viper_poison_attack_magic_resistance"					"%MAGIERESISTENZ:"
		"DOTA_Tooltip_ability_viper_poison_attack_max_stacks"						"MAX. ANZAHL:"
		"DOTA_Tooltip_ability_viper_poison_attack_abilitycastrange"					"ZAUBERREICHWEITE:"
		"DOTA_Tooltip_ability_viper_poison_attack_shard_armor_reduction"			"RÜSTUNGSREDUZIERUNG:"
		"DOTA_Tooltip_ability_viper_poison_attack_shard_building_dmg_pct"			"%SCHADEN (GEBÄUDE):"
		"DOTA_Tooltip_ability_viper_poison_attack_shard_bonus_max_stacks"			"BONUSAUFLADUNGEN:"
		"DOTA_Tooltip_ability_viper_nethertoxin"										"Nethertoxin"
		"DOTA_Tooltip_ability_viper_nethertoxin_Description"							"Durchtränkt einen Zielbereich mit Niflgift. Alle gegnerischen Einheiten im Zielgebiet erleiden zunehmenden Schaden über die Zeit, solange sie sich darin befinden. Deaktiviert die passiven Effekte betroffener Einheiten."
		"DOTA_Tooltip_ability_viper_nethertoxin_Lore"									"Gift aus den Flüssen der Unterwelt verwandelt kleine Wunden in tödliche Verletzungen und Erschöpfung in Tod."
		"DOTA_Tooltip_ability_viper_nethertoxin_min_damage"							"MIN. SCHADEN PRO SEKUNDE:"
		"DOTA_Tooltip_ability_viper_nethertoxin_max_damage"							"MAX. SCHADEN PRO SEKUNDE:"
		"DOTA_Tooltip_ability_viper_nethertoxin_max_duration"							"MAX. SCHADEN NACH:"
		"DOTA_Tooltip_ability_viper_nethertoxin_radius"							"RADIUS:"
		"DOTA_Tooltip_ability_viper_nethertoxin_duration"						"DAUER:"
		"DOTA_Tooltip_ability_viper_corrosive_skin"										"Corrosive Skin"
		"DOTA_Tooltip_ability_viper_corrosive_skin_Description"							"Viper sondert ein hochpotentes Gift ab, welches das Angriffstempo von Gegnern verlangsamt und Schaden verursacht, falls sie sich in einem Radius von %max_range_tooltip% Einheiten um Viper aufhalten und diesem Schaden zufügen. Die Säure erhöht außerdem Vipers Resistenz gegen Magie."
		"DOTA_Tooltip_ability_viper_corrosive_skin_scepter_Description"							"Corrosive Skin verursacht %effect_multiplier%-fachen Schadens- und Angriffstempomalus bei Gegnern im Umkreis von %effect_multiplier_distance% Einheiten."
		"DOTA_Tooltip_ability_viper_corrosive_skin_Lore"								"Es ist nicht ungewöhnlich, dass beim Angriff auf den Nifldrachen Schwert und Schild in den Händen der Angreifer anfangen zu rosten."
		
		"DOTA_Tooltip_ability_viper_corrosive_skin_Note0"								"Wirkt multiplikativ mit anderen Quellen von Magieresistenz."
		"DOTA_Tooltip_ability_viper_corrosive_skin_duration"							"DAUER:"
		"DOTA_Tooltip_ability_viper_corrosive_skin_damage"								"SCHADEN PRO SEKUNDE:"
		"DOTA_Tooltip_ability_viper_corrosive_skin_bonus_attack_speed"					"ANGRIFFSVERLANGSAMUNG:"
		"DOTA_Tooltip_ability_viper_corrosive_skin_bonus_magic_resistance"				"%MAGIERESISTENZ:"
		"DOTA_Tooltip_ability_viper_corrosive_skin_max_range_tooltip"				"MAX. REICHWEITE:"
		"DOTA_Tooltip_ability_viper_viper_strike"										"Viper Strike"
		"DOTA_Tooltip_ability_viper_viper_strike_Description"							"Viper verlangsamt Bewegungs- und Angriffstempo einer gegnerischen Einheit und fügt dieser kontinuierlich Giftschaden zu. Der Verlangsamungseffekt nimmt mit steigender Wirkdauer des Giftes allmählich ab."
		"DOTA_Tooltip_ability_viper_viper_strike_Lore"									"Einst benutzt um seinen sadistischen Beschwörer zu töten, fließen die stärksten Niflgifte nun durch die Venen derer, die dumm genug sind Vipers Weg zu kreuzen."
		"DOTA_Tooltip_ability_viper_viper_strike_duration"								"DAUER:"
		"DOTA_Tooltip_ability_viper_viper_strike_damage"								"SCHADEN PRO SEKUNDE:"
		"DOTA_Tooltip_ability_viper_viper_strike_bonus_movement_speed"					"%BEWEGUNGSVERLANGSAMUNG:"
		"DOTA_Tooltip_ability_viper_viper_strike_bonus_attack_speed"					"ANGRIFFSVERLANGSAMUNG:"
		"DOTA_Tooltip_ability_viper_viper_strike_cast_range_scepter"					"ZAUBERREICHWEITE:"
		"DOTA_Tooltip_ability_viper_viper_strike_mana_cost_scepter"						"MANAKOSTEN:"
		"DOTA_Tooltip_ability_viper_viper_strike_cooldown_scepter"						"ABKLINGZEIT:"
		"DOTA_Tooltip_ability_viper_viper_strike_scepter_description"					"Verringert Manakosten und Abklingzeit. Erhöht Zauberreichweite."
		
		"DOTA_Tooltip_ability_viper_nose_dive"											"Nosedive"
		"DOTA_Tooltip_ability_viper_nose_dive_Lore"										"Einst wurde geglaubt, dass die Schwingen des Nifldrachen den Boden nur im Tod berühren, jedoch vermuten einige, dass jene Beobachter von gezielteren Landungen einfach nicht lange genug überlebten, um davon zu berichten."
		"DOTA_Tooltip_ability_viper_nose_dive_Description"								"Viper stürzt sich zu Boden, was Gegner im Umkreis von %radius% Einheiten %effect_duration% Sekunden lang entwaffnet und im Umkreis von %corrosive_radius% Einheiten den Effekt von Corrosive Skin zufügt."
		"DOTA_Tooltip_ability_viper_nose_dive_Note0"									"Kann nicht eingesetzt werden, wenn festgesetzt oder gebunden."
		"DOTA_Tooltip_modifier_viper_poison_attack_slow"						"Poison Attack"
		"DOTA_Tooltip_modifier_viper_corrosive_skin_slow"						"Verlangsamung durch Corrosive Skin"
		"DOTA_Tooltip_modifier_viper_viper_strike_slow"							"Verlangsamung durch Viper Strike"
		"DOTA_Tooltip_modifier_viper_viper_strike_slow_Description"				"Bewegungstempo um %fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE% %% und Angriffstempo um %fMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% verringert."
		"DOTA_Tooltip_modifier_viper_nethertoxin" 								"Nethertoxin"
		"DOTA_Tooltip_modifier_viper_nethertoxin_Description" 					"Passive Fähigkeiten deaktiviert und erleidet zunehmend Schaden über Zeit."

		//LUNA
		"DOTA_Tooltip_ability_luna_lucent_beam"											"Lucent Beam"
		"DOTA_Tooltip_ability_luna_lucent_beam_Description"								"Luna lässt einen gebündelten Strahl aus Mondenergie auf einen Gegner niederfahren, der dem Ziel Schaden zufügt und es kurz betäubt."
		"DOTA_Tooltip_ability_luna_lucent_beam_Lore"									"Selemene zerschmettert all jene, welche den Boden der Nachtsilberwälder beschmutzen."
		"DOTA_Tooltip_ability_luna_lucent_beam_stun_duration"							"BETÄUBUNGSDAUER:"
		"DOTA_Tooltip_ability_luna_lucent_beam_beam_damage"								"SCHADEN:"
		"DOTA_Tooltip_ability_luna_lucent_beam_shard_Description"						"Immer wenn ein gegnerischer Held von Lucent Beam getroffen wird, erhält Luna %damage_buff_duration% s lang %damage_buff_per_beam% Angriffsschaden."
		"DOTA_Tooltip_ability_luna_moon_glaive"											"Moon Glaives"
		"DOTA_Tooltip_ability_luna_moon_glaive_Description"								"Verzaubert Lunas Gleven, weshalb ihre Angriffe zwischen gegnerischen Einheiten hin und her springen. Jeder weitere Treffer verursacht weniger Schaden."
		"DOTA_Tooltip_ability_luna_moon_glaive_Lore"									"Sorgfältig geschärft schlägt Lunas Bumerang-artige Waffe eine weite Schneise in die gegnerischen Reihen."
		"DOTA_Tooltip_ability_luna_moon_glaive_range"									"SPRUNGWEITE:"
		"DOTA_Tooltip_ability_luna_moon_glaive_bounces"									"SPRÜNGE:"
		"DOTA_Tooltip_ability_luna_moon_glaive_damage_reduction_percent"				"%SCHADENSREDUZIERUNG PRO SPRUNG:"
		"DOTA_Tooltip_ability_luna_moon_glaive_Note0"									"Moon Glaives lösen keine Angriffsmodifikatoren außer kritische Treffer aus."
		"DOTA_Tooltip_ability_luna_moon_glaive_abilitydraft_note"						"Moon Glaives sind mit allen Nahkampfhelden kompatibel."
		"DOTA_Tooltip_ability_luna_lunar_blessing"										"Lunar Blessing"
		"DOTA_Tooltip_ability_luna_lunar_blessing_Lore"									"Die Göttin des Mondes wacht gütig über ihre Familie."
		"DOTA_Tooltip_ability_luna_lunar_blessing_Description"							"Erhöht Angriffsschaden von Luna und nahen verbündeten Helden. Während der Nacht wirkt der Bonus global. Erhöht Lunas Nachtsichtweite."
		"DOTA_Tooltip_ability_luna_lunar_blessing_shard_description"					"Lunar Blessing kann gewirkt werden, um verbündete Helden im Umkreis von 800 Einheiten in Rauch zu hüllen. Abbruchdistanz und Bewegungsgeschwindigkeit erhöhen sich während der Nacht. Erhöht außerdem die Nachtdauer von Eclipse um 10 s."
		"DOTA_Tooltip_ability_luna_lunar_blessing_radius"								"RADIUS:"
		"DOTA_Tooltip_ability_luna_lunar_blessing_bonus_speed_day"						"%BONUSBEWEGUNGSTEMPO (TAG):"
		"DOTA_Tooltip_ability_luna_lunar_blessing_bonus_speed_night"					"%BONUSBEWEGUNGSTEMPO (NACHT):"
		"DOTA_Tooltip_ability_luna_lunar_blessing_break_distance_day"					"ABBRUCHDISTANZ (TAG):"
		"DOTA_Tooltip_ability_luna_lunar_blessing_break_distance_night"					"ABBRUCHDISTANZ (NACHT):"
		"DOTA_Tooltip_ability_luna_lunar_blessing_bonus_damage"							"SCHADENSBONUS:"
		"DOTA_Tooltip_ability_luna_lunar_blessing_bonus_night_vision"					"NACHTSICHTWEITE:"
		"DOTA_Tooltip_ability_luna_lunar_grace"										"Lunar Blessing"
		"DOTA_Tooltip_ability_luna_lunar_grace_Lore"								"Die Göttin des Mondes wacht gütig über ihre Familie."
		"DOTA_Tooltip_ability_luna_lunar_grace_Description"							"Entzaubert negative Effekte und gewährt Bonusangriffstempo. Hat einen stärkeren Effekt bei Nacht."
		"DOTA_Tooltip_ability_luna_lunar_grace_attack_speed"						"ANGRIFFSTEMPO:"
		"DOTA_Tooltip_ability_luna_lunar_grace_night_multiplier"					"MULTIPLIKATOR (NACHT):"
		"DOTA_Tooltip_ability_luna_lunar_grace_duration"							"DAUER:"
		"DOTA_Tooltip_ability_luna_eclipse"												"Eclipse"
		"DOTA_Tooltip_ability_luna_eclipse_Lore"										"In Zeiten großer Not steigt Selemene selbst in diese Welt hinab und und nimmt ihren Feinden alles Licht und Hoffnung."
		"DOTA_Tooltip_ability_luna_eclipse_Description"									"Ruft eine Sonnenfinsternis herbei, worauf Lucent Beams des aktuell erlernten Levels auf nahe Gegner niederfahren. Die Treffer pro Ziel sind begrenzt und die getroffenen Einheiten werden nicht betäubt. Erzeugt eine kurze Nachtphase."
		"DOTA_Tooltip_ability_luna_eclipse_scepter_description"							"Erlaubt es Luna, Eclipse auf eine verbündete Einheit, sich selbst oder ein Gebiet zu wirken. Erhöht außerdem die Dauer, die Anzahl der Strahlen, halbiert das Trefferintervall und entfernt das Trefferlimit pro Einheit."
		"DOTA_Tooltip_ability_luna_eclipse_Note0"										"Eclipse verursacht keinen Schaden, wenn Luna keinen Punkt in Lucent Beam hat."
		"DOTA_Tooltip_ability_luna_eclipse_Note1"										"Strahlen stoppen, wenn Luna stirbt."
		"DOTA_Tooltip_ability_luna_eclipse_Note2"										"Unsichtbare Einheiten werden nicht getroffen."
		"DOTA_Tooltip_ability_luna_eclipse_Note3"										"Strahlen haben einen Abstand von %beam_interval% Sekunden (%beam_interval_scepter% Sekunden mit Scepter)."
		"DOTA_Tooltip_ability_luna_eclipse_beams"										"STRAHLEN:"
		"DOTA_Tooltip_ability_luna_eclipse_hit_count"									"MAX. TREFFER PRO EINHEIT:"
		"DOTA_Tooltip_ability_luna_eclipse_radius"										"RADIUS:"
		"DOTA_Tooltip_ability_luna_eclipse_abilityduration"								"DAUER:"
		"DOTA_Tooltip_ability_luna_eclipse_beams_scepter"								"STRAHLEN (ZEPTER):"
		"DOTA_Tooltip_ability_luna_eclipse_duration_tooltip_scepter"					"DAUER (ZEPTER):"
		"DOTA_Tooltip_ability_luna_eclipse_cast_range_tooltip_scepter"					"ZAUBERREICHWEITE (ZEPTER):"
		"DOTA_Tooltip_ability_luna_eclipse_abilitydraft_note"							"<span class=\"ADWarning\">Für einen Effekt muss auch <b>Lucent Beam</b> gewählt werden.</span>"
		"DOTA_Tooltip_ability_luna_eclipse_night_duration"								"DAUER DER NACHT:"
		"DOTA_Tooltip_modifier_luna_lunar_blessing_aura"				"Segen des Mondes"
		"DOTA_Tooltip_modifier_luna_lunar_blessing_aura_Description"	"Schaden um %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% erhöht."
		"DOTA_Tooltip_modifier_luna_eclipse"							"Eklipse"
		"DOTA_Tooltip_modifier_luna_eclipse_Description"				"Trifft nahe Ziele mit Lucent Beam."
		"DOTA_Tooltip_modifier_luna_lucent_beam_damage_buff_counter"			"Gleißender Schaden"
		"DOTA_Tooltip_modifier_luna_lucent_beam_damage_buff_counter_Description"			"Angriffsschaden um %dMODIFIER_PROPERTY_TOOLTIP% erhöht."

		//DRAGON KNIGHT
		"DOTA_Tooltip_ability_dragon_knight_breathe_fire"								"Breathe Fire"
		"DOTA_Tooltip_ability_dragon_knight_breathe_fire_Description"					"Dragon Knight spuckt Feuer, welches alle getroffenen Gegner verbrennt und deren Angriffsschaden verringert."
		"DOTA_Tooltip_ability_dragon_knight_breathe_fire_reduction"		"%SCHADENSREDUZIERUNG:"
		"DOTA_Tooltip_ability_dragon_knight_breathe_fire_duration"							"REDUZIERUNGSDAUER:"
		"DOTA_Tooltip_ability_dragon_knight_breathe_fire_damage"							"SCHADEN:"
		"DOTA_Tooltip_ability_dragon_knight_breathe_fire_Lore"							"Knight Davions Atem ist zu dem des mächtigen Eldwurms Slyrak geworden, welcher dafür bekannt war andere Ritter knusprig zu braten."
		"DOTA_Tooltip_ability_dragon_knight_breathe_fire_Note0"							"Trifft Einheiten, die bis zu 900 Einheiten weit weg sind."
		"DOTA_Tooltip_ability_dragon_knight_dragon_tail"								"Dragon Tail"
		"DOTA_Tooltip_ability_dragon_knight_dragon_tail_Description"					"Dragon Knight schlägt eine gegnerische Einheit in Nahkampf-Reichweite mit seinem Schild, betäubt sie und fügt geringen Schaden zu. In der Elder Dragon Form erhöht sich die Reichweite um %dragon_cast_range%."
		"DOTA_Tooltip_ability_dragon_knight_dragon_tail_Lore"							"Davions Kombination der Fähigkeiten eines Drachens mit denen eines Ritters macht ihn zu einem ernstzunehmenden Gegner im Nahkampf."
		"DOTA_Tooltip_ability_dragon_knight_dragon_tail_stun_duration"					"BETÄUBUNGSDAUER:"
		"DOTA_Tooltip_ability_dragon_knight_dragon_blood"								"Dragon Blood"
		"DOTA_Tooltip_ability_dragon_knight_dragon_blood_Description"					"Das Blut des Drachen verbessert die Lebensregeneration und stärkt die Rüstung."
		"DOTA_Tooltip_ability_dragon_knight_dragon_blood_Lore"							"Slyraks Blut fließt weiterhin durch Davions Adern, weshalb er die doppelte Lebenskraft eines gewöhnlichen Ritters besitzt."
		"DOTA_Tooltip_ability_dragon_knight_dragon_blood_bonus_health_regen"			"LEBENSREGENERATION:"
		"DOTA_Tooltip_ability_dragon_knight_dragon_blood_bonus_armor"					"RÜSTUNG:"
		"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form"							"Elder Dragon Form"
		"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_Description"				"Dragon Knight nimmt die Form eines von drei mächten alten Drachen an, was sein Bewegungstempo sowie die Reichweite von Dragon Tail erhöht und ihm zusätzliche Kräfte verleiht.\n <font color=\"#9acd32\">LEVEL 1 Grüner Drache</font> - Corrosive Breath: Angriffe verursachen %corrosive_breath_damage% Giftschaden pro Sekunde für %corrosive_breath_duration% Sekunden. Wirkt auch auf Gebäude.\n<font color=\"#ff0000\">LEVEL 2 Roter Drache</font> - Splash Attack: Angriffe verursachen %splash_damage_percent% %% Flächenschaden in einem Radius von %splash_radius% um das Ziel herum und belegen alle getroffenen Einheiten mit dem Effekt von Corrosive Breath.\n<font color=\"#87ceeb\">LEVEL 3 Blauer Drache</font> - Frost Breath: Verringert bei allen von Splash Attack getroffenen Einheiten für %frost_duration% Sekunden das Bewegungstempo um %frost_bonus_movement_speed% %% und das Angriffstempo um %frost_bonus_attack_speed%."
		"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_shard_description"        "Elder Dragon Form erhält die Fähigkeit Fireball."
		"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_scepter_description"      "Erhöht das Level von Dragon Knights ultimativer Fähigkeit. Fügt ein 4. Level hinzu: Schwarzdrache. Der Schwarzdrache verursacht mehr Giftschaden, Flächenschaden und Verlangsamung, hat um 25 % erhöhte Magieresistenz und kann sich uneingeschränkt bewegen."
