"lang"
{ 
	"Language" "thai" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"พลังชีวิต"					// $health
		"dota_ability_variable_mana"				"มานา"						// $mana
		"dota_ability_variable_armor"				"เกราะป้องกัน"						// $armor
		"dota_ability_variable_damage"				"พลังโจมตี"					// $damage
		"dota_ability_variable_str"					"Strength"					// $str
		"dota_ability_variable_int"					"Intelligence"				// $int
		"dota_ability_variable_agi"					"Agility"					// $agi
		"dota_ability_variable_all"					"ค่าคุณสมบัติทั้งหมด"			// $all
		"dota_ability_variable_primary_attribute"	"ค่าสถานะหลัก"			// $primary_attribute
		"dota_ability_variable_attack"				"ความเร็วในการโจมตี"				// $attack
		"dota_ability_variable_hp_regen"			"อัตราการฟื้นฟูพลังชีวิต"		// $hp_regen
		"dota_ability_variable_lifesteal"			"ดูดพลังชีวิต"					// $lifesteal
		"dota_ability_variable_mana_regen"			"อัตราฟื้นฟูมานา"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"ออราอัตราฟื้นฟูมานา"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"ความเสียหายสกิล"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"ระยะเวลาดีบัฟ"			// $debuff_amp
		"dota_ability_variable_move_speed"			"ความเร็วในการเคลื่อนที่"			// $move_speed
		"dota_ability_variable_evasion"				"อัตราหลบหลีก"					// $evasion
		"dota_ability_variable_spell_resist"		"ความต้านทานเวทมนตร์"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"สกิลดูดพลังชีวิต"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"สกิลดูดพลังชีวิต (ครีป)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"สกิลดูดพลังชีวิต (ฮีโร่)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"ค่าคุณสมบัติที่เลือก"		// $selected_attribute
		"dota_ability_variable_attack_range"		"ระยะการโจมตี <font color='#7d7d7d'>(เฉพาะระยะไกล)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"ระยะการโจมตี <font color='#7d7d7d'>(เฉพาะระยะประชิด)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"ระยะร่าย"				// $cast_range
		"dota_ability_variable_status_resist"		"ความต้านทานสถานะ"			// $status_resist
		"dota_ability_variable_projectile_speed"	"ความเร็วกระสุน"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"ลดมานาที่ใช้"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"ลดคูลดาวน์"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"เพิ่มมานาสูงสุด"			// $max_mana_percentage

		"dota_ability_variable_damage_int_hero"	"พลังโจมตี (ฮีโร่ Intelligence)"
		"DOTA_Tooltip_modifier_puck_coiled_Description"			"ถูกรั้งอยู่ในห้วงความฝัน"

		//DAZZLE
		"DOTA_Tooltip_ability_dazzle_poison_touch"										"Poison Touch"
		"DOTA_Tooltip_ability_dazzle_poison_touch_Description"							"ปล่อยคลื่นพิษใส่ศัตรูเป้าหมายและยูนิตใกล้เคียงเป็นพื้นที่ ทรงกรวย สร้างความเสียหายต่อเนื่องและลดความเร็วเป้าหมาย ในแต่ละครั้งที่เป้าหมายถูกโจมตีจาก Dazzle ระยะเวลาดีบัฟจะเริ่มนับใหม่และลดความเร็วเพิ่มขึ้น"
		"DOTA_Tooltip_ability_dazzle_poison_touch_shard_description"					"ทำให้ Poison Touch สามารถ Hex เป้าหมายที่ได้รับผลเป็นเวลา %hex_duration% วินาที"
		"DOTA_Tooltip_ability_dazzle_poison_touch_Lore"									"หนึ่งในพิธีกรรมของเผ่า Dezun ที่ใช้เพื่อโจมตี การสาปศัตรูให้เป็นอัมพาตนั้นใช้งานได้ดีมานักต่อนัก"
		"DOTA_Tooltip_ability_dazzle_poison_touch_Note0"								"ความเสียหายไม่ถูกลดทอนลงโดยความสามารถที่บล็อกการโจมตี"
		"DOTA_Tooltip_ability_dazzle_poison_touch_targets"								"จำนวนเป้าหมาย:"
		"DOTA_Tooltip_ability_dazzle_poison_touch_damage"								"ความเสียหายต่อวินาที:"
		"DOTA_Tooltip_ability_dazzle_poison_touch_slow"									"%ช้าลง:"
		"DOTA_Tooltip_ability_dazzle_poison_touch_bonus_slow"							"%ทำให้ช้าลงมากขึ้นในการโจมตีแต่ละครั้ง:"
		"DOTA_Tooltip_ability_dazzle_poison_touch_duration"								"ระยะเวลา:"
		"DOTA_Tooltip_ability_dazzle_poison_touch_abilitycastrange"						"ระยะร่าย:"
		"DOTA_Tooltip_ability_dazzle_shallow_grave"										"Shallow Grave"
		"DOTA_Tooltip_ability_dazzle_shallow_grave_Description"							"ยูนิตฝ่ายเดียวกันที่ได้รับการอวยพรด้วย Shallow Grave ไม่ว่าจะเฉียดใกล้ความตายแค่ไหนก็จะไม่ตายเมื่ออยู่ภายใต้ การปกป้องของสกิล การรักษาพลังชีวิตแก่ยูนิตนั้นในช่วงระยะเวลาสกิลจะเพิ่มขึ้น ตามจำนวนพลังชีวิตของฮีโร่ดัวกล่าว"
		"DOTA_Tooltip_ability_dazzle_shallow_grave_Lore"								"มีเพียงนักบวชแห่งเงามืดที่มากประสบการณ์เท่านั้น ที่สามารถทำพิธีกรรมหยุดยั้งความตายได้"
		"DOTA_Tooltip_ability_dazzle_shallow_grave_Note0"								"HP ไม่สามารถลดลงต่ำกว่า 1 ในระหว่างที่อยู่ภายใต้ผลของ Shallow Grave แต่ Culling Blade ของ Axe ยังคงสังหารฮีโร่ได้อยู่"
		"DOTA_Tooltip_ability_dazzle_shallow_grave_duration"					"ระยะเวลา:"
		"DOTA_Tooltip_ability_dazzle_shallow_grave_abilitycastrange"						"ระยะร่าย:"
		"DOTA_Tooltip_ability_dazzle_shallow_grave_heal_amplify"						"%เพิ่มการรักษาต่อพลังชีวิตที่หายไป 10%:"
		"DOTA_Tooltip_ability_dazzle_shadow_wave"										"Shadow Wave"
		"DOTA_Tooltip_ability_dazzle_shadow_wave_Description"							"ปล่อยพลังการรักษาให้กับฝ่ายเดียวกัน และสร้างความเสียหายกับยูนิตศัตรูที่ยืนอยู่ใกล้ ๆ และ Dazzle จะได้รับการรักษาทุกครั้งเมื่อใช้ Shadow Wave"
		"DOTA_Tooltip_ability_dazzle_shadow_wave_Lore"									"ในขณะที่มันเป็นพิธีกรรมที่เรียบง่ายและทำกันเป็นประจำโดยเหล่า Shadow Priest Shadow Wave ยังเป็นสิ่งสำคัญที่สุดเพื่อประสบความสำเร็จ"
		"DOTA_Tooltip_ability_dazzle_shadow_wave_Note0"									"ให้ความสำคัญแก่ฮีโร่ฝ่ายเดียวกันมากกว่าครีป"
		"DOTA_Tooltip_ability_dazzle_shadow_wave_Note1"									"หากศัตรูอยู่ใกล้เพื่อนร่วมทีมที่ได้รับผลจาก Shadow Wave หลายยูนิต ศัตรูจะได้รับความเสียหายหลายแหล่งจากสกิลนี้"
		"DOTA_Tooltip_ability_dazzle_shadow_wave_bounce_radius"					"รัศมีการรักษา:"
		"DOTA_Tooltip_ability_dazzle_shadow_wave_tooltip_max_targets_inc_dazzle"							"จำนวนเป้าหมายรักษาสูงสุด:"
		"DOTA_Tooltip_ability_dazzle_shadow_wave_damage_radius"							"รัศมีความเสียหาย:"
		"DOTA_Tooltip_ability_dazzle_shadow_wave_damage"								"ความเสียหาย:"
		"DOTA_Tooltip_ability_dazzle_weave"												"Weave"
		"DOTA_Tooltip_ability_dazzle_weave_Description"									"เพิ่มเกราะป้องกันให้กับฮีโร่ฝ่ายเดียวกันและลดเกราะป้องกัน ของฮีโร่ศัตรูในบริเวณเป้าหมายของสกิลเป็นระยะเวลาหนึ่ง"
		"DOTA_Tooltip_ability_dazzle_weave_Lore"										"การเดินทางของจิตวิญญาณสู่อาณาจักร Nothl ทำให้ Dazzle สามารถหลอมรวมขั้วพลังอำนาจของแสงสว่างและความมืดได้ สร้างคลื่นพลังคำสาปอันไม่เสถียรที่แปรเปลี่ยนตลอดเวลา"
		"DOTA_Tooltip_ability_dazzle_weave_Note0"										"สร้างบัฟให้แก่ยูนิต ดังนั้นการเข้าหรือออกพื้นที่หลังจากการใช้สกิลจะไม่ส่งผลใด ๆ ทั้งสิ้น"
		"DOTA_Tooltip_ability_dazzle_weave_radius"										"รัศมี:"
		"DOTA_Tooltip_ability_dazzle_weave_duration"									"ระยะเวลา:"
		"DOTA_Tooltip_ability_dazzle_weave_armor_per_second"							"เกราะป้องกันต่อวินาที:"
		"DOTA_Tooltip_ability_dazzle_bad_juju"											"Bad Juju"
		"DOTA_Tooltip_ability_dazzle_bad_juju_abilitydraft_note"						"ได้รับสกิล Good Juju ด้วย"
		"DOTA_Tooltip_ability_dazzle_bad_juju_Description"								"เมื่อใดก็ตามที่ยูนิตได้รับผลจากสกิลของ Dazzle ยูนิตนั้นจะสูญเสีย/ได้รับเกราะป้องกันชั่วคราว\n  สามารถกดใช้งานเพื่อรักษา/สร้างความเสียหายแก่ยูนิตตามจำนวนชาร์จที่มี"
		"DOTA_Tooltip_ability_dazzle_bad_juju_Lore"								"การภาวนาต่ออาณาจักร Nothl แต่ละครั้งช่วยทำให้มันแทรกเข้าสู่อุปจารของเรามากขึ้น"
		"DOTA_Tooltip_ability_dazzle_bad_juju_armor_reduction"							"เพิ่ม/ลดเกราะป้องกันต่อการซ้อนทับ:"
		"DOTA_Tooltip_ability_dazzle_bad_juju_heal_damage"								"รักษา/ความเสียหายต่อการซ้อนทับ:"
		"DOTA_Tooltip_ability_dazzle_bad_juju_duration"									"ระยะเวลา:"
		"DOTA_Tooltip_ability_dazzle_good_juju"											"Good Juju"
		"DOTA_Tooltip_ability_dazzle_good_juju_Description"								"เมื่อใดก็ตามที่ Dazzle ร่ายสกิล จะลดคูลดาวน์ของสกิลอื่นที่ติดคูลดาวน์อยู่"
		"DOTA_Tooltip_ability_dazzle_good_juju_scepter_Description"						"Good Juju ลดคูลดาวน์ไอเท็มของ Dazzle ทั้งหมด %item_cooldown_reduction%%% และกลายเป็นสกิลเรียกใช้ที่สามารถร่ายใส่ยูนิตฝ่ายเดียวกัน เพื่อล้างคูลดาวน์ไอเท็มทั้งหมด"
		"DOTA_Tooltip_ability_dazzle_good_juju_Lore"								"การภาวนาต่ออาณาจักร Nothl แต่ละครั้งช่วยทำให้มันแทรกเข้าสู่อุปจารของเรามากขึ้น"
		"DOTA_Tooltip_ability_dazzle_good_juju_cooldown_reduction"						"ลดคูลดาวน์ต่อการร่าย:"
				
		"DOTA_Tooltip_ability_dazzle_lucky_charm"									"Lucky Charm"
		"DOTA_Tooltip_ability_dazzle_lucky_charm_Description"						"ลดคูลดาวน์ไอเท็มของ Dazzle โดยอัตโนมัติ และสามารถร่ายใส่เพื่อนร่วมทีมเพื่อล้างคูลดาวน์ไอเท็มทั้งหมด"
		"DOTA_Tooltip_ability_dazzle_lucky_charm_Lore"								"ไอเท็มของพวกเขาได้รับการรีเฟรชด้วยเวทมนตร์"
		"DOTA_Tooltip_ability_dazzle_lucky_charm_cooldown_reduction"				"%ลดคูลดาวน์ไอเท็ม:"
		

		"DOTA_Tooltip_modifier_dazzle_poison_touch"	"Poison Touch"
		"DOTA_Tooltip_modifier_dazzle_poison_touch_Description"	"ได้รับความเสียหายต่อเนื่อง และความเร็วในการเคลื่อนที่เปลี่ยนแปลง %-dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_dazzle_shallow_grave" "Shallow Grave"
		"DOTA_Tooltip_modifier_dazzle_shallow_grave_Description" "ได้รับการป้องกันจากคาถาวูดู! คุณจะไม่ถูกสังหารเมื่ออยู่ภายใต้ผลของคาถานี้"
		"DOTA_Tooltip_modifier_dazzle_weave_armor" "Weave Armor"
		"DOTA_Tooltip_modifier_dazzle_weave_armor_Description"  "เกราะป้องกันเพิ่มขึ้น %-fMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
		
		"DOTA_Tooltip_modifier_dazzle_bad_juju_armor"	"Bad Juju"
		"DOTA_Tooltip_modifier_dazzle_bad_juju_armor_Description"	"เกราะป้องกันลดลง %fMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% หน่วย"

		"DOTA_Tooltip_modifier_dazzle_bad_juju_armor_counter"					"Bad Juju"
		"DOTA_Tooltip_modifier_dazzle_bad_juju_armor_counter_Description"		"เกราะป้องกันเปลี่ยนแปลง %dMODIFIER_PROPERTY_TOOLTIP% หน่วย"

		//CLOCKWERK
		"DOTA_Tooltip_ability_rattletrap_battery_assault"								"Battery Assault"
		"DOTA_Tooltip_ability_rattletrap_battery_assault_Description"					"ปลดปล่อยเศษกระสุนพลังสูงแก่ศัตรูใกล้เคียงแบบสุ่ม สร้างความเสียหายทางเวทมนตร์เล็กน้อยและมินิสตัน สร้างความเสียหายแก่ครีปสองเท่า"
		"DOTA_Tooltip_ability_rattletrap_battery_assault_Lore"							"อุปกรณ์บางอย่างของ Rattletrap ทำงานไม่เป็นปกติ ดังนั้นการระเบิดมันทิ้งสามารถใช้ในการโจมตีได้อย่างมีประสิทธิภาพ"
		"DOTA_Tooltip_ability_rattletrap_battery_assault_Note0"							"สามารถทำงานต่อไปได้ แม้ Clockwerk ถูกหยุด"
		"DOTA_Tooltip_ability_rattletrap_battery_assault_radius"						"รัศมี:"
		"DOTA_Tooltip_ability_rattletrap_battery_assault_duration"						"ระยะเวลา:"
		"DOTA_Tooltip_ability_rattletrap_battery_assault_interval"						"เว้นช่วง:"
		"DOTA_Tooltip_ability_rattletrap_battery_assault_damage"						"ความเสียหาย:"
		"DOTA_Tooltip_ability_rattletrap_power_cogs"									"Power Cogs"
		"DOTA_Tooltip_ability_rattletrap_power_cogs_Description"						"สร้างแนวกั้นฟันเฟืองที่มีประจุพลังงานรอบ ๆ ตัว Clockwerk พร้อมทั้งขังยูนิตอื่นรอบๆ ไปด้วย ศัตรูที่เข้าใกล้แนวกั้นฟันเฟือง จากข้างนอกจะโดนผลักกลับออกมาพร้อมทั้งเสียพลังชีวิตและ มานา แนวกั้นฟันเฟืองจะค่อย ๆ สูญเสียพลังเมื่อผลักศัตรู ซึ่ง แนวกั้นฟันเฟืองสามารถถูกทำลายโดยศัตรูได้ในการโจมตี แต่ Clockwerk จะสามารถทำลายได้ด้วยการโจมตีเพียงครั้งเดียว"
