"lang"
{ 
	"Language" "polish" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"pkt. zdrowia"					// $health
		"dota_ability_variable_mana"				"pkt. many"						// $mana
		"dota_ability_variable_armor"				"pkt. pancerza"						// $armor
		"dota_ability_variable_damage"				"pkt. obrażeń"					// $damage
		"dota_ability_variable_str"					"pkt. Siły"					// $str
		"dota_ability_variable_int"					"pkt. Inteligencji"				// $int
		"dota_ability_variable_agi"					"pkt. Zręczności"					// $agi
		"dota_ability_variable_all"					"pkt. wszystkich atrybutów"			// $all
		"dota_ability_variable_primary_attribute"	"pkt. głównego atrybutu"			// $primary_attribute
		"dota_ability_variable_attack"				"jedn. szybkości ataku"				// $attack
		"dota_ability_variable_hp_regen"			"pkt. regeneracji zdrowia"			// $hp_regen
"dota_ability_variable_mana_regen"			"pkt. regeneracji many"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"jedn. aury regeneracji many"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"obrażeń od czarów"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"czasu trwanie negatywnych efektów"			// $debuff_amp
		"dota_ability_variable_move_speed"			"szybkości ruchu"			// $move_speed
		"dota_ability_variable_evasion"				"szansy na unik"					// $evasion
		"dota_ability_variable_spell_resist"		"odporności na magię"			// $spell_resist
"dota_ability_variable_spell_lifesteal_creep"	"kradzieży zdrowia z czarów (creepy)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"kradzieży zdrowia z czarów (bohaterowie)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"pkt. wybranego atrybutu"		// $selected_attribute
		"dota_ability_variable_attack_range"		"jedn. zasięgu ataku <font color='#7d7d7d'>(tylko dla dystansowych)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"jedn. zasięgu ataku <font color='#7d7d7d'>(tylko walczący wręcz)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"zasięgu rzutu"				// $cast_range
		"dota_ability_variable_status_resist"		"odporności na statusy"			// $status_resist
		"dota_ability_variable_projectile_speed"	"jedn. szybkości pocisku"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"redukcji kosztów many"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"Skrócenie czasów oczekiwania"		// $cooldown_reduction 

		//ATTRIBUTES
		"DOTA_Tooltip_ability_faceless_void_time_lock_abilitydraft_note"				"W trybie Ability Draft efekt <b>kumuluje się</b> ze Skull Basherem."
		"DOTA_Tooltip_ability_faceless_void_time_lock_chance_pct"						"%SZANSA:"
		"DOTA_Tooltip_ability_faceless_void_time_lock_duration"							"CZAS TRWANIA:"
		"DOTA_Tooltip_ability_faceless_void_time_lock_bonus_damage"						"PREMIA DO OBRAŻEŃ:"
		"DOTA_Tooltip_ability_faceless_void_chronosphere"								"Chronosphere"
		"DOTA_Tooltip_ability_faceless_void_chronosphere_Description"					"Tworzy pęcherz w czasoprzestrzeni, wewnątrz którego wszystkie wrogie jednostki zostają unieruchomione, a ty zyskujesz przyspieszenie. Jedynie Faceless Void i wszystkie jednostki pod jego kontrolą nie znajdują się pod wpływem tego efektu. Niewidzialne jednostki znajdujące się na obszarze pęcherza zostaną odkryte."
		"DOTA_Tooltip_ability_faceless_void_chronosphere_Lore"							"Gdy pojawia się szczelina prowadząca do Claszureme, żaden z nieszczęśników, który znalazł się w jej obrębie, raczej już stamtąd nie powróci."
		"DOTA_Tooltip_ability_faceless_void_chronosphere_Note0"							"Zatrzymuje wszystkie jednostki i budynki, sojusznicze i wrogie z wyjątkiem tych posiadanych przez Faceless Voida."
		"DOTA_Tooltip_ability_faceless_void_chronosphere_Note1"							"Faceless Void jest niewrażliwy na efekt Chronosphere niezależnie od tego, kto rzuca czar."
		"DOTA_Tooltip_ability_faceless_void_chronosphere_radius"						"PROMIEŃ:"
		"DOTA_Tooltip_ability_faceless_void_chronosphere_duration"						"CZAS TRWANIA:"
		"DOTA_Tooltip_ability_faceless_void_chronosphere_abilitydraft_note"				"Faceless Void może bez przeszkód poruszać się w obrębie działania Chronosphere bez wybierania tej umiejętności oraz niezależnie od drużyny."
		
		"DOTA_Tooltip_modifier_faceless_void_time_walk_slow"					"Time Walk - Spowolnienie"
		"DOTA_Tooltip_modifier_faceless_void_time_walk_slow_Description"		"Spowolnienie szybkości ruchu o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_faceless_void_time_walk_shardbuff"				"Time Walking"
		"DOTA_Tooltip_modifier_faceless_void_time_walk_shardbuff_Description"	"W gotowości na Reverse Time Walk."
		"DOTA_Tooltip_modifier_faceless_void_time_dilation_slow"				"Time Dilation – spowolnienie"
		"DOTA_Tooltip_modifier_faceless_void_time_dilation_Description"		    "Spowolnienie szybkości ruchu o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% i ataku o %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% jednostek."
		"DOTA_Tooltip_modifier_faceless_void_timelock_freeze"					"Time Lock"
		"DOTA_Tooltip_modifier_faceless_void_timelock_freeze_Description"		"Faceless Void zatrzymał cię w czasie!"
		"DOTA_Tooltip_modifier_faceless_void_chronosphere_freeze"				"Chronosphere"
		"DOTA_Tooltip_modifier_faceless_void_chronosphere_freeze_Description"	"Uwięzienie w czasoprzestrzeni. Nie można się poruszać ani działać."
	
		//DEATH PROPHET
		"DOTA_Tooltip_ability_death_prophet_carrion_swarm"								"Crypt Swarm"
		"DOTA_Tooltip_ability_death_prophet_carrion_swarm_Description"					"Wysyła rój uskrzydlonych bestii, aby zaatakowały wrogie jednostki przed Death Prophet."
		"DOTA_Tooltip_ability_death_prophet_carrion_swarm_Lore"							"Liczne podróże Krobelus do grobu zbierają tłum potępionych."
		"DOTA_Tooltip_ability_death_prophet_carrion_swarm_Note0"						"Może trafić jednostki oddalone nawet o 1100 jednostek."
		"DOTA_Tooltip_ability_death_prophet_carrion_swarm_range"						"ZASIĘG RZUTU:"
		"DOTA_Tooltip_ability_death_prophet_silence"									"Silence"
		"DOTA_Tooltip_ability_death_prophet_silence_Description"						"Wystrzeliwuje pocisk powstrzymujący wrogie jednostki na danym obszarze przed rzucaniem czarów."
		"DOTA_Tooltip_ability_death_prophet_silence_Lore"								"Spoglądając poza całun przesłaniający ostatnie chwile jej przeciwnika, Krobelus widzi przyszłość spowitą w ciszę."
		"DOTA_Tooltip_ability_death_prophet_silence_Note0"								"Nie powstrzymuje przed używaniem przedmiotów."
		"DOTA_Tooltip_ability_death_prophet_silence_radius"								"PROMIEŃ:"
		"DOTA_Tooltip_ability_death_prophet_silence_duration"							"CZAS TRWANIA:"
		"DOTA_Tooltip_ability_death_prophet_spirit_siphon"								"Spirit Siphon"
		"DOTA_Tooltip_ability_death_prophet_spirit_siphon_Description"					"Tworzy więź duchową między Death Prophet a wrogą jednostką, wysysając z wroga zdrowie."
        "DOTA_Tooltip_ability_death_prophet_spirit_siphon_Note0"                        "Nie można rzucić wielokrotnie na ten sam cel."
		"DOTA_Tooltip_ability_death_prophet_spirit_siphon_lore"                        	"Krobelus ochoczo ukazuję innym ścieżkę, którą ona sama podążyć nie może."
		"DOTA_Tooltip_ability_death_prophet_spirit_siphon_damage"                       "BAZOWE OBRAŻENIA:"
	    "DOTA_Tooltip_ability_death_prophet_spirit_siphon_damage_pct"                   "%MAKS. PZ JAKO OBRAŻENIA:"
	    //"DOTA_Tooltip_ability_death_prophet_spirit_siphon_movement_steal"                "%SPEED STEAL:"
	    "DOTA_Tooltip_ability_death_prophet_spirit_siphon_haunt_duration"                "CZAS TRWANIA:"
		"DOTA_Tooltip_ability_death_prophet_exorcism"									"Exorcism"
		"DOTA_Tooltip_ability_death_prophet_exorcism_Description"						"Wypuszcza złe duchy, które wysysają zdrowie pobliskich wrogich jednostek i budynków. Pod koniec działania czaru Death Prophet zostanie uleczona proporcjonalnie do ilości zadanych obrażeń. Trwa %abilityduration% s."
		"DOTA_Tooltip_ability_death_prophet_exorcism_Lore"								"Z czasem upiorne cienie jej poprzednich żyć powracają, by nawiedzać teraźniejszość."
		"DOTA_Tooltip_ability_death_prophet_exorcism_Note0"								"Promień wyznacza obszar wokół Death Prophet, na którym duchy będą wyszukiwać celów."
		"DOTA_Tooltip_ability_death_prophet_exorcism_Note1"								"Obrażenia od duchów nie są redukowane przez umiejętności blokujące."
		"DOTA_Tooltip_ability_death_prophet_exorcism_radius"							"PROMIEŃ:"
		"DOTA_Tooltip_ability_death_prophet_exorcism_spirits"							"DUCHY:"
		"DOTA_Tooltip_ability_death_prophet_exorcism_heal_percent"						"%WYSSANIE ZDROWIA:"
		"DOTA_Tooltip_ability_death_prophet_exorcism_average_damage"					"OBRAŻENIA OD DUCHÓW:"
		"DOTA_Tooltip_ability_death_prophet_exorcism_scepter_spirit_bonus_damage"					"%PREMIA DO OBRAŻEŃ DUCHÓW:"
		"DOTA_Tooltip_ability_death_prophet_exorcism_movement_bonus"							"%PREMIA DO SZYBKOŚCI RUCHU:"

		"DOTA_Tooltip_modifier_death_prophet_spirit_siphon_charge_counter"  			"Spirit Siphon – ładunki"
		"DOTA_Tooltip_modifier_death_prophet_spirit_siphon_charge_counter_Description"  "Możesz użyć Spirit Siphon, gdy są dostępne ładunki."
		"DOTA_Tooltip_modifier_death_prophet_exorcism"					                "Exorcism"
		"DOTA_Tooltip_modifier_death_prophet_exorcism_description"		                "
"
		"DOTA_Tooltip_modifier_death_prophet_spirit_siphon_slow"						"Spirit Siphon"
		"DOTA_Tooltip_modifier_death_prophet_spirit_siphon_slow_Description"			"
"
		"DOTA_Tooltip_modifier_death_prophet_silence"			"Uciszono"
		"DOTA_Tooltip_modifier_death_prophet_spirit_siphon"								"Spirit Siphon"
		"DOTA_Tooltip_modifier_death_prophet_spirit_siphon_Description"					"
"
		"DOTA_Tooltip_modifier_death_prophet_spirit_siphon_buff"						"Siphoned Armor"
		"DOTA_Tooltip_modifier_death_prophet_spirit_siphon_buff_Description"			"Zwiększono pancerz z wyssania wroga."
		"DOTA_Tooltip_modifier_death_prophet_spirit_siphon_debuff"						"Siphoned Armor"
		"DOTA_Tooltip_modifier_death_prophet_spirit_siphon_debuff_Description"			"Pancerz zredukowany przez Spirit Siphon."

		//PUGNA
		"DOTA_Tooltip_ability_pugna_nether_blast"										"Nether Blast"
		"DOTA_Tooltip_ability_pugna_nether_blast_Description"							"Powoduje wybuch energii, który zadaje obrażenia wrogom i budynkom na wyznaczonym obszarze. Zadaje połowę obrażeń budynkom."
		"DOTA_Tooltip_ability_pugna_nether_blast_Lore"									"W skład Sztuk Zapomnienia wchodzi ogłuszająca eksplozja szmaragdowych płomieni z samych Piekielnych Głębin."
		"DOTA_Tooltip_ability_pugna_nether_blast_Note0"									"Obrażenia są opóźnione o %delay% s."
		"DOTA_Tooltip_ability_pugna_nether_blast_radius"								"PROMIEŃ:"
		"DOTA_Tooltip_ability_pugna_nether_blast_delay"									"OPÓŹNIENIE WYBUCHU:"
		"DOTA_Tooltip_ability_pugna_nether_blast_blast_damage"							"OBRAŻENIA:"
		"DOTA_Tooltip_ability_pugna_decrepify"											"Decrepify"
		"DOTA_Tooltip_ability_pugna_decrepify_Lore"										"Dzięki doprowadzeniu do mistrzostwa pozostałości z czasów jego dzieciństwa Pugna uwielbia wysyłać innych ludzi do Piekielnego Wymiaru dla dobra, zła lub zwykłej chęci rozrywki."
		"DOTA_Tooltip_ability_pugna_decrepify_Note0"									"Jednostka pod wpływem Decrepify może otrzymywać jedynie magiczne i pełne obrażenia."
		"DOTA_Tooltip_ability_pugna_decrepify_Note1"									"Nie spowalnia sojuszniczych jednostek."
		"DOTA_Tooltip_ability_pugna_decrepify_Note2"									"Można używać na swoim Nether Wardzie."
		"DOTA_Tooltip_ability_pugna_decrepify_bonus_spell_damage_pct"					"%ZWIĘKSZENIE OBRAŻEŃ MAGICZNYCH (WRÓG):"
		"DOTA_Tooltip_ability_pugna_decrepify_bonus_spell_damage_pct_allies"			"%ZWIĘKSZENIE OBRAŻEŃ MAGICZNYCH (SOJUSZNIK):"
		"DOTA_Tooltip_ability_pugna_decrepify_bonus_movement_speed"						"%SPOWOLNIENIE RUCHU (WRÓG):"
		"DOTA_Tooltip_ability_pugna_decrepify_abilityduration"							"CZAS TRWANIA:"
		"DOTA_Tooltip_ability_pugna_decrepify_abilitycastrange"							"ZASIĘG RZUTU:"
		"DOTA_Tooltip_ability_pugna_nether_ward"										"Nether Ward"
		"DOTA_Tooltip_ability_pugna_nether_ward_Lore"									"Gdy przebywał w klasztorze, szkoląc się w Sztukach Zapomnienia, Pugna nauczył się dominować nad kolegami z grupy poprzez przyzywanie zwykłego totemu wzmocnionego piekielną magią."
		"DOTA_Tooltip_ability_pugna_nether_ward_Note0"									"Nether Ward zadaje obrażenia zanim czar zostanie rzucony, więc jeżeli rzucający zginie, jego czar nie zadziała."
		"DOTA_Tooltip_ability_pugna_nether_ward_Note1"									"Na Nether Wardzie można użyć umiejętności Decrepify."
		"DOTA_Tooltip_ability_pugna_nether_ward_Note2"									"Iluzje i creepy zadają 25% obrażeń Nether Wardowi."
		"DOTA_Tooltip_ability_pugna_nether_ward_radius"									"ZASIĘG ATAKU WARDA:"
		"DOTA_Tooltip_ability_pugna_nether_ward_base_damage"							"BAZOWE OBRAŻENIA:"
		"DOTA_Tooltip_ability_pugna_nether_ward_mana_multiplier"						"OBRAŻENIA NA PUNKT MANY:"
		"DOTA_Tooltip_ability_pugna_nether_ward_attacks_to_destroy_tooltip"				"ATAKI DO ZNISZCZENIA:"
		"DOTA_Tooltip_ability_pugna_nether_ward_abilityduration"						"CZAS TRWANIA WARDA:"
		"DOTA_Tooltip_ability_pugna_life_drain"											"Life Drain"
		"DOTA_Tooltip_ability_pugna_life_drain_Description"								"INKANTACJA - Po rzuceniu czaru na wroga Pugna zacznie wysysać zdrowie wskazanej wrogiej jednostki, by się uleczyć. Cel jest widoczny dla drużyny Pugny na czas trwania umiejętności. Jeśli Pugna ma 100% zdrowia, a celem jest wrogi bohater, to Life Drain będzie zamiast tego przywracać manę.\n\nPo rzuceniu czaru na sojusznika Pugna zacznie wysysać swoje zdrowie i przekazywać je sojusznikowi."
		"DOTA_Tooltip_ability_pugna_life_drain_scepter_description"						"Usuwa czas oczekiwania i zwiększa obrażenia."
		"DOTA_Tooltip_ability_pugna_life_drain_Lore"									"Pugna prawdziwie stał się potężniejszy niż nawet Arcymistrz Zapomnienia."
		"DOTA_Tooltip_ability_pugna_life_drain_Note0"									"Uzyskane zdrowie zależy od rzeczywiście zadanych obrażeń."
		"DOTA_Tooltip_ability_pugna_life_drain_Note1"									"Iluzje są niszczone po pierwszych zadanych obrażeniach."
		"DOTA_Tooltip_ability_pugna_life_drain_health_drain"							"WYSYSANIE NA SEKUNDĘ:"
		"DOTA_Tooltip_ability_pugna_life_drain_abilitycastrange"							"ZASIĘG RZUTU:"
		"DOTA_Tooltip_ability_pugna_life_drain_abilitychanneltime"							"MAKSYMALNY CZAS TRWANIA:"
		"DOTA_Tooltip_modifier_pugna_decrepify"							"Decrepify"
		"DOTA_Tooltip_modifier_pugna_decrepify_Description"				"Spowolnienie szybkości ruchu o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% i zwiększenie obrażeń czarów o %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_DECREPIFY_UNIQUE%%%."
		"DOTA_Tooltip_modifier_pugna_nether_ward_aura"					"Nether Ward"
		"DOTA_Tooltip_modifier_pugna_nether_ward_aura_Description"		"Pod wpływem Nether Warda."
		"DOTA_Tooltip_modifier_pugna_life_drain"						"Life Drain"
		"DOTA_Tooltip_modifier_pugna_life_drain_Description"			"Wysysanie zdrowia."

		//TEMPLAR ASSASSIN
		"DOTA_Tooltip_ability_templar_assassin_refraction"								"Refraction"
		"DOTA_Tooltip_ability_templar_assassin_refraction_Lore"							"Manipulując swym psionicznym woalem, Lanaya zmienia prawa natury według jej własnego widzimisię."
		"DOTA_Tooltip_ability_templar_assassin_refraction_Description"					"Templar Assassin staje się nieuchwytna, unikając obrażeń i zyskując premię do zadawanych przez siebie obrażeń. Efekty obrażeń i uników są oddzielne oraz posiadają ograniczoną liczbę instancji."
		"DOTA_Tooltip_ability_templar_assassin_refraction_Note0"						"Obrażenia w postaci redukcji zdrowia pomijają Refraction (nie zmniejszą liczby ładunków)."
		"DOTA_Tooltip_ability_templar_assassin_refraction_Note1"						"Refraction aktywuje się tylko w przypadku instancji zadających przynajmniej %damage_threshold% pkt. obrażeń."
		"DOTA_Tooltip_ability_templar_assassin_refraction_Note2"						"Refraction jest widoczne dla wrogów."
		"DOTA_Tooltip_ability_templar_assassin_refraction_instances"					"INSTANCJE:"
		"DOTA_Tooltip_ability_templar_assassin_refraction_bonus_damage"					"PREMIA DO OBRAŻEŃ:"
		"DOTA_Tooltip_ability_templar_assassin_refraction_duration"						"CZAS TRWANIA:"
		"DOTA_Tooltip_ability_templar_assassin_meld"									"Meld"
		"DOTA_Tooltip_ability_templar_assassin_meld_Lore"								"Lanaya jest tak nieuchwytna, jak jej pakt z Ukrytą Świątynią."
		"DOTA_Tooltip_ability_templar_assassin_meld_Description"						"Templar Assassin maskuje się, stając się niewidzialna, póki stoi nieruchomo. Jeśli niewidzialność z tej umiejętności zostanie przerwana w wyniku zaatakowania wroga, Lanaya zada mu dodatkowe obrażenia i zredukuje jego pancerz na %abilityduration% s."
		"DOTA_Tooltip_ability_templar_assassin_meld_Note0"								"Wykonanie jakiejkolwiek czynności z wyjątkiem stania w miejscu przerywa działanie Meld."
		"DOTA_Tooltip_ability_templar_assassin_meld_Note1"								"Redukcja pancerza z Meld nie działa na wieże."
		"DOTA_Tooltip_ability_templar_assassin_meld_bonus_damage"						"PREMIA DO OBRAŻEŃ:"
		"DOTA_Tooltip_ability_templar_assassin_meld_bonus_armor"						"REDUKCJA PANCERZA:"
		"DOTA_Tooltip_ability_templar_assassin_meld_abilityduration"						"CZAS TRWANIA REDUKCJI PANCERZA:"		
		"DOTA_Tooltip_ability_templar_assassin_psi_blades"								"Psi Blades"
		"DOTA_Tooltip_ability_templar_assassin_psi_blades_Lore"							"Jej ostrza przeszywają tak samo skórę, jak i umysł, rozszerzając jej horyzonty pojmowania tajemnicy, jaką jest rzeczywistość."
		"DOTA_Tooltip_ability_templar_assassin_psi_blades_Description"					"Psioniczne ostrza Templar Assassin przecinają zaatakowaną jednostkę, rozdzielając się i zadając obrażenia wrogim jednostkom, które znajdują się bezpośrednio za celem ataku, równocześnie przyznając dodatkowy zasięg ataku. Rozdzielone obrażenia zmniejszają się procentowo wraz z każdą jednostką, która otrzyma od nich obrażenia."
		"DOTA_Tooltip_ability_templar_assassin_psi_blades_Note0"						"Rozdzielone obrażenia mogą trafić w niewidzialne jednostki."
		"DOTA_Tooltip_ability_templar_assassin_psi_blades_Note1"						"Dodatkowe efekty przy ataku takie jak stłuczenie zadziałają tylko na główny cel."
		"DOTA_Tooltip_ability_templar_assassin_psi_blades_bonus_attack_range"			"PREMIA DO ZASIĘGU ATAKU:"
		"DOTA_Tooltip_ability_templar_assassin_psi_blades_attack_spill_pct"				"%ILOŚĆ ROZDZIELENIA:"
		"DOTA_Tooltip_ability_templar_assassin_psi_blades_attack_spill_penalty"			"%REDUKCJA NA CEL:"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap"							"Psionic Trap"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_Lore"						"Dzięki zasięgowi Ukrytej Świątyni nikt nie umknie czujnemu oku Templar Assassin."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_Description"				"Templar Assassin rozkłada mistyczne pułapki, które z ukrycia śledzą ruchy wrogich jednostek. Gdy zostają uruchomione na jej rozkaz, spowalniają wrogów na obszarze o %movement_speed_min%%%. Pułapki nabierają mocy, osiągając maksymalne spowolnienie równe %movement_speed_max%%% po %trap_max_charge_duration% s. Przy pełnym poziomie naładowania pułapki zadają dodatkowe obrażenia."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_Note0"						"Pułapki trwają nieograniczony czas."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_Note1"						"Pułapki zyskują niewidzialność po %trap_fade_time% s, są niewrażliwe na czary i mają 100 pkt. zdrowia."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_Note2"						"Pułapki zapewniają widoczność w promieniu 400/400 i nie zatrzymują pojawiania się neutralnych creepów."
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_max_traps"					"MAKS. PUŁAPEK:"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_trap_duration_tooltip"					"CZAS TRWANIA SPOWOLNIENIA:"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_movement_speed_min"					"%MIN. SPOWOLNIENIE RUCHU:"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_movement_speed_max"					"%MAKS. SPOWOLNIENIE RUCHU:"
		"DOTA_Tooltip_ability_templar_assassin_psionic_trap_trap_bonus_damage"					"PREMIA DO OBRAŻEŃ:"
		"DOTA_Tooltip_ability_templar_assassin_trap"									"Trap"
		"DOTA_Tooltip_ability_templar_assassin_trap_Description"						"Uruchamia najbliższą pułapkę, spowalniając pobliskich wrogów."
		"DOTA_Tooltip_ability_templar_assassin_self_trap"								"Trap"
		"DOTA_Tooltip_ability_templar_assassin_self_trap_Description"					"Uruchamia pułapkę, spowalniając pobliskich wrogów."

        "DOTA_Tooltip_ability_templar_assassin_trap_teleport"                   "Psionic Projection"
		"DOTA_Tooltip_ability_templar_assassin_trap_teleport_Lore"       "Lanaya w podziękowaniu za swoją służbę uzyskała dostęp do tajemnic, które odblokowują nowe techniki dla jej psionicznych darów."
		"DOTA_Tooltip_modifier_templar_assassin_refraction_damage"				"Refraction – obrażenia"
		"DOTA_Tooltip_modifier_templar_assassin_refraction_damage_Description"	"Zwiększono obrażenia od ataku o %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% pkt."
		"DOTA_Tooltip_modifier_templar_assassin_refraction_absorb"				"Refraction – absorpcja"
		"DOTA_Tooltip_modifier_templar_assassin_refraction_absorb_Description"	"Absorbuje wszelkie otrzymywane obrażenia."
		"DOTA_Tooltip_modifier_templar_assassin_meld"							"Meld"
		"DOTA_Tooltip_modifier_templar_assassin_meld_Description"				"Niewidzialność, premia do obrażeń w chwili ataku."
		"DOTA_Tooltip_modifier_templar_assassin_meld_armor"						"Meld – redukcja pancerza"
		"DOTA_Tooltip_modifier_templar_assassin_meld_armor_Description"			"Redukcja pancerza o %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% pkt."
		"DOTA_Tooltip_modifier_templar_assassin_trap_slow"						"Pułapka"
		"DOTA_Tooltip_modifier_templar_assassin_trap_slow_Description"			"Spowolnienie szybkości ruchu o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% aż do maksymalnie %dMODIFIER_PROPERTY_TOOLTIP%%%."
		"DOTA_Tooltip_modifier_templar_assassin_psionic_trap_counter"			"Licznik Psionic Trap"
		"DOTA_Tooltip_modifier_templar_assassin_psionic_trap_counter_Description"	"Licznik Psionic Trap"

		//VIPER
		"DOTA_Tooltip_ability_viper_poison_attack"										"Poison Attack"
		"DOTA_Tooltip_ability_viper_poison_attack_Description"							"Potęguje jad Vipera, dodając do jego normalnego ataku kumulujący się efekt spowolnienia szybkości ruchu oraz redukcji odporności na magię, jednocześnie zadając obrażenia okresowe. Maksymalna liczba instancji tego efektu wynosi %max_stacks%."
		"DOTA_Tooltip_ability_viper_poison_attack_Lore"									"Wrodzony toksyczny oddech Piekłosmoka szybko wysysa siły życiowe ze swoich ofiar."
		"DOTA_Tooltip_ability_viper_poison_attack_duration"								"CZAS TRWANIA:"
		"DOTA_Tooltip_ability_viper_poison_attack_damage"								"OBRAŻENIA NA SEKUNDĘ:"
		"DOTA_Tooltip_ability_viper_poison_attack_movement_speed"					"%SPOWOLNIENIE RUCHU:"
		"DOTA_Tooltip_ability_viper_poison_attack_magic_resistance"					"%ODPORNOŚĆ NA MAGIĘ:"
		"DOTA_Tooltip_ability_viper_poison_attack_max_stacks"						"MAKS. INSTANCJI:"
		"DOTA_Tooltip_ability_viper_nethertoxin"										"Nethertoxin"
		"DOTA_Tooltip_ability_viper_nethertoxin_Description"							"Viper uwalnia w kierunku wskazanego obszaru piekłotoksynę. Jednostki na tym obszarze będą otrzymywać obrażenia okresowe zwiększające się w oparciu o czas przebywania na nim. Wyłącza pasywne umiejętności jednostek pod wpływem tego efektu."
		"DOTA_Tooltip_ability_viper_nethertoxin_Lore"									"Trucizna z Piekielnych Głębin zamienia zadrapania w śmiertelne rany, a zmęczenie w zgon."
		"DOTA_Tooltip_ability_viper_nethertoxin_min_damage"							"MINIMALNE OBR./S:"
		"DOTA_Tooltip_ability_viper_nethertoxin_max_damage"							"MAKSYMALNE OBR./S:"
		"DOTA_Tooltip_ability_viper_nethertoxin_max_duration"							"CZAS NA MAKS. OBR./S:"
		"DOTA_Tooltip_ability_viper_nethertoxin_radius"							"PROMIEŃ:"
		"DOTA_Tooltip_ability_viper_nethertoxin_duration"						"CZAS TRWANIA:"
		"DOTA_Tooltip_ability_viper_corrosive_skin"										"Corrosive Skin"
		"DOTA_Tooltip_ability_viper_corrosive_skin_Description"							"Viper wydziela infekcyjną toksynę, która zadaje obrażenia i spowalnia szybkość ataku każdego wroga w promieniu %max_range_tooltip% jednostek, który zada mu obrażenia. Wydzielany kwas zwiększa również odporność na magię Vipera."
