"hero_chat_wheel"
{
"dota_chatwheel_message_antimage_laugh"	"Ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха!"
"dota_chatwheel_message_riki_1"	"Защо удължавате неизбежното?"
"[english]dota_chatwheel_message_riki_1"	"Why prolong the inevitable?"
"dota_chatwheel_label_riki_1"	"Защо удължавате неизбежното?"
"[english]dota_chatwheel_label_riki_1"	"Why prolong the inevitable?"
"dota_chatwheel_message_riki_2"	"Куку."
"[english]dota_chatwheel_message_riki_2"	"Peek-a-boo."
"dota_chatwheel_label_riki_2"	"Куку."
"[english]dota_chatwheel_label_riki_2"	"Peek-a-boo."
"dota_chatwheel_message_riki_3"	"Ако ме виждате, значи вече сте мъртви."
"[english]dota_chatwheel_message_riki_3"	"If you can see me, you're already dead."
"dota_chatwheel_label_riki_3"	"Ако ме виждате…"
"[english]dota_chatwheel_label_riki_3"	"If you can see me..."
"dota_chatwheel_message_riki_4"	"Бях тук през цялото време."
"[english]dota_chatwheel_message_riki_4"	"I've been here the whole time."
"dota_chatwheel_label_riki_4"	"Бях тук през цялото време."
"[english]dota_chatwheel_label_riki_4"	"I've been here the whole time."
"dota_chatwheel_message_riki_5"	"О, мъртви сте. Каква изненада."
"[english]dota_chatwheel_message_riki_5"	"Oh you're dead. What a surprise."
"dota_chatwheel_label_riki_5"	"О, мъртви сте. Каква изненада."
"[english]dota_chatwheel_label_riki_5"	"Oh you're dead. What a surprise."
"dota_chatwheel_message_enigma_laugh"	"Хе-хе-хъх-хех-хех."
"[english]dota_chatwheel_message_enigma_laugh"	"He-he-huh-heh-heh."
"dota_chatwheel_label_enigma_laugh"	"Смях"
"[english]dota_chatwheel_label_enigma_laugh"	"Laugh"
"dota_chatwheel_message_enigma_thank"	"Е, това е парадокс."
"[english]dota_chatwheel_message_enigma_thank"	"Well, this is a paradox."
"dota_chatwheel_label_enigma_thank"	"Е, това е парадокс."
"[english]dota_chatwheel_label_enigma_thank"	"Well, this is a paradox."
"dota_chatwheel_message_enigma_deny"	"Астрономическа цена."
"[english]dota_chatwheel_message_enigma_deny"	"An astronomical price."
"dota_chatwheel_label_enigma_deny"	"Астрономическа цена."
"[english]dota_chatwheel_label_enigma_deny"	"An astronomical price."
"dota_chatwheel_message_enigma_1"	"Взрете се в бездната."
"[english]dota_chatwheel_message_enigma_1"	"Stare into the abyss."
"dota_chatwheel_label_enigma_1"	"Взрете се в бездната."
"[english]dota_chatwheel_label_enigma_1"	"Stare into the abyss."
"dota_chatwheel_message_enigma_2"	"Мълчанието е златно."
"[english]dota_chatwheel_message_enigma_2"	"Silence is golden."
"dota_chatwheel_label_enigma_2"	"Мълчанието е златно."
"[english]dota_chatwheel_label_enigma_2"	"Silence is golden."
"dota_chatwheel_message_enigma_3"	"Не можете да се сравнявате с мен."
"[english]dota_chatwheel_message_enigma_3"	"You are beneath me."
"dota_chatwheel_label_enigma_3"	"Не можете да се сравнявате с мен."
"[english]dota_chatwheel_label_enigma_3"	"You are beneath me."
"dota_chatwheel_message_enigma_4"	"Приветствана манифестация на произволността."
"[english]dota_chatwheel_message_enigma_4"	"A welcome manifestation of randomness."
"dota_chatwheel_label_enigma_4"	"Приветствана манифестация на произволността."
"[english]dota_chatwheel_label_enigma_4"	"A welcome manifestation of randomness."
"dota_chatwheel_message_enigma_5"	"Ако светлината не може да ми убегне, на какво се надявате Вие?"
"[english]dota_chatwheel_message_enigma_5"	"If light cannot escape me, what hope have you?"
"dota_chatwheel_label_enigma_5"	"Ако светлината не може да ми убегне…"
"[english]dota_chatwheel_label_enigma_5"	"If light cannot escape me..."
"dota_chatwheel_message_tinker_laugh"	"Ах-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_tinker_laugh"	"Ah ha ha ha ha!"
"dota_chatwheel_label_tinker_laugh"	"Смях"
"[english]dota_chatwheel_label_tinker_laugh"	"Laugh"
"dota_chatwheel_message_tinker_thank"	"Талантливостта Ви надминава Вашия чар."
"[english]dota_chatwheel_message_tinker_thank"	"Your talents surpass your loveliness."
"dota_chatwheel_label_tinker_thank"	"Талантливостта Ви надминава Вашия чар."
"[english]dota_chatwheel_label_tinker_thank"	"Your talents surpass your loveliness."
"dota_chatwheel_message_tinker_deny"	"Е, ако и това не е нещо!"
"[english]dota_chatwheel_message_tinker_deny"	"Well isn't that something!"
"dota_chatwheel_label_tinker_deny"	"Е, ако и това не е нещо!"
"[english]dota_chatwheel_label_tinker_deny"	"Well isn't that something!"
"dota_chatwheel_message_tinker_1"	"Пиу, пиу, пиу, пиу, пиу!"
"[english]dota_chatwheel_message_tinker_1"	"Pew, pew, pew pew pew!"
"dota_chatwheel_label_tinker_1"	"Пиу, пиу, пиу, пиу, пиу!"
"[english]dota_chatwheel_label_tinker_1"	"Pew, pew, pew pew pew!"
"dota_chatwheel_message_tinker_2"	"Предсказах всичко това, разбирате ли? Всичкото!"
"[english]dota_chatwheel_message_tinker_2"	"I predicted all of this you know, all of it!"
"dota_chatwheel_label_tinker_2"	"Предсказах всичко това, разбирате ли…"
"[english]dota_chatwheel_label_tinker_2"	"I predicted all of this you know..."
"dota_chatwheel_message_tinker_3"	"Това беше гениално!"
"[english]dota_chatwheel_message_tinker_3"	"That was genius!"
"dota_chatwheel_label_tinker_3"	"Това беше гениално!"
"[english]dota_chatwheel_label_tinker_3"	"That was genius!"
"dota_chatwheel_message_tinker_4"	"Ще нарека този експеримент, неуспешен."
"[english]dota_chatwheel_message_tinker_4"	"I'm going to call that experiment, a failure."
"dota_chatwheel_label_tinker_4"	"Ще нарека този експеримент…"
"[english]dota_chatwheel_label_tinker_4"	"I'm going to call that experiment..."
"dota_chatwheel_message_tinker_5"	"Задръжте си магията, имам лазерни лъчи!"
"[english]dota_chatwheel_message_tinker_5"	"You can keep your magic, I have laser beams!"
"dota_chatwheel_label_tinker_5"	"Задръжте си магията…"
"[english]dota_chatwheel_label_tinker_5"	"You can keep your magic..."
"dota_chatwheel_message_sniper_laugh"	"Хее-хее-хее-хее-хее-хее-хее-хее-хее-хее!"
"[english]dota_chatwheel_message_sniper_laugh"	"Hee hee hee hee hee hee hee hee hee hee!"
"dota_chatwheel_label_sniper_laugh"	"Смях"
"[english]dota_chatwheel_label_sniper_laugh"	"Laugh"
"dota_chatwheel_message_sniper_thank"	"Упражняването по цели се отплаща!"
"[english]dota_chatwheel_message_sniper_thank"	"Target practice, payin' off!"
"dota_chatwheel_label_sniper_thank"	"Упражняването по цели се отплаща!"
"[english]dota_chatwheel_label_sniper_thank"	"Target practice, payin' off!"
"dota_chatwheel_message_sniper_deny"	"Какво по…?"
"[english]dota_chatwheel_message_sniper_deny"	"What the---?"
"dota_chatwheel_label_sniper_deny"	"Какво по…?"
"[english]dota_chatwheel_label_sniper_deny"	"What the---?"
"dota_chatwheel_message_sniper_1"	"Сбогувайте се с главата си!"
"[english]dota_chatwheel_message_sniper_1"	"Say goodbye to your head!"
"dota_chatwheel_label_sniper_1"	"Сбогувайте се с главата си!"
"[english]dota_chatwheel_label_sniper_1"	"Say goodbye to your head!"
"dota_chatwheel_message_sniper_2"	"Танцувайте! Ха-ха-ха-ха! Танцувайте!"
"[english]dota_chatwheel_message_sniper_2"	"Dance! Ha ha ha ha! Dance!"
"dota_chatwheel_label_sniper_2"	"Танцувайте! Ха-ха-ха-ха! Танцувайте!"
"[english]dota_chatwheel_label_sniper_2"	"Dance! Ha ha ha ha! Dance!"
"dota_chatwheel_message_sniper_3"	"Защо се усмихвам ли? Така изглежда лекомислената стрелба с оръжие."
"[english]dota_chatwheel_message_sniper_3"	"Why am I smiling? This is what trigger-happy looks like."
"dota_chatwheel_label_sniper_3"	"Защо се усмихвам ли…?"
"[english]dota_chatwheel_label_sniper_3"	"Why am I smiling?..."
"dota_chatwheel_message_sniper_4"	"Какъв глупчо!"
"[english]dota_chatwheel_message_sniper_4"	"What a dum-dum!"
"dota_chatwheel_label_sniper_4"	"Какъв глупчо"
"[english]dota_chatwheel_label_sniper_4"	"What a dumb dumb"
"dota_chatwheel_message_sniper_5"	"Хо-хо-ха-ха!"
"[english]dota_chatwheel_message_sniper_5"	"Ho ho ha ha!"
"dota_chatwheel_label_sniper_5"	"Хо-хо-ха-ха!"
"[english]dota_chatwheel_label_sniper_5"	"Ho ho ha ha!"
"dota_chatwheel_message_necrolyte_laugh"	"Ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_necrolyte_laugh"	"Ha ha ha ha ha ha ha ha ha ha ha ha!"
"dota_chatwheel_label_necrolyte_laugh"	"Смях"
"[english]dota_chatwheel_label_necrolyte_laugh"	"Laugh"
"dota_chatwheel_message_necrolyte_thank"	"Вдишайте."
"[english]dota_chatwheel_message_necrolyte_thank"	"Breathe it in."
"dota_chatwheel_label_necrolyte_thank"	"Вдишайте."
"[english]dota_chatwheel_label_necrolyte_thank"	"Breathe it in."
"dota_chatwheel_message_necrolyte_deny"	"Това беше скъпичко."
"[english]dota_chatwheel_message_necrolyte_deny"	"That was costly."
"dota_chatwheel_label_necrolyte_deny"	"Това беше скъпичко."
"[english]dota_chatwheel_label_necrolyte_deny"	"That was costly."
"dota_chatwheel_message_necrolyte_1"	"Зловонието на смъртта е надвиснало връз Вас."
"[english]dota_chatwheel_message_necrolyte_1"	"The stench of death is upon you."
"dota_chatwheel_label_necrolyte_1"	"Зловонието на смъртта е надвиснало връз Вас."
"[english]dota_chatwheel_label_necrolyte_1"	"The stench of death is upon you."
"dota_chatwheel_message_necrolyte_2"	"Какво имате предвид с това да се развеселя? Аз съм доста весел."
"[english]dota_chatwheel_message_necrolyte_2"	"What do you mean, cheer up? I'm quite cheerful."
"dota_chatwheel_label_necrolyte_2"	"Какво имате предвид с това да се развеселя…?"
"[english]dota_chatwheel_label_necrolyte_2"	"What do you mean, cheer up?..."
"dota_chatwheel_message_necrolyte_3"	"Всичко стана калпаво."
"[english]dota_chatwheel_message_necrolyte_3"	"It's all gone rotten."
"dota_chatwheel_label_necrolyte_3"	"Всичко стана калпаво."
"[english]dota_chatwheel_label_necrolyte_3"	"It's all gone rotten."
"dota_chatwheel_message_necrolyte_4"	"За Ваше здраве. Ха-ха-ха-ха-ха-ха-ха-ха-ха."
"[english]dota_chatwheel_message_necrolyte_4"	"To your health. Ha ha ha ha ha ha ha ha ha."
"dota_chatwheel_label_necrolyte_4"	"За Ваше здраве…"
"[english]dota_chatwheel_label_necrolyte_4"	"To your health..."
"dota_chatwheel_message_necrolyte_5"	"Аз съм изгнилата ябълка, която разваля целия куп."
"[english]dota_chatwheel_message_necrolyte_5"	"I am the rotten apple that spoils the bunch."
"dota_chatwheel_label_necrolyte_5"	"Аз съм изгнилата ябълка…"
"[english]dota_chatwheel_label_necrolyte_5"	"I am the rotten apple..."
"dota_chatwheel_message_warlock_laugh"	"Хо-ха-ха-ха-ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_warlock_laugh"	"Ho ha ha ha ha ha ha ha ha!"
"dota_chatwheel_label_warlock_laugh"	"Смях"
"[english]dota_chatwheel_label_warlock_laugh"	"Laugh"
"dota_chatwheel_message_warlock_thank"	"Нека да се възцари хаос!"
"[english]dota_chatwheel_message_warlock_thank"	"Let chaos reign!"
"dota_chatwheel_label_warlock_thank"	"Нека да се възцари хаос!"
"[english]dota_chatwheel_label_warlock_thank"	"Let chaos reign!"
"dota_chatwheel_message_warlock_deny"	"Наистина? Действително ли сторихте това току-що?"
"[english]dota_chatwheel_message_warlock_deny"	"Really? You just did that?"
"dota_chatwheel_label_warlock_deny"	"Наистина? Действително ли сторихте това току-що?"
"[english]dota_chatwheel_label_warlock_deny"	"Really? You just did that?"
"dota_chatwheel_message_warlock_1"	"С Вас ще нахраня своите демони."
"[english]dota_chatwheel_message_warlock_1"	"I feed you to my fiends."
"dota_chatwheel_label_warlock_1"	"С Вас ще нахраня своите демони."
"[english]dota_chatwheel_label_warlock_1"	"I feed you to my fiends."
"dota_chatwheel_message_warlock_2"	"Зан коробос кор кораморд!"
"[english]dota_chatwheel_message_warlock_2"	"Zan korobos kor koramord!"
"dota_chatwheel_label_warlock_2"	"Зан коробос кор кораморд!"
"[english]dota_chatwheel_label_warlock_2"	"Zan korobos kor koramord!"
"dota_chatwheel_message_warlock_3"	"Още едно име в магьосническата ми книга."
"[english]dota_chatwheel_message_warlock_3"	"Another name in my grimoire."
"dota_chatwheel_label_warlock_3"	"Още едно име в магьосническата ми книга."
"[english]dota_chatwheel_label_warlock_3"	"Another name in my grimoire."
"dota_chatwheel_message_warlock_4"	"Мижитурки."
"[english]dota_chatwheel_message_warlock_4"	"Pipsqueak."
"dota_chatwheel_label_warlock_4"	"Мижитурки."
"[english]dota_chatwheel_label_warlock_4"	"Pipsqueak."
"dota_chatwheel_message_warlock_5"	"Това не е за вярване? Ах-ха-ха-ха-ха-ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_warlock_5"	"Can you believe this? Ah ha ha ha ha ha ha ha ha ha!"
"dota_chatwheel_label_warlock_5"	"Това не е за вярване…"
"[english]dota_chatwheel_label_warlock_5"	"Can you believe this?..."
"dota_chatwheel_message_beastmaster_laugh"	"Хоуех-хех-хех-ех-хах-хех-хех-хех."
"[english]dota_chatwheel_message_beastmaster_laugh"	"Howeh heh heh eh hah heh heh heh."
"dota_chatwheel_label_beastmaster_laugh"	"Смях"
"[english]dota_chatwheel_label_beastmaster_laugh"	"Laugh"
"dota_chatwheel_message_beastmaster_thank"	"Разкъсайте ги!"
"[english]dota_chatwheel_message_beastmaster_thank"	"Sic 'em!"
"dota_chatwheel_label_beastmaster_thank"	"Разкъсайте ги!"
"[english]dota_chatwheel_label_beastmaster_thank"	"Sic 'em!"
"dota_chatwheel_message_beastmaster_deny"	"Аз ще се промъквам неусетно, докато спите."
"[english]dota_chatwheel_message_beastmaster_deny"	"I'll be creeping while you are sleeping."
"dota_chatwheel_label_beastmaster_deny"	"Аз ще се промъквам неусетно…"
"[english]dota_chatwheel_label_beastmaster_deny"	"I'll be creeping..."
"dota_chatwheel_message_beastmaster_1"	"Червеите ще разправят с Вас."
"[english]dota_chatwheel_message_beastmaster_1"	"The worms will have you."
"dota_chatwheel_label_beastmaster_1"	"Червеите ще разправят с Вас."
"[english]dota_chatwheel_label_beastmaster_1"	"The worms will have you."
