"lang"
{ 
	"Language" "japanese" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"HP"					// $health
		"dota_ability_variable_mana"				"マナ"						// $mana
		"dota_ability_variable_armor"				"アーマー"						// $armor
		"dota_ability_variable_damage"				"ダメージ"					// $damage
		"dota_ability_variable_str"					"Strength"					// $str
		"dota_ability_variable_int"					"Intelligence"				// $int
		"dota_ability_variable_agi"					"Agility"					// $agi
		"dota_ability_variable_all"					"すべての属性"			// $all
		"dota_ability_variable_attack"				"攻撃速度"				// $attack
		"dota_ability_variable_mana_regen"			"マナ自然回復"			// $mana_regen
		"dota_ability_variable_spell_amp"			"スペルダメージ"				// $spell_amp
		"dota_ability_variable_move_speed"			"移動速度"			// $move_speed
		"dota_ability_variable_evasion"				"回避"					// $evasion
		"dota_ability_variable_selected_attrib"		"選択中の属性"		// $selected_attribute
		"dota_ability_variable_attack_range"		"攻撃範囲 <font color='#7d7d7d'>(Ranged のみ)</font>"	// $attack_range
		"dota_ability_variable_cast_range"			"キャスト範囲"				// $cast_range
//ATTRIBUTES
		"DOTA_Tooltip_ability_attribute_bonus"											"属性値ボーナス"
		"DOTA_Tooltip_ability_luna_eclipse_beams"										"総ビーム数:"
		"DOTA_Tooltip_ability_luna_eclipse_hit_count"									"最大攻撃回数／ユニット："
		"DOTA_Tooltip_ability_luna_eclipse_radius"										"範囲:"
		"DOTA_Tooltip_ability_luna_eclipse_beams_scepter"								"SCEPTER 総ビーム数："
		"DOTA_Tooltip_ability_luna_eclipse_duration_tooltip_scepter"					"SCEPTER 持続時間："
		"DOTA_Tooltip_ability_luna_eclipse_cast_range_tooltip_scepter"					"SCEPTER キャスト範囲:"
		"DOTA_Tooltip_modifier_luna_lunar_blessing_aura"				"Lunar Blessing"
		"DOTA_Tooltip_modifier_luna_eclipse"							"Eclipse"
		"DOTA_Tooltip_modifier_luna_eclipse_Description"				"Lucent Beam で周囲の目標を打つ。"
		//DRAGON KNIGHT
		"DOTA_Tooltip_ability_dragon_knight_breathe_fire"								"Breathe Fire"
		"DOTA_Tooltip_ability_dragon_knight_breathe_fire_Lore"							"Knight Davion の吐く息が、過去に数え切れない数の騎士を焦げ付かせてきた強靭なEldwurn Slyrak のそれに変わる。"
		"DOTA_Tooltip_ability_dragon_knight_dragon_tail"								"Dragon Tail"
		"DOTA_Tooltip_ability_dragon_knight_dragon_tail_Lore"							"ドラゴンの才能と騎士の技術が合わさり、彼を近距離戦では危険な敵とする。"
		"DOTA_Tooltip_ability_dragon_knight_dragon_tail_stun_duration"					"スタン持続時間："
		"DOTA_Tooltip_ability_dragon_knight_dragon_blood"								"Dragon Blood"
		"DOTA_Tooltip_ability_dragon_knight_dragon_blood_Description"					"ドラゴンの生血がHP回復速度を高め、アーマーを強化する。"
		"DOTA_Tooltip_ability_dragon_knight_dragon_blood_Lore"							"Slyrack の血は未だに Davion の静脈に流れていて、通常の騎士の2倍の生命力をもたらす。"
		"DOTA_Tooltip_ability_dragon_knight_dragon_blood_bonus_health_regen"			"HP自然回復:"
		"DOTA_Tooltip_ability_dragon_knight_dragon_blood_bonus_armor"					"アーマー:"
		"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form"							"Elder Dragon Form"
		"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_Lore"						"Davion の体内に眠るドラゴンの力が沸き起こり、伝説の騎士と伝説のEldwurmの力が合わさる。"
		"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_duration"					"持続時間："
		"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_bonus_movement_speed"		"ボーナス移動速度:"
		"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_bonus_attack_range"		"ボーナス攻撃範囲:"
		"DOTA_Tooltip_modifier_dragon_knight_corrosive_breath"					"Corrosive Breath"
		"DOTA_Tooltip_modifier_dragon_knight_corrosive_breath_Description"		"通常攻撃時に徐々に進行するダメージ（DoT）を与える。"
		"DOTA_Tooltip_modifier_dragon_knight_splash_attack"						"Splash Attack"
		"DOTA_Tooltip_modifier_dragon_knight_splash_attack_Description"			"通常攻撃のダメージを近くのユニットにも与える。"
		"DOTA_Tooltip_modifier_dragon_knight_frost_breath"						"Frost Breath"
		"DOTA_Tooltip_modifier_dragon_knight_frost_breath_Description"			"通常攻撃時に減速を与える。"
		"DOTA_Tooltip_modifier_dragon_knight_frost_breath_slow"					"Frost Breath Slow"
		"DOTA_Tooltip_modifier_dragon_knight_frost_breath_slow_Description"		"移動速度が%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%低下し、攻撃速度が%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%低下する。"
		"DOTA_Tooltip_modifier_dragonknight_breathefire_reduction"			"Breathe Fire"
		//DARK SEER
		"DOTA_Tooltip_ability_dark_seer_vacuum"											"Vacuum"
		"DOTA_Tooltip_ability_dark_seer_vacuum_Description"								"指定した地点に真空を作り出して敵ユニットを吸い込み、混乱に陥れてダメージを与える。"
		"DOTA_Tooltip_ability_dark_seer_vacuum_Lore"									"指定地点の重力の中心を変更させる。"
		"DOTA_Tooltip_ability_dark_seer_vacuum_Note0"									"このアビリティは詠唱を妨げる。"
		"DOTA_Tooltip_ability_dark_seer_vacuum_radius"									"範囲:"
		"DOTA_Tooltip_ability_dark_seer_vacuum_damage"									"ダメージ:"
		"DOTA_Tooltip_ability_dark_seer_ion_shell"										"Ion Shell"
		"DOTA_Tooltip_ability_dark_seer_ion_shell_Description"							"ターゲットをとげのシールドで覆い、周囲にいる敵ユニットにダメージを与える。"
        "DOTA_Tooltip_ability_dark_seer_ion_shell_Lore"									"'Land Behind the Wall' に穴を開け、プリズムのエネルギーを放出させる。"
		"DOTA_Tooltip_ability_dark_seer_ion_shell_Note1"								"指定したユニットにはダメージを与えない。"
		"DOTA_Tooltip_ability_dark_seer_ion_shell_Note2"								"既に対象としたユニットに再キャストすると、新しいものが古いものと交換される。"
		"DOTA_Tooltip_ability_dark_seer_ion_shell_radius"								"範囲:"
		"DOTA_Tooltip_ability_dark_seer_ion_shell_duration"								"持続時間："
		"DOTA_Tooltip_ability_dark_seer_ion_shell_damage_per_second"					"ダメージ／秒："
		"DOTA_Tooltip_ability_dark_seer_surge"											"Surge"
		"DOTA_Tooltip_ability_dark_seer_surge_Lore"										"機転を利かせて、魔法使いを壁の間に導く。"
		"DOTA_Tooltip_ability_dark_seer_surge_Note0"									"Surge の対象となったユニットは効果が取り除かれるまでスローを受ける。"
		"DOTA_Tooltip_ability_dark_seer_surge_duration"									"持続時間："
		"DOTA_Tooltip_ability_dark_seer_wall_of_replica"								"Wall of Replica"
		"DOTA_Tooltip_ability_dark_seer_wall_of_replica_Lore"							"自然界に帰ることは出来ないものの、強靭な精神力でプラズマの壁の一部を呼び出し、敵軍の中に混乱の種をまく。"
		"DOTA_Tooltip_ability_dark_seer_wall_of_replica_duration"						"壁の持続時間："
		"DOTA_Tooltip_ability_dark_seer_wall_of_replica_tooltip_outgoing"				"%レプリカ ダメージ:"
		"DOTA_Tooltip_ability_dark_seer_wall_of_replica_tooltip_outgoing_scepter"		"%SCEPTER レプリカ ダメージ:"
		"DOTA_Tooltip_ability_dark_seer_wall_of_replica_movement_slow"		            "%移動減速:"
		"DOTA_Tooltip_ability_dark_seer_wall_of_replica_slow_duration"		            "減速 持続時間:"
		
		"DOTA_Tooltip_modifier_dark_seer_vacuum"						"Vacuum"
		"DOTA_Tooltip_modifier_dark_seer_vacuum_Description"			"引き寄せられる"
		"DOTA_Tooltip_modifier_dark_seer_ion_shell"						"Ion Shell"
		"DOTA_Tooltip_modifier_dark_seer_ion_shell_Description"			"周囲の敵にダメージを与える"
		"DOTA_Tooltip_modifier_dark_seer_surge"							"Surge"
		"DOTA_Tooltip_modifier_dark_seer_wall_of_replica"				"Wall of Replica"
		"DOTA_Tooltip_modifier_darkseer_wallofreplica_illusion"			"Wall of Replica Illusion"
		"DOTA_Tooltip_ability_clinkz_searing_arrows"									"Searing Arrows"
		"DOTA_Tooltip_ability_clinkz_searing_arrows_Lore"								"自分の持つ燃える特性を利用して矢に炎をともし、破壊力を高める。"
		"DOTA_Tooltip_ability_clinkz_searing_arrows_Note0"								"建造物にダメージを与える。"
		"DOTA_Tooltip_ability_clinkz_searing_arrows_Note1"								"ダメージは物理的ダメージとして直接 Clinkz に追加される。"
		"DOTA_Tooltip_ability_clinkz_searing_arrows_damage_bonus"						"ボーナスダメージ:"
		"DOTA_Tooltip_ability_clinkz_wind_walk"											"Skeleton Walk"
		"DOTA_Tooltip_ability_clinkz_wind_walk_Lore"									"燃え上がる炎と煙で、姿をくらます。"
		"DOTA_Tooltip_ability_clinkz_wind_walk_duration"								"持続時間："
		"DOTA_Tooltip_ability_clinkz_wind_walk_move_speed_bonus_pct"					"%ボーナス移動速度:"
		"DOTA_Tooltip_ability_clinkz_death_pact"										"Death Pact"
		"DOTA_Tooltip_ability_clinkz_death_pact_Lore"									"Sutherex の生死の契約が Clinkz の一部となり、呪文の復唱と共に古い骨が新しくなる。"
		"DOTA_Tooltip_ability_clinkz_death_pact_Note0"									"標的が敵の場合、Clinkz は経験値とゴールドを得る。"
		"DOTA_Tooltip_ability_clinkz_death_pact_Note1"									"Clinkz の現在のHPとHPの最高値を上昇させる。"
		"DOTA_Tooltip_ability_clinkz_death_pact_Note2"									"効果が終了すると、HP の最大値は通常値に戻るが、現在のHPは変わらない。"
		"DOTA_Tooltip_ability_clinkz_death_pact_duration"								"持続時間："
		"DOTA_Tooltip_modifier_clinkz_wind_walk"						"Skeleton Walk"
		"DOTA_Tooltip_modifier_clinkz_wind_walk_Description"			"不可視となり、移動速度が%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%上昇する。ユニットの間を通り抜けることができる。"
		"DOTA_Tooltip_modifier_clinkz_death_pact"						"Death Pact"
		//ENCHANTRESS
		"DOTA_Tooltip_ability_enchantress_untouchable"									"Untouchable"
		"DOTA_Tooltip_ability_enchantress_untouchable_Lore"								"Aiushtha を攻撃した敵は、自然美を攻撃したことに対する罪悪感に困惑する。"
		"DOTA_Tooltip_ability_enchantress_untouchable_Note1"							"ダメージが適用された時点ではなく、ユニットが攻撃を開始した時点で減速が適用される。"
		"DOTA_Tooltip_ability_enchantress_untouchable_slow_attack_speed"				"攻撃減速："
		"DOTA_Tooltip_ability_enchantress_enchant"										"Enchant"
		"DOTA_Tooltip_ability_enchantress_enchant_Lore"									"真の森の世話係である Aiushtha は、卑しいトロールから強力なケンタウルスまで、森の全ての生物を味方にする。"
		"DOTA_Tooltip_ability_enchantress_enchant_Note0"								"分身を転向させることができる。"
		"DOTA_Tooltip_ability_enchantress_enchant_slow_movement_speed"					"%ヒーローの移動減速："
		"DOTA_Tooltip_ability_enchantress_enchant_dominate_duration"					"クリープへの影響持続時間："
		"DOTA_Tooltip_ability_enchantress_natures_attendants"							"Nature's Attendants"
		"DOTA_Tooltip_ability_enchantress_natures_attendants_Lore"						"森の気まぐれな精霊達は微少であるが、回復力を持つ。数が多いほどその力は増える。"
		"DOTA_Tooltip_ability_enchantress_natures_attendants_Note1"						"スペル耐性を持つユニットを回復できる。"
		"DOTA_Tooltip_ability_enchantress_natures_attendants_wisp_count"				"ウィスプの数:"
		"DOTA_Tooltip_ability_enchantress_natures_attendants_heal"						"毎秒回復量:"
		"DOTA_Tooltip_ability_enchantress_natures_attendants_radius"					"範囲:"
		"DOTA_Tooltip_ability_enchantress_impetus"										"Impetus"
		"DOTA_Tooltip_ability_enchantress_impetus_Lore"									"Aiushtha は平和的な解決を好むが、遠くから魔法で猛攻を加えることが出来る。彼女の槍は、周囲の自然から力を得る。"
		"DOTA_Tooltip_ability_enchantress_impetus_Note1"								"標的までの距離は投射体がぶつかったときに計測される。"
		"DOTA_Tooltip_ability_enchantress_impetus_distance_damage_pct"					"%距離ダメージ:"
		"DOTA_Tooltip_modifier_enchantress_untouchable_slow"			"Untouchable"
		"DOTA_Tooltip_modifier_enchantress_enchant"						"Enchant"
		"DOTA_Tooltip_modifier_enchantress_enchant_Description"			"Enchantress の支配下にある"
		"DOTA_Tooltip_modifier_enchantress_enchant_slow"				"Enchant"
		"DOTA_Tooltip_modifier_enchantress_natures_attendants"			"Nature's Attendants"
		"DOTA_Tooltip_modifier_enchantress_natures_attendants_Description"	"周囲のユニットを回復する"
		//OMNIKNIGHT
		"DOTA_Tooltip_ability_omniknight_purification"									"Purification"
		"DOTA_Tooltip_ability_omniknight_purification_Description"						"味方ユニットを瞬時に回復し、その周囲にいるすべての敵ユニットにダメージを与える。"
		"DOTA_Tooltip_ability_omniknight_purification_heal"								"回復／ダメージ："
		"DOTA_Tooltip_ability_omniknight_repel_duration"								"持続時間："
		"DOTA_Tooltip_ability_omniknight_degen_aura"									"Degen オーラ"
		"DOTA_Tooltip_ability_omniknight_degen_aura_radius"								"範囲:"
		"DOTA_Tooltip_ability_omniknight_degen_aura_speed_bonus"						"%移動減速："
		"DOTA_Tooltip_ability_omniknight_guardian_angel"								"Guardian Angel"
		"DOTA_Tooltip_ability_omniknight_guardian_angel_duration"						"持続時間："
		"DOTA_Tooltip_ability_omniknight_guardian_angel_radius"							"範囲:"
		"DOTA_Tooltip_modifier_omniknight_degen_aura_effect"			"Degen オーラ"
		"DOTA_Tooltip_modifier_omninight_guardian_angel"				"Guardian Angel"
		//Huskar
		"DOTA_Tooltip_ability_huskar_inner_vitality"									"Inner Vitality"
		"DOTA_Tooltip_ability_huskar_inner_vitality_Lore"								"魔法の使用は少ないヒーローではあるが、Dazzle とDesun 教団の教えから、大きな怪我を負ったときに役立つ弱い魔法身につけてはいる。"
		"DOTA_Tooltip_ability_huskar_inner_vitality_Note0"								"HP の割合は毎秒確認され、それに基づき自然回復が調節される。"
		"DOTA_Tooltip_ability_huskar_inner_vitality_tooltip_attrib_bonus"				"%属性値によるボーナス:"
		"DOTA_Tooltip_ability_huskar_inner_vitality_tooltip_hurt_attrib_bonus"			"%負傷時のボーナス:"
		"DOTA_Tooltip_ability_huskar_burning_spear"										"Burning Spear"
		"DOTA_Tooltip_ability_huskar_burning_spear_Lore"								"自分の血で印を付けてから武器に点火し、彼が感じることの出来る以上の痛みを与える。"
		"DOTA_Tooltip_ability_huskar_burning_spear_Note1"								"このスキルで自身が死ぬことはない。"
		"DOTA_Tooltip_ability_huskar_berserkers_blood"									"Berserker's Blood"
		"DOTA_Tooltip_ability_huskar_berserkers_blood_Lore"								"生得権を失った後、 Huskar は自分の血が流れた時のみ物理的な戦闘能力が高まるという致死性を得た。"
		"DOTA_Tooltip_ability_huskar_berserkers_blood_maximum_attack_speed"     		"最大攻撃速度:"
		"DOTA_Tooltip_ability_huskar_life_break"										"Life Break"
		"DOTA_Tooltip_ability_huskar_life_break_Lore"									"危険を気にせず、自分しか生き残ることの出来ない接近戦へと身を投じる。"
		"DOTA_Tooltip_ability_huskar_life_break_Note0"									"チャージ中に Huskar が無力化された場合、あるいは目標が0.015秒以内に1400 ユニット以上移動すると、チャージは止まる。"
		"DOTA_Tooltip_ability_huskar_life_break_Note2"									"Life Break は分解できない。"
		"DOTA_Tooltip_ability_huskar_life_break_tooltip_health_damage"					"%与えるダメージ:"
		"DOTA_Tooltip_ability_huskar_life_break_tooltip_health_cost_percent"			"%受けるダメージ:"
		"DOTA_Tooltip_ability_huskar_life_break_movespeed"								"%移動減速："
		"DOTA_Tooltip_ability_huskar_life_break_slow_durtion_tooltip"					"減速持続時間："
		"DOTA_Tooltip_modifier_huskar_inner_vitality"					"Inner Vitality"
		"DOTA_Tooltip_modifier_huskar_inner_vitality_Description"		"毎秒%fMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%のHPを回復する。"
		"DOTA_Tooltip_modifier_huskar_burning_spear_debuff"				"Burning Spear"
		"DOTA_Tooltip_modifier_huskar_burning_spear_debuff_Description"	"あなたは燃えている！断続的なダメージを受ける。"
		"DOTA_Tooltip_modifier_huskar_berserkers_blood"					"Berserker's Blood"
		"DOTA_Tooltip_modifier_huskar_berserkers_blood_Description"		"攻撃速度が%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% 上昇し、魔法ダメージ耐性が %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%増加する。"
		"DOTA_Tooltip_modifier_huskar_life_break_slow"					"Life Break"
		"DOTA_Tooltip_modifier_huskar_life_break_slow_Description"		"移動速度が%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%低下する。"
		
		//NIGHT STALKER
		"DOTA_Tooltip_ability_night_stalker_void"										"Void"
		"DOTA_Tooltip_ability_night_stalker_void_Lore"									"無限の夜の渦を作り出し、 かつての永遠の闇に荒々しく敵を切り裂く。"
		"DOTA_Tooltip_ability_night_stalker_void_duration_day"							"昼間の効果時間:"
		"DOTA_Tooltip_ability_night_stalker_void_duration_night"						"夜間の効果時間:"
		"DOTA_Tooltip_ability_night_stalker_void_movespeed_slow"						"%移動減速："
		"DOTA_Tooltip_ability_night_stalker_void_attackspeed_slow"						"攻撃減速："
		"DOTA_Tooltip_ability_night_stalker_crippling_fear"								"Crippling Fear"
		"DOTA_Tooltip_ability_night_stalker_crippling_fear_Lore"						"彼の進路に不幸にも足を踏み入れた哀れな魂の脳裏に、奇妙な形の口をした自身の姿を刻み込む。"
		"DOTA_Tooltip_ability_night_stalker_crippling_fear_duration_day"				"昼間の持続時間："
		"DOTA_Tooltip_ability_night_stalker_crippling_fear_duration_night"				"夜間の持続時間："
		"DOTA_Tooltip_ability_night_stalker_hunter_in_the_night"						"Hunter in the Night"
		"DOTA_Tooltip_ability_night_stalker_hunter_in_the_night_Lore"					"夜が近づくにつれ、狩の腕前が向上する。"
		"DOTA_Tooltip_ability_night_stalker_hunter_in_the_night_bonus_movement_speed_pct_night"	"%移動速度:"
		"DOTA_Tooltip_ability_night_stalker_hunter_in_the_night_bonus_attack_speed_night"		"攻撃速度:"
		"DOTA_Tooltip_ability_night_stalker_darkness_Lore"								"最強の戦士が闇を恐れるようになるのを見るのは屈辱的な光景だ。"
		"DOTA_Tooltip_ability_night_stalker_darkness_duration"							"持続時間："
		"DOTA_Tooltip_modifier_night_stalker_void"							"Void"
		"DOTA_Tooltip_modifier_night_stalker_void_Description"				"移動速度が%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%低下し、攻撃速度が%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%低下する。"
		"DOTA_Tooltip_modifier_nightstalker_darkness_blind"					"Darkness"
		//BROODMOTHER
		"DOTA_Tooltip_ability_broodmother_spawn_spiderlings"							"Spawn Spiderlings"
		"DOTA_Tooltip_ability_broodmother_spawn_spiderlings_Description"				"敵ユニットに子供を注入し、ダメージを与える。この効果中に対象が殺されると、子蜘蛛が生まれる。"
