"lang"
{ 
	"Language" "schinese" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"特价！"
		"Comp_223_PG_hot_for_meta_3textcustom6_text"   "主要内容：远古冰魄和暗影萨满已经成为了大家最喜爱的辅助，本周上场的比赛分别有82和63场（胜率分别为55%和57%）。而司夜刺客因为他打法多变，上场的也有67场，胜率达到51%。"
		"Comp_223_PG_hot_for_meta_3textcustom7_text"   "成功晋级：推进已经成为比赛的主旋律，所以也不必诧异露娜（42场比赛，83%胜率），陈（20场，胜率70%）和狼人（49场，67%）这几个英雄占据统治地位。更加夸张的是，本周有8场比赛中有一方队伍拿到了这3个英雄的2个，而他们的战绩都是全胜。"
		"Comp_223_PG_hot_for_meta_3textcustom8_text"   "黯然退场：另一方面带线牵制的英雄在本周的表现都非常糟糕。克林克兹在12场比赛中的胜率为16%，先知在57场中胜率为33%，风暴之灵勉强算是比带线流多一点打法，在39场中胜率为25%。所以要多抱团！"
		"Comp_223_PG_hot_for_meta_3textcustom9_text"   "敬请无视！：本周只有4名英雄没有在比赛中被禁用或者挑选。光之守卫，裂魂人，幻影刺客和血魔，即使是在队长征召模式中也没有上场！冰蛙快加强啊！"
		"Comp_223_PG_hot_for_meta_2textcustom3_text"   "第3周"
		"Comp_223_PG_hot_for_meta_2textcustom30_text"   "3月18 - 24日"
		"Comp_223_PG_hot_for_meta_2textcustom4_text"   "欢迎来到野区"
		"Comp_223_PG_hot_for_meta_2textcustom5_text"   "本周有很多新动向。半人马又开始流行，蝙蝠骑士给了我们害怕的理由，米拉娜的神箭也是多的飞起。"
		"Comp_223_PG_hot_for_meta_2textcustom6_text"   "要点：本周远古冰魄以78场比赛的上场情况仍然占据榜首。蝙蝠骑士本周也很抢眼，上场比赛有77场，但是胜率都只有47场。而米拉娜上场的比赛有60场，不过胜率不错，有55%。"
		"Comp_223_PG_hot_for_meta_2textcustom7_text"   "胜率惊人：维萨吉在本周的44场比赛中的胜率达到了不可思议的73%。暗影萨满紧随其后，43场比赛70%胜率。本周的黑马则是半人马，28场中18场获胜，胜率64%。"
		"Comp_223_PG_hot_for_meta_2textcustom8_text"   "胜率感人：这段时间以来野区实在是难混。魅惑魔女的战绩为2胜13负，胜率13%，而陈在16场比赛中勉强达到了31%的胜率。游走型辅助暗影恶魔和这两个辅助同病相怜，战绩与陈相同。"
		"Comp_223_PG_hot_for_meta_2textcustom9_text"   "这个必看！：这次总算轮到祈求者时来运转，变成唯一一个被禁次数超过50%的英雄，挑选次数达到了65.3%，被禁或被选的次数更是达到了95.3%，与远古冰魄相同。司夜刺客虽然位居第二，但是相差已经很远，被禁次数为48%，但是被禁或被选的次数占到了所有比赛的85%。灰烬之灵则与司夜刺客持平。而前段时间的强势英雄噬魂鬼现在在50%的比赛中都是无人问津。"
		"Comp_223_PG_hot_for_meta_1textcustom3_text"   "第2周"
		"Comp_223_PG_hot_for_meta_1textcustom30_text"   "3月10 - 16日"
		"Comp_223_PG_hot_for_meta_1textcustom4_text"   "与多元打法相拥"
		"Comp_223_PG_hot_for_meta_1textcustom5_text"   "在这每周一更的栏目中，我们会对职业比赛的打法进行分析，让大家看到现在职业选手的打法趋势。"
		"Comp_223_PG_hot_for_meta_1textcustom6_text"   "要点：远古冰魄（56场），末日使者（49场），司夜刺客（42场）位列本周上场英雄的榜首，而他们的胜率都是清一色的57.1%。"
		"Comp_223_PG_hot_for_meta_1textcustom7_text"   "成功上榜：戴泽（36场比赛，胜率69%），还有斯拉达和暗影萨满（都是25场比赛，胜率均为68%），是本周英雄三甲。"
		"Comp_223_PG_hot_for_meta_1textcustom8_text"   "失败之选：娜迦海妖（5胜10负），巫妖（4胜10负）和龙骑士（4胜12负），这些都是本周上场超过10次的胜率最低英雄。接下来还要给0胜6负的钢背兽颁发奖状。"
		"Comp_223_PG_hot_for_meta_1textcustom9_text"   "这个必看！本周祈求者被禁用或挑选的比赛占到了89.3%，而且是唯一一个被禁用的场数超过50%的英雄。另一方面，本周只有8名英雄没有在比赛中被挑选或禁用。米波被挑选3次，战绩为1胜2负。"
		"Comp_223_PG_teams_and_playerstextcustom2_text"   "战队和选手"
		"Comp_223_PG_teams_and_playerstextcustom3_text"   "瞧瞧这帮俊俏的小伙！"




		//ESL One Frankfurt 2014
		"Comp_1248_PG_openingtextcustom1_text"   "带上门票马上加入法兰克福大赛的千万粉丝！"
		"Comp_1248_PG_openingtextcustom2_text"   "www.esl-one.com"
		"Comp_1248_PG_toctextcustom1_text"   "目录"
		"Comp_1248_PG_toctextcustom2_text"   "赛事介绍"
		"Comp_1248_PG_toctextcustom3_text"   "01 封面"
		"Comp_1248_PG_toctextcustom4_text"   "02 扉页"
		"Comp_1248_PG_toctextcustom5_text"   "03 目录"
		"Comp_1248_PG_toctextcustom6_text"   "ESL ONE法兰克福联赛"
		"Comp_1248_PG_toctextcustom7_text"   "05 先行预告片"
		"Comp_1248_PG_toctextcustom8_text"   "06 赛事信息"
		"Comp_1248_PG_toctextcustom9_text"   "07 参赛战队"
		"Comp_1248_PG_toctextcustom10_text"   "挑战目标"
		"Comp_1248_PG_toctextcustom11_text"   "09 互动手册挑战目标"
		"Comp_1248_PG_toctextcustom12_text"   "10 战斗点数飞升"
		"Comp_1248_PG_toctextcustom13_text"   "11 ESL ONE载入画面"
		"Comp_1248_PG_toctextcustom14_text"   "12 ESL ONE界面皮肤"
		"Comp_1248_PG_toctextcustom15_text"   "13 参差之视守卫"
		"Comp_1248_PG_toctextcustom16_text"   "14 参差之视守卫 - 预览视频"
		"Comp_1248_PG_toctextcustom17_text"   "15 庞然遮天图腾"
		"Comp_1248_PG_toctextcustom18_text"   "16 庞然遮天图腾 - 预览视频"
		"Comp_1248_PG_toctextcustom19_text"   "17 噬魂鬼“疯狂之镣”套装"
		"Comp_1248_PG_toctextcustom20_text"   "18 噬魂鬼“疯狂之镣”套装 - 预览视频"
		"Comp_1248_PG_toctextcustom24_text"   "选拔赛"
		"Comp_1248_PG_toctextcustom25_text"   "35 美洲选拔赛信息"
		"Comp_1248_PG_toctextcustom26_text"   "36 欧洲选拔赛信息"
		"Comp_1248_PG_toctextcustom27_text"   "37 亚洲选拔赛信息"
		"Comp_1248_PG_toctextcustom28_text"   "38 中国选拔赛信息"
		"Comp_1248_PG_toctextcustom29_text"   "参赛战队"
		"Comp_1248_PG_toctextcustom30_text"   "40 Alliance战队"
		"Comp_1248_PG_toctextcustom31_text"   "41 Na'Vi战队"
		"Comp_1248_PG_toctextcustom33_text"   "43 Fnatic战队"
		"Comp_1248_PG_toctextcustom34_text"   "赛事预测"
		"Comp_1248_PG_toctextcustom35_text"   "49 预测得分"
		"Comp_1248_PG_toctextcustom36_text"   "50 英雄预测"
		"Comp_1248_PG_toctextcustom37_text"   "51 锦标赛预测"
		"Comp_1248_PG_toctextcustom38_text"   "52 战队预测"
		"Comp_1248_PG_toctextcustom39_text"   "53 选手预测"
		"Comp_1248_PG_toctextcustom40_text"   "采访片段"
		"Comp_1248_PG_toctextcustom41_text"   "20 ESL One采访索引"
		"Comp_1248_PG_toctextcustom42_text"   "21-33 红月工坊采访"
		"Comp_1248_PG_toctextcustom43_text"   "44 Evil Geniuses战队"
		"Comp_1248_PG_toctextcustom44_text"   "42 Mousesports战队"
		"Comp_1248_PG_toctextcustom45_text"   "45 Invictus Gaming战队"
		"Comp_1248_PG_toctextcustom46_text"   "46 Cloud 9战队"
		"Comp_1248_PG_toctextcustom47_text"   "47 Vici Gaming战队"
		"Comp_1248_PG_splash_eventtextcustom2_text"   "豪门战队，千万粉丝，巅峰之战"
		"Comp_1248_PG_trailertextcustom1_text"   "ESL One法兰克福联赛先行预告片"
		"Comp_1248_PG_eventinfotextcustom1_text"   "2014年ESL One法兰克福联赛"
		"Comp_1248_PG_eventinfotextcustom2_text"   "6月28日和29日，德国法兰克福的商业银行竞技场将化作Dota 2粉丝的天堂。全球的顶尖战队将在万千粉丝面前争夺15万美元以上的奖金。"
		"Comp_1248_PG_eventinfotextcustom3_text"   "带上门票马上加入万千关注的赛事中"
		"Comp_1248_PG_teamstextcustom1_text"   "参赛战队"
		"Comp_1248_PG_teamstextcustom2_text"   "这个盛夏将有8支战队空降ESL One法兰克福联赛的赛场，其中两支队伍直接获得邀请，其余6支需要突破困难重重的选拔赛。"
		"Comp_1248_PG_teamstextcustom3_text"   "受邀战队"
		"Comp_1248_PG_teamstextcustom4_text"   "欧洲"
		"Comp_1248_PG_teamstextcustom5_text"   "亚洲"
		"Comp_1248_PG_teamstextcustom6_text"   "美洲"
		"Comp_1248_PG_splash_stretchgoalstextcustom2_text"   "支持ESL ONE法兰克福联赛就有大量好礼相赠"
		"Comp_1248_PG_stretchgoalstextcustom1_text"   "互动手册挑战目标"
		"Comp_1248_PG_stretchgoalstextcustom2_text"   "等级"
		"Comp_1248_PG_stretchgoalstextcustom3_text"   "1"
		"Comp_1248_PG_stretchgoalstextcustom4_text"   "2"
		"Comp_1248_PG_stretchgoalstextcustom5_text"   "3"
		"Comp_1248_PG_stretchgoalstextcustom6_text"   "4"
		"Comp_1248_PG_stretchgoalstextcustom7_text"   "5"
		"Comp_1248_PG_stretchgoalstextcustom8_text"   "6"
		"Comp_1248_PG_stretchgoalstextcustom12_text"   "奖品"
		"Comp_1248_PG_stretchgoalstextcustom13_text"   "战斗点数飞升"
		"Comp_1248_PG_stretchgoalstextcustom14_text"   "载入画面"
		"Comp_1248_PG_stretchgoalstextcustom15_text"   "界面皮肤"
		"Comp_1248_PG_stretchgoalstextcustom16_text"   "参差之视守卫"
		"Comp_1248_PG_stretchgoalstextcustom17_text"   "撼地者图腾"
		"Comp_1248_PG_stretchgoalstextcustom18_text"   "噬魂鬼“疯狂之镣”套装"
		"Comp_1248_PG_stretchgoalstextcustom22_text"   "解锁"
		"Comp_1248_PG_stretchgoalstextcustom23_text"   "$150,000"
		"Comp_1248_PG_stretchgoalstextcustom24_text"   "$160,000"
		"Comp_1248_PG_stretchgoalstextcustom25_text"   "$170,000"
		"Comp_1248_PG_stretchgoalstextcustom26_text"   "$185,000"
		"Comp_1248_PG_stretchgoalstextcustom27_text"   "$190,000"
		"Comp_1248_PG_stretchgoalstextcustom28_text"   "$200,000"
		"Comp_1248_PG_stretchgoalstextcustom32_text"   "当前奖金池："
		"Comp_1248_PG_stretchgoalstextcustom33_text"   "$%prizepool%"
		"Comp_1248_PG_stretchgoalstextcustom36_text"   "达成下一个挑战目标还需："
		"Comp_1248_PG_stretchgoalstextcustom37_text"   "$%prizepool_togo%"
		"Comp_1248_PG_stretchgoalstextcustom34_text"   "外部奖金追踪网站"
		"Comp_1248_PG_stretchgoalstextcustom35_text"   "点击任意赠品即可查看更多信息。"
		"Comp_1248_PG_stretch1textcustom2_text"   "使用这件物品后获得战斗点数的速率将提升125%，持续6天。此外，比赛中其他玩家获得战斗点数的速率也将提升25%，此速率可以叠加。"
		"Comp_1248_PG_stretch1textcustom3_text"   "回到互动手册挑战目标"
		"Comp_1248_PG_stretch2textcustom1_text"   "ESL ONE载入画面"
		"Comp_1248_PG_stretch2textcustom2_text"   "千万粉丝，Dota 2豪门，巅峰之战。法兰克福之旅就此启程。竞技场上终将诞生王者。"
		"Comp_1248_PG_stretch3textcustom1_text"   "ESL ONE界面皮肤"
		"Comp_1248_PG_stretch3textcustom2_text"   "千万粉丝，Dota 2豪门，巅峰之战。ESL ONE界面皮肤将在今年的法兰克福之旅中伴其左右。界面皮肤走极简派路线，带有特殊的发光效果。"
		"Comp_1248_PG_stretch4textcustom2_text"   "这个守卫已经见证了千万年前无数文明的浮沉，而它在战场上的注视仍在继续。而它侍奉的对象不为人知。剑上刻了一小行字：“虽死犹荣”。"
		"Comp_1248_PG_stretch4textcustom4_text"   "预览视频"
		"Comp_1248_PG_stretch4videotextcustom1_text"   "参差之视守卫预览视频"
		"Comp_1248_PG_stretch5textcustom1_text"   "庞然遮天图腾"
		"Comp_1248_PG_stretch5textcustom2_text"   "瑞格·石蹄的巨大图腾蕴含来自日月光芒的力量，足以对抗夜魇的腐蚀邪力。图腾由尼西埃秘密铁匠团打造，让所有藏于阴影中的敌人心生颤栗。"
		"Comp_1248_PG_stretch5videotextcustom1_text"   "庞然遮天图腾预览视频"
		"Comp_1248_PG_stretch7textcustom1_text"   "疯狂之镣套装"
		"Comp_1248_PG_stretch7textcustom2_text"   "肉体早已腐朽，意志惨遭摧残，而灵魂受到了诅咒，被囚禁于一个怪物的躯体内——这的确是异常惨痛的代价——然而这就是那个低估癫狂奈克斯的巫师身上所降临的命运。两个意识合二为一后服从了命运，一心复仇的巫师召唤法器为这个躯壳覆上盔甲，挡道之人都会被施加无以言表的恐惧。而后，在两个扭曲缠绕的意识中，便只有一个声音在游荡徘徊：“让你尝尝我所受的痛苦。”"
		"Comp_1248_PG_stretch7videotextcustom1_text"   "疯狂之镣套装预览视频"
		"Comp_1248_PG_splash_interviewstextcustom2_text"   "ESL ONE采访DOTA 2圈内名人"
		"Comp_1248_PG_interviewstextcustom1_text"   "ESL One采访实录"
		"Comp_1248_PG_interviewstextcustom2_text"   "红月工坊"
		"Comp_1248_PG_interviewstextcustom3_text"   "&#8226; 红月博客：ESL互动手册物品（幕后花絮）"
		"Comp_1248_PG_interviewstextcustom4_text"   "&#8226; 红月工坊采访第1部分"
		"Comp_1248_PG_interviewstextcustom5_text"   "&#8226; 红月工坊采访第2部分"
		"Comp_1248_PG_interviewstextcustom6_text"   "&#8226; 红月工坊采访第3部分"
		"Comp_1248_PG_interviewstextcustom7_text"   "&#8226; 红月工坊采访第4部分"
		"Comp_1248_PG_interviewstextcustom8_text"   "&#8226; 红月工坊采访第5部分"
		"Comp_1248_PG_interviewstextcustom9_text"   "&#8226; 红月工坊采访第6部分"
		"Comp_1248_PG_interviewstextcustom10_text"   "&#8226; 红月工坊采访第7部分"
		"Comp_1248_PG_interviewstextcustom11_text"   "&#8226; 红月工坊采访第8部分"
		"Comp_1248_PG_interviewstextcustom12_text"   "&#8226; 红月工坊采访第9部分"
		"Comp_1248_PG_interviewstextcustom13_text"   "&#8226; 红月工坊采访第10部分"
		"Comp_1248_PG_interviewstextcustom14_text"   "&#8226; 红月工坊采访第11部分"
		"Comp_1248_PG_interviewstextcustom15_text"   "&#8226; 红月工坊采访第12部分"
		"Comp_1248_PG_redmoonvideotextcustom1_text"   "红月博客：ESL互动手册物品（幕后花絮）"
		"Comp_1248_PG_redmoon1textcustom1_text"   "红月工坊访谈实录第1部分"
		"Comp_1248_PG_redmoon1textcustom2_text"   "ESL One法兰克福联赛的互动手册已经登陆刀塔商城，购买即可获得红月工坊制作的超棒物品。我们后来还进行了面对面的接触，询问了他们作为创意工坊艺术家的工作和生活。"
		"Comp_1248_PG_redmoon1textcustom3_text"   "ESL：你们好 - 能不能向大家做个自我介绍？有不少人还不认识你们呢。"
		"Comp_1248_PG_redmoon1textcustom4_text"   "Bounch：大家好！我叫Bounch。我是红月的3D建模师。我的主要工作是让Andrew天马行空的想法成为现实，然后向Oroboros反馈一些让他菊花一紧的设计建议。的确就是这样，我所做的基本上就是制作饰品的3D模型，再进行上色。工作比较辛苦，但是非常值得。"
		"Comp_1248_PG_redmoon1textcustom5_text"   "Oroboros：大家好，我叫Oroboros，是红月的专职2D设计师，同时负责其他的琐事（市场宣传，客户沟通，媒体交流）。我的主要工作是天天拿着面数超标的概念图让Bounch抓狂，然后忽悠Andrew去做超级复杂的SFM项目。"
		"Comp_1248_PG_redmoon1textcustom6_text"   "Andrew：我叫Andrew Helenek，是红月工坊的动作设计师。"
		"Comp_1248_PG_redmoon2textcustom1_text"   "红月工坊访谈实录第2部分"
		"Comp_1248_PG_redmoon2textcustom2_text"   "ESL：你们是怎么认识的？"
		"Comp_1248_PG_redmoon2textcustom3_text"   "Bounch：这个我能回答。一切都要从Polycount论坛说起。我们都是这个论坛的水友，也都打算过去做饰品。2012年Polycount饰品大赛中我和一个好朋友合作了一套，发现为自己热爱的游戏制作饰品是一件非常享受的事情，所以我决定继续下去，开始寻找更多可以合作的人。"
		"Comp_1248_PG_redmoon2textcustom4_text"   "论坛上的一个朋友向我推荐了Oroboros，听说他想找个3D建模的人来一起合作。我们聊完后决定让我去制作他原本为Polycount大赛设计的狼人套装。最后套装完成了，我们都感觉对方人不错，所以就决定继续合作下去。在此期间，我去了一次游戏开发者大会的Polycount线下派对（Polycount的网友突出一个多），在酒吧里跟人聊天的时候发现对方也是在做Dota 2饰品，而他是与他的朋友Andrew合作。"
		"Comp_1248_PG_redmoon2textcustom5_text"   "我就跑到Andrew坐的那张桌子那，向他介绍了自己，告诉他自己是Cluckles（信使“勇敢的小鸡”作者）的狂热粉丝。他也很友好的告诉我，非常喜欢我参赛的那套幻影长矛手套装，这也让我们聊到了未来的合作。那时候我就觉得我们可以分工合作，介绍Andrew和Oroboros认识，一起来搞破坏。"
