"lang"
{ 
	"Language" "italian" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"di salute"					// $health
		"dota_ability_variable_mana"				"di mana"						// $mana
		"dota_ability_variable_armor"				"di armatura"						// $armor
		"dota_ability_variable_damage"				"di danno"					// $damage
		"dota_ability_variable_str"					"di Forza"					// $str
		"dota_ability_variable_int"					"di Intelligenza"				// $int
		"dota_ability_variable_agi"					"di Agilità"					// $agi
		"dota_ability_variable_all"					"a tutti gli attributi"			// $all
		"dota_ability_variable_primary_attribute"	"all'attributo primario"			// $primary_attribute
		"dota_ability_variable_attack"				"di velocità di attacco"				// $attack
		"dota_ability_variable_hp_regen"			"di rigenerazione della salute"		// $hp_regen
		"dota_ability_variable_lifesteal"			"di prosciugamento della salute"					// $lifesteal
		"dota_ability_variable_mana_regen"			"di rigen. del mana"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"di rigen. del mana (aura)"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"di danno degli incantesimi"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"alla durata degli effetti negativi"			// $debuff_amp
		"dota_ability_variable_move_speed"			"di velocità di movimento"			// $move_speed
		"dota_ability_variable_evasion"				"di elusività"					// $evasion
		"dota_ability_variable_spell_resist"		"di resistenza alla magia"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"di prosciugamento dagli incantesimi"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"di prosciugamento dagli incantesimi (creep)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"di prosciugamento dagli incantesimi (Eroi)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"all'attributo selezionato"		// $selected_attribute
		"dota_ability_variable_attack_range"		"di gittata d'attacco <font color='#7d7d7d'>(solo a distanza)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"di gittata d'attacco <font color='#7d7d7d'>(solo da mischia)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"di gittata di lancio"				// $cast_range
		"dota_ability_variable_status_resist"		"di resistenza agli stati"			// $status_resist
		"dota_ability_variable_projectile_speed"	"di velocità dei proiettili"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"di riduzione dei costi in mana"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"di riduzione dei tempi di ricarica"		// $cooldown_reduction 

		"dota_ability_variable_damage_int_hero"	"di danno (Eroi Intelligenza)"
		"DOTA_Tooltip_ability_riki_tricks_of_the_trade_damage_pct"					    "%DANNO D'ATTACCO:"
		"DOTA_Tooltip_ability_riki_tricks_of_the_trade_agility_pct"					    "%AUMENTO DI AGILITÀ:"
		"DOTA_Tooltip_ability_riki_tricks_of_the_trade_abilitychanneltime"    			"DURATA:"
		"DOTA_Tooltip_ability_riki_tricks_of_the_trade_scepter_cast_range"		        "GITTATA DI LANCIO:"
		"DOTA_Tooltip_ability_riki_tricks_of_the_trade_scepter_attacks"					"NUMERO DI ATTACCHI:"
		"DOTA_Tooltip_ability_riki_tricks_of_the_trade_scepter_targets"					"BERSAGLI AD ATTACCO:"
		
		"DOTA_Tooltip_modifier_riki_smoke_screen"				"Cortina di fumo"
		"DOTA_Tooltip_modifier_riki_smoke_screen_Description"	"Silenziato. Visione ridotta. Fallisce il %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% degli attacchi. La sua velocità di movimento è ridotta."
		"DOTA_Tooltip_modifier_riki_blink_strike_charge_counter"	"Cariche di Colpo lampo"
		"DOTA_Tooltip_modifier_riki_blink_strike_charge_counter_Description"	"Puoi usare Colpo lampo ogni volta che una carica è disponibile."
		"DOTA_Tooltip_modifier_riki_blinkstrike_slow" "Colpo lampo"
		"DOTA_Tooltip_modifier_riki_blinkstrike_slow_Description" "Velocità di movimento ridotta del %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_riki_dart" "Dardo sonnifero"
		"DOTA_Tooltip_modifier_riki_dart_Description" "Messo fuori combattimento dal dardo sonnifero di Riki."
		"DOTA_Tooltip_modifier_riki_poison_dart_debuff" "Dardo sonnifero"
		"DOTA_Tooltip_modifier_riki_poison_dart_debuff_Description" "Velocità di movimento ridotta del %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% per via della sonnolenza."

		//ENIGMA
		"DOTA_Tooltip_ability_enigma_malefice"											"Maleficio"
		"DOTA_Tooltip_ability_enigma_malefice_Description"								"Nome in inglese: <b><font color='#F2A93E'>Malefice</font></b>\n \nConcentra il potere di Enigma su un bersaglio, danneggiandolo e stordendolo ripetutamente in vari intervalli. Gli attacchi colpiscono ad un intervallo di %tick_rate% secondi."
		"DOTA_Tooltip_ability_enigma_malefice_Lore"										"Delle strane forze di gravità attirano al centro e immobilizzano coloro che osano affrontare Enigma."
		"DOTA_Tooltip_ability_enigma_malefice_stun_duration"							"DURATA DELLO STORDIMENTO:"
		"DOTA_Tooltip_ability_enigma_malefice_damage"									"DANNO PER COLPO:"
		"DOTA_Tooltip_ability_enigma_malefice_tooltip_stuns"							"INTERVALLI:"
		"DOTA_Tooltip_ability_enigma_demonic_conversion"								"Conversione demoniaca"
		"DOTA_Tooltip_ability_enigma_demonic_conversion_Description"					"Nome in inglese: <font color='#F2A93E'>Demonic Conversion</font>\n \nTrasforma un creep in tre frammenti di Enigma. Questi spettri sono tutti sotto il suo controllo, mentre gli attacchi che portano a segno in successione li moltiplicano ulteriormente. Quando accade, la salute degli spettri viene ripristinata."
		"DOTA_Tooltip_ability_enigma_demonic_conversion_Lore"							"Enigma può attirare parti di se stesso da altre dimensioni; il risultato è un trio di spettri oscuri che infestano la dimensione corporea."
		"DOTA_Tooltip_ability_enigma_demonic_conversion_Note0"							"Le Unità nemiche convertite daranno oro ed esperienza."
		"DOTA_Tooltip_ability_enigma_demonic_conversion_Note1"							"Le Unità alleate convertite saranno negate."
		"DOTA_Tooltip_ability_enigma_demonic_conversion_split_attack_count"				"ATTACCHI PER LA MOLTIPLICAZIONE:"
		"DOTA_Tooltip_ability_enigma_demonic_conversion_spawn_count"					"NUMERO DI SPETTRI GENERATI:"
		"DOTA_Tooltip_ability_enigma_demonic_conversion_eidolon_hp_tooltip"				"SALUTE DEGLI SPETTRI:"
		"DOTA_Tooltip_ability_enigma_demonic_conversion_eidolon_dmg_tooltip"			"DANNO D'ATTACCO DEGLI SPETTRI:"
		"DOTA_Tooltip_ability_enigma_demonic_conversion_abilityduration"				"DURATA:"
		"DOTA_Tooltip_ability_enigma_midnight_pulse"									"Impulso di mezzanotte"
		"DOTA_Tooltip_ability_enigma_midnight_pulse_Description"						"Nome in inglese: <b><font color='#F2A93E'>Midnight Pulse</font></b>\n \nRicopre un'area di risonanza oscura, danneggiando le Unità nemiche in base alla loro salute attuale."
		"DOTA_Tooltip_ability_enigma_midnight_pulse_Lore"								"Una sezione del mondo sprofonda lentamente nel vuoto."
		"DOTA_Tooltip_ability_enigma_midnight_pulse_Note0"								"Il danno ignora l'immunità agli incantesimi."
		"DOTA_Tooltip_ability_enigma_midnight_pulse_Note1"								"Questa abilità distrugge gli alberi nella sua area di effetto."
		"DOTA_Tooltip_ability_enigma_midnight_pulse_Note2"								"Molteplici istanze di Impulso di mezzanotte non sono cumulabili."
		"DOTA_Tooltip_ability_enigma_midnight_pulse_duration"							"DURATA:"
		"DOTA_Tooltip_ability_enigma_midnight_pulse_damage_percent"						"%DANNO AL SECONDO:"
		"DOTA_Tooltip_ability_enigma_midnight_pulse_radius"								"RAGGIO:"
		"DOTA_Tooltip_ability_enigma_black_hole"										"Buco nero"
		"DOTA_Tooltip_ability_enigma_black_hole_Description"							"Nome in inglese: <b><font color='#F2A93E'>Black Hole</font></b>\n \nCANALIZZATA - Evoca un vortice che risucchia tutte le Unità nemiche vicine. I nemici intrappolati nel Buco nero non possono muoversi, attaccare o usare abilità."
		"DOTA_Tooltip_ability_enigma_black_hole_shard_description"						"Buco nero attira le Unità in un'area di %shard_radius% senza interrompere le loro azioni. Il buco nero attrae ad una velocità di %shard_drag_speed%."
		"DOTA_Tooltip_ability_enigma_black_hole_scepter_description"					"Buco nero infligge ogni secondo un danno aggiuntivo pari al %scepter_pct_damage%%% della salute massima dell'Unità."
		"DOTA_Tooltip_ability_enigma_black_hole_Lore"									"Il terreno trema mentre Enigma invoca il vortice di distruzione definitivo, una singolarità capace di distruggere mondi."
		"DOTA_Tooltip_ability_enigma_black_hole_Note0"									"Disabilita i nemici ignorando l'immunità agli incantesimi."
		"DOTA_Tooltip_ability_enigma_black_hole_damage"								"DANNO AL SECONDO:"
		"DOTA_Tooltip_ability_enigma_black_hole_radius"								"RAGGIO:"
		"DOTA_Tooltip_ability_enigma_black_hole_duration"								"DURATA:"
		
		"DOTA_Tooltip_modifier_enigma_midnight_pulse_damage"						"Impulso di mezzanotte"
		"DOTA_Tooltip_modifier_enigma_midnight_pulse_damage_Description"			"Sta subendo %dMODIFIER_PROPERTY_TOOLTIP% danni al secondo."
		"DOTA_Tooltip_modifier_enigma_malefice"						"Maleficio"
		"DOTA_Tooltip_modifier_enigma_malefice_Description"			"Infligge %dMODIFIER_PROPERTY_TOOLTIP% danni e stordisce per %fMODIFIER_PROPERTY_TOOLTIP% secondi ogni %fMODIFIER_PROPERTY_TOOLTIP% secondi."
		"DOTA_Tooltip_modifier_demonic_conversion"					"Conversione demoniaca"
		"DOTA_Tooltip_modifier_demonic_conversion_Description"		"Questa entità è sotto il controllo di Enigma."
		"DOTA_Tooltip_modifier_enigma_black_hole_pull"				"Buco nero"
		"DOTA_Tooltip_modifier_enigma_black_hole_pull_Description"	"Subisce danni ogni secondo, è stordito e sta venendo attirato verso l'orizzonte degli eventi."
		"DOTA_Tooltip_modifier_enigma_black_hole_pull_scepter"				"Buco nero"
		"DOTA_Tooltip_modifier_enigma_black_hole_pull_scepter_Description"		"Viene attirato verso l'orizzonte degli eventi."

		//TINKER
		"DOTA_Tooltip_ability_tinker_laser"												"Laser"
		"DOTA_Tooltip_ability_tinker_laser_Description"									"Nome in inglese: <b><font color='#F2A93E'>Laser</font></b>\n \nSpara un intenso raggio di energia che danneggia il bersaglio e tutte le Unità nemiche nei dintorni. Il bersaglio principale viene anche accecato e fallirà tutti gli attacchi fisici."
		"DOTA_Tooltip_ability_tinker_laser_scepter_description"							"Migliora il Laser di Tinker in un Raggio restringente con +%scepter_bonus_cast_range% di gittata di lancio e in grado di ridurre le dimensioni, la salute attuale e la salute massima del bersaglio principale del %scepter_reduction_pct%%% (cumulabile) se si tratta di un Eroe. Il laser rimbalza una volta sul bersaglio più lontano, fino a %scepter_bounce_radius% di distanza dal bersaglio principale e con priorità agli Eroi."
		"DOTA_Tooltip_ability_tinker_laser_Lore"										"Boush ha perfezionato il suo laser tagliarocce nel suo laboratorio sotterraneo, senza mai considerarne il potenziale in combattimento."
		"DOTA_Tooltip_ability_tinker_laser_abilitycastrange"						"GITTATA DI LANCIO:"
		"DOTA_Tooltip_ability_tinker_laser_miss_rate"									"%PROBABILITÀ DEI NEMICI DI MANCARE GLI ATTACCHI PER L'ACCECAMENTO:"
		"DOTA_Tooltip_ability_tinker_laser_duration_hero"								"DURATA DELL'ACCECAMENTO SUGLI EROI:"	
		"DOTA_Tooltip_ability_tinker_laser_duration_creep"								"DURATA DELL'ACCECAMENTO SUI CREEP:"
		"DOTA_Tooltip_ability_tinker_laser_laser_damage"								"DANNO DEL LASER:"
		"DOTA_Tooltip_ability_tinker_laser_radius_explosion"							"RAGGIO DEL DANNO SECONDARIO:"
		"DOTA_Tooltip_ability_tinker_laser_splash_pct"									"%DANNO SECONDARIO:"
		"DOTA_Tooltip_ability_tinker_shrink_ray"										"Raggio restringente"
		"DOTA_Tooltip_ability_tinker_shrink_ray_Description"							"Nome in inglese: <b><font color='#F2A93E'>Shrink Ray</font></b>\n\nRimpicciolisce il nemico bersagliato e ne riduce la salute massima del 20%% per %duration% secondi."
		"DOTA_Tooltip_ability_tinker_shrink_ray_scale_reduction"						"%RIDUZIONE DEL MODELLO:"
		"DOTA_Tooltip_ability_tinker_shrink_ray_health_reduction"						"%RIDUZIONE DELLA SALUTE MASSIMA:"
		"DOTA_Tooltip_ability_tinker_shrink_ray_slow"									"%RIDUZIONE DELLA VELOCITÀ DI MOVIMENTO:"
		"DOTA_Tooltip_ability_tinker_heat_seeking_missile"								"Missili a ricerca di calore"
		"DOTA_Tooltip_ability_tinker_heat_seeking_missile_Description"					"Nome in inglese: <b><font color='#F2A93E'>Heat-Seeking Missile</font></b>\n \nLancia dei missili agli Eroi visibili più vicini entro un raggio di %radius% unità."
		"DOTA_Tooltip_ability_tinker_heat_seeking_missile_Lore"							"L'ultimo strumento che Boush riuscì a recuperare fu un lanciarazzi, riadattato con un sistema di guida automatica."
		"DOTA_Tooltip_ability_tinker_heat_seeking_missile_damage"						"DANNO:"
		"DOTA_Tooltip_ability_tinker_heat_seeking_missile_targets"						"BERSAGLI:"
		"DOTA_Tooltip_ability_tinker_heat_seeking_missile_speed"						"VELOCITÀ DEL MISSILE:"
		"DOTA_Tooltip_ability_tinker_warp_grenade"										"Raggio distorto"
		"DOTA_Tooltip_ability_tinker_warp_grenade_Description"							"Nome in inglese: <b><font color='#F2A93E'>Warp Flare</font></b>\n \nColpisce un nemico con un raggio che lo danneggia, lo teletrasporta ad una certa distanza e ne riduce la gittata di lancio e di attacco per %debuff_duration% secondi."
		"DOTA_Tooltip_ability_tinker_warp_grenade_damage"								"DANNO:"
		"DOTA_Tooltip_ability_tinker_warp_grenade_knockback_distance"					"DISTANZA DEL TELETRASPORTO:"		
		"DOTA_Tooltip_ability_tinker_warp_grenade_range_reduction"						"%RIDUZIONE DELLA GITTATA DI LANCIO/ATTACCO:"
		"DOTA_Tooltip_ability_tinker_warp_grenade_abilitycooldown" 				"TEMPO DI RICARICA:"
        "DOTA_Tooltip_ability_tinker_warp_grenade_abilitymanacost" 				"COSTO IN MANA:"	
		"DOTA_Tooltip_ability_tinker_march_of_the_machines"								"Marcia delle macchine"
		"DOTA_Tooltip_ability_tinker_march_of_the_machines_Description"					"Nome in inglese: <font color='#F2A93E'>March of the Machines</font>\n \nEvoca un esercito di servitori robotici incaricati di distruggere le Unità nemiche in un'area attorno a Tinker."
		"DOTA_Tooltip_ability_tinker_march_of_the_machines_Lore"						"Anche se il laboratorio è stato sigillato da un bel pezzo, l'abilità di richiamare via radio droni robotici è ancora attiva."
		"DOTA_Tooltip_ability_tinker_march_of_the_machines_Note0"						"Verranno generati %machines_per_sec% robot al secondo."
		"DOTA_Tooltip_ability_tinker_march_of_the_machines_radius"						"RAGGIO:"
		"DOTA_Tooltip_ability_tinker_march_of_the_machines_duration"					"DURATA:"
		"DOTA_Tooltip_ability_tinker_march_of_the_machines_damage"						"DANNO:"
		"DOTA_Tooltip_ability_tinker_rearm"												"Riarmo"
		"DOTA_Tooltip_ability_tinker_rearm_abilitydraft_note"							"Per le abilità che fanno uso di cariche, verrà aggiunta una singola carica ad ogni utilizzo di Riarmo."
		"DOTA_Tooltip_ability_tinker_rearm_Description"									"Nome in inglese: <font color='#F2A93E'>Rearm</font>\n \nCANALIZZATA - Azzera l'attesa delle abilità di Tinker e della maggior parte degli oggetti."
		"DOTA_Tooltip_ability_tinker_rearm_Lore"										"Una nuova batteria qui, un altro set di razzi lì, Boush migliora di continuo la tecnologia esistente."
		"DOTA_Tooltip_ability_tinker_rearm_Note0"										"Riarmo funziona con tutti gli oggetti ad eccezione di Disco Eterno, Stivali Arcani, Bastone del Re Nero, Mano di Mida, Elmo del Dominatore, Sfera di Linken, Martello della Meteora, Pipa dell'Intuizione, Tomo della Conoscenza, Globo del Ristoro e qualsiasi oggetto neutrale."
		"DOTA_Tooltip_ability_tinker_rearm_abilitychanneltime"								"TEMPO DI RIARMAMENTO:"
		"DOTA_Tooltip_ability_tinker_defense_matrix"					"Matrice difensiva"
		"DOTA_Tooltip_ability_tinker_defense_matrix_damage_absorb"		"DANNO ASSORBITO:"
		"DOTA_Tooltip_ability_tinker_defense_matrix_status_resistance"		"RESISTENZA AGLI STATI ALTERATI:"
		"DOTA_Tooltip_ability_tinker_defense_matrix_barrier_duration"		"DURATA:"
		"DOTA_Tooltip_ability_tinker_defense_matrix_Description"    	"Nome in inglese: <b><font color='#F2A93E'>Defense Matrix</font></b>\n\nBersaglia un'Unità alleata, proteggendola con una barriera che blocca una certa quantità di danno e aumenta la resistenza agli stati alterati."
		"DOTA_Tooltip_ability_tinker_keen_teleport"					"Trasferimento degli Smilzi"
		"DOTA_Tooltip_ability_tinker_keen_teleport_Lore"					"Come Boush suole dire: \"Non esiste potere arcano che una mente curiosa non possa riprodurre con il tempo dovuto. E ovviamente con i fondi sufficienti.\""
		"DOTA_Tooltip_ability_tinker_keen_teleport_Description"		"Nome in inglese: <b><font color='#F2A93E'>Keen Conveyance</font></b>\n\nTeletrasportati verso una struttura alleata dopo una canalizzazione di %abilitychanneltime% secondi. Il livello 2 consente di teletrasportarsi verso le Unità alleate, mentre il livello 3 verso gli Eroi alleati."

		"DOTA_Tooltip_modifier_tinker_laser_blind"					"Laser"
		"DOTA_Tooltip_modifier_tinker_laser_blind_Description"		"Sta mancando il %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% degli attacchi."
		"DOTA_Tooltip_modifier_tinker_rearm"						"Riarmo"
		"DOTA_Tooltip_modifier_tinker_rearm_Description"			"Sta azzerando i tempi di attesa delle abilità."
		"DOTA_Tooltip_modifier_tinker_defense_matrix"				"Matrice difensiva"
		"DOTA_Tooltip_modifier_tinker_defense_matrix_Description"	"Assorbe il danno subito e fa ottenere il %dMODIFIER_PROPERTY_STATUS_RESISTANCE_STACKING%%% di resistenza agli stati alterati."
		"DOTA_Tooltip_modifier_tinker_warp_grenade"					"Raggio distorto"
		"DOTA_Tooltip_modifier_tinker_warp_grenade_Description"		"Gittata di lancio ridotta del %dMODIFIER_PROPERTY_CAST_RANGE_BONUS_PERCENTAGE%%% e gittata d'attacco ridotta del %dMODIFIER_PROPERTY_ATTACK_RANGE_BONUS_PERCENTAGE%%% a causa della distorsione spazio-temporale."



		//SNIPER
		"DOTA_Tooltip_ability_sniper_shrapnel"											"Schegge"
		"DOTA_Tooltip_ability_sniper_shrapnel_Description"								"Nome in inglese: <b><font color='#F2A93E'>Shrapnel</font></b>\n \nConsuma una carica per lanciare una granata che inonda l'area selezionata di pallettoni esplosivi. I nemici nell'area subiscono danni e si muovono più lentamente. Dona visibilità nell'area bersagliata. Le cariche di Schegge si ripristinano ogni %abilitychargerestoretime% secondi."
		"DOTA_Tooltip_ability_sniper_shrapnel_Lore"										"Il fucile modulare di Kardel è in grado di sparare munizioni incendiarie, utili per assaltare posizioni trincerate."
		"DOTA_Tooltip_ability_sniper_shrapnel_Note0"									"Il danno viene inflitto 11 volte, immediatamente dopo l'effetto dell'abilità e poi ogni secondo."
		"DOTA_Tooltip_ability_sniper_shrapnel_Note1"									"Non danneggia le strutture."
		"DOTA_Tooltip_ability_sniper_shrapnel_Note2"									"Fornisce visione nell'area bersagliata."
		"DOTA_Tooltip_ability_sniper_shrapnel_slow_movement_speed"						"%RIDUZIONE DELLA VELOCITÀ DI MOVIMENTO:"
		"DOTA_Tooltip_ability_sniper_shrapnel_radius"									"RAGGIO:"
		"DOTA_Tooltip_ability_sniper_shrapnel_duration"									"DURATA:"
		"DOTA_Tooltip_ability_sniper_shrapnel_shrapnel_damage"							"DANNO:"
		"DOTA_Tooltip_ability_sniper_headshot"											"Colpo alla testa"
		"DOTA_Tooltip_ability_sniper_headshot_Description"								"Nome in inglese: <b><font color='#F2A93E'>Headshot</font></b>\n \nSniper migliora la sua precisione, ottenendo una probabilità di infliggere danni aggiuntivi e respingere brevemente i suoi nemici."
		"DOTA_Tooltip_ability_sniper_headshot_Lore"										"Sparare a casaccio sugli stambecchi durante la sua infanzia ha raffinato meticolosamente la precisione contro i combattenti nemici."
		"DOTA_Tooltip_ability_sniper_headshot_Note0"									"Funziona sui creep alleati."
		"DOTA_Tooltip_ability_sniper_headshot_proc_chance"								"%PROBABILITÀ:"
		"DOTA_Tooltip_ability_sniper_headshot_knockback_distance"						"DISTANZA DELLA RESPINTA:"
		"DOTA_Tooltip_ability_sniper_take_aim"											"Mira migliorata"
		"DOTA_Tooltip_ability_sniper_take_aim_Description"								"Nome in inglese: <b><font color='#F2A93E'>Take Aim</font></b>\n \nEstende la gittata d'attacco del fucile di Sniper. L'abilità può essere attivata per ottenere il %headshot_chance%%% di probabilità di Colpo alla testa per 3 secondi. Sniper viene rallentato del %slow%%% per tutta la durata."
		"DOTA_Tooltip_ability_sniper_take_aim_Lore"										"Kardel tende a restare lontano dai pericoli il più possibile, ma senza lasciare che la cosa interferisca con il suo scopo, garantendogli una mira molto più precisa."
		"DOTA_Tooltip_ability_sniper_take_aim_bonus_attack_range"						"GITTATA AGGIUNTIVA:"
		"DOTA_Tooltip_ability_sniper_assassinate"										"Assassinio"
		"DOTA_Tooltip_ability_sniper_assassinate_Description"							"Nome in inglese: <b><font color='#F2A93E'>Assassinate</font></b>\n \nSniper prende di mira l'Unità nemica bersagliata e, dopo un breve periodo di tempo, spara un colpo devastante che infligge danni a lunga gittata e applica un mini-stordimento al bersaglio."
		"DOTA_Tooltip_ability_sniper_assassinate_scepter_description"					"Fa sì che il colpo di Assassinio venga sparato più velocemente e disabiliti il bersaglio nemico."
		"DOTA_Tooltip_ability_sniper_assassinate_Lore"									"Per poter realizzare la profezia e ritornare alla sua città natale, Kardel deve eseguire un altro tiro perfetto come quello della sua prova antica."
		"DOTA_Tooltip_ability_sniper_assassinate_Note0"									"L'effetto del mirino è visibile soltanto dagli alleati."
		"DOTA_Tooltip_ability_sniper_assassinate_Note1"									"L'invisibilità non permette di evitare il proiettile."
		"DOTA_Tooltip_ability_sniper_assassinate_Note2"									"Può interrompere le abilità canalizzate, anche sulle Unità dotate di immunità agli incantesimi."
		"DOTA_Tooltip_ability_sniper_assassinate_abilitycastrange"						"GITTATA DI LANCIO:"
		"DOTA_Tooltip_ability_sniper_assassinate_abilitycastpoint"						"DURATA DELLA MIRA:"
		"DOTA_Tooltip_ability_sniper_assassinate_scepter_stun_duration"						"DURATA DELLO STORDIMENTO:"
		"DOTA_Tooltip_ability_sniper_assassinate_scepter_cast_point"						"DURATA DELLA MIRA:"
		
		"DOTA_Tooltip_ability_sniper_concussive_grenade"						        "Granata a concussione"
		"DOTA_Tooltip_ability_sniper_concussive_grenade_Description"			        "Nome in inglese: <b><font color='#F2A93E'>Concussive Grenade</font></b>\n\nLancia una granata nell'area bersagliata, danneggiando i nemici presenti e respingendo sia i nemici che Sniper stesso. I nemici colpiti subiscono un rallentamento dopo la respinta."
		"DOTA_Tooltip_ability_sniper_concussive_grenade_damage"							"DANNO:"
		"DOTA_Tooltip_ability_sniper_concussive_grenade_radius"							"RAGGIO:"
		"DOTA_Tooltip_ability_sniper_concussive_grenade_slow"							"%RIDUZIONE DELLA VELOCITÀ DI MOVIMENTO:"
		"DOTA_Tooltip_ability_sniper_concussive_grenade_debuff_duration"				"DURATA DEL RALLENTAMENTO:"
		"DOTA_Tooltip_ability_sniper_concussive_grenade_knockback_distance"				"DISTANZA DELLA RESPINTA:"

		"DOTA_Tooltip_modifier_sniper_concussive_grenade_slow"							"Rallentamento di Granata a concussione"
		"DOTA_Tooltip_modifier_sniper_concussive_grenade_slow_Description"				"Rallentato del 50%% e disarmato."

		"DOTA_Tooltip_modifier_sniper_shrapnel_charge_counter"	"Cariche di Schegge"
		"DOTA_Tooltip_modifier_sniper_shrapnel_charge_counter_Description"	"Puoi usare Schegge ogni volta che una carica è disponibile."
		"DOTA_Tooltip_modifier_sniper_shrapnel_slow"				"Rallentamento (Schegge)"
		"DOTA_Tooltip_modifier_sniper_shrapnel_slow_Description"		"Velocità di movimento ridotta del %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."	
