"dota"
{
"DOTA_Accept"	"Αποδοχή"
"DOTA_Chat_RequestedToJoinParty"	"Ζήτησε να συνδεθεί: {s:party_members}"
"DOTA_Chat_PartyMemberSeparator"	", "
"DOTA_Feature_Under_Construction_Title"	"Υπό κατασκευή"
"DOTA_Feature_Under_Construction_Text"	"Αυτή η λειτουργία βρίσκεται υπό κατασκευή και δεν είναι διαθέσιμη ακόμα."
"DOTA_Treasure_Purchase_Under_Construction_Text"	"Οι αγορές θησαυρών δεν είναι ακόμα διαθέσιμες, ωστόσο αγορές από το κατάστημα Dota υποστηρίζονται. Δείτε σετ αντικειμένων στην αριστερή πλευρά της διαθέσιμης λίστας σετ αντικειμένων."
"DOTA_Marketplace_Purchase_Under_Construction_Text"	"Οι αγορές από την Αγορά δεν είναι ακόμα διαθέσιμες, ωστόσο αγορές από το κατάστημα Dota υποστηρίζονται. Δείτε σετ αντικειμένων στην αριστερή πλευρά της διαθέσιμης λίστας σετ αντικειμένων."
"DOTA_PartyJoinRequest_Title"	"ΑΙΤΗΜΑ ΠΡΟΣΧΩΡΗΣΗΣ ΣΕ ΠΑΡΕΑ"
"DOTA_PartyJoinRequest_Description"	"Ο {g:dota_persona:b:inviter} ζητάει να προσχωρήσει στην παρέα σας."
"DOTA_PartyMergeRequest_Title"	"Αίτημα συγχώνευσης παρέας"
"DOTA_PartyMergeRequest_Description"	"Ο {g:dota_persona:b:inviter} ζητάει η παρέα του να προσχωρήσει στη δική σας."
"DOTA_PartyMergeRequestLowPriWarning"	"Σημείωση: η αποδοχή του αιτήματος θα κληροδοτήσει στην παρέα σας κατάσταση χαμηλής προτεραιότητας."
"DOTA_PartyInvite_Title"	"ΠΡΟΣΚΛΗΣΗ ΣΕ ΠΑΡΕΑ"
"DOTA_Invite_IOfN"	"{d:received_invite_index} από {d:received_invite_count}"
"DOTA_PartyInvite_Description"	"Ο {g:dota_persona:b:inviter} σας προσκάλεσε σε παρέα."
"DOTA_PartyInvite_LowPriority_Title"	"ΠΡΟΣΚΛΗΣΗ ΣΕ ΠΑΡΕΑ ΧΑΜΗΛΗΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ"
"DOTA_PartyInvite_LowPriority_Description"	"Ο {g:dota_persona:b:inviter} σας προσκάλεσε σε παρέα χαμηλής προτεραιότητας."
"DOTA_PartyInvite_BlockPartyLeader"	"Αποκλεισμός κάθε επικοινωνίας με {g:dota_persona:b:inviter}"
"DOTA_LobbyInvite_BlockInviter"	"Αποκλεισμός κάθε επικοινωνίας με αυτόν τον παίκτη"
"DOTA_PartyInvite_BlockNonFriendInvites"	"Αποκλεισμός προσκλήσεων από παίκτες εκτός λίστας φίλων"
"DOTA_PartyInvite_BlockNonFriendInvitesDescription"	"Μπορεί να εναλλαχθεί στις Επιλογές/Προφίλ του παραθύρου ρυθμίσεων"
"DOTA_PartyInvite_Expired"	"ΤΟ ΑΙΤΗΜΑ ΑΚΥΡΩΘΗΚΕ Ή ΔΕΝ ΕΙΝΑΙ ΠΛΕΟΝ ΕΓΚΥΡΟ."
"DOTA_PartyInvite_Coach"	"Καθοδηγητής:"
"DOTA_PartyVisTooltip_TitleOpen"	"Αναζήτηση μελών παρέας: Ενεργή"
"DOTA_PartyVisTooltip_TitleNotOpen"	"Αναζήτηση μελών παρέας: Ανενεργή"
"DOTA_PartyVisTooltip_SoloNotOpen"	"Πατήστε για να αλλάξετε την κατάστασή σας."
"DOTA_PartyVisTooltip_SoloOpen"	"Οι φίλοι μπορούν να αποστείλουν αίτημα για να συνδεθούν μαζί σας.<br/>Πατήστε για να αλλάξετε την κατάστασή σας."
"DOTA_PartyVisTooltip_LeaderOpen"	"Αιτήματα σύνδεσης από φίλους μελών της παρέα γίνονται αυτόματα αποδεκτά.<br/>Πατήστε για απενεργοποίηση κατάστασης ανοικτής παρέας."
"DOTA_PartyVisTooltip_LeaderOpenManualAccept"	"Οι φίλοι μελών της παρέας μπορούν να αποστείλουν αιτήματα για να συνδεθούν μαζί σας.<br/>Πατήστε για απενεργοποίηση κατάστασης ανοικτής παρέας."
"DOTA_PartyVisTooltip_LeaderNotOpen"	"Οι φίλοι μελών της παρέας μπορούν να αποστείλουν αιτήματα για να συνδεθούν μαζί σας.<br/>Πατήστε για ενεργοποίηση κατάστασης ανοικτής παρέας, ώστε να το δουν οι φίλοι σας."
"DOTA_PartyVisTooltip_NotOpenHidden"	"Κρύβετε τη συμμετοχή σε αυτή την παρέα από τους φίλους σας, σύμφωνα με τις ρυθμίσεις ιδιωτικότητάς σας<br/>Σημείωση: Τα υπόλοιπα μέλη της παρέας μπορεί να επιτρέπουν στους φίλους τους να δουν την παρέα και να ζητήσουν να συνδεθούν."
"DOTA_PartyVisTooltip_NonLeaderOpen"	"Αιτήματα σύνδεσης από φίλους.<br/>Πατήστε για απενεργοποίηση κατάστασης ανοικτής παρέας."
"DOTA_PartyVisTooltip_NonLeaderNotOpen"	"Οι φίλοι μελών της παρέας μπορούν να αποστείλουν αιτήματα για να συνδεθούν μαζί σας.<br/>Μόνο ο αρχηγός της παρέας μπορεί να αποδεχθεί τα αιτήματα σύνδεσης.<br/>Πατήστε για ενεργοποίηση κατάστασης ανοικτής παρέας, ώστε να το δουν οι φίλοι σας."
"DOTA_TogglePartyOpenMic_Tooltip"	"Εναλλαγή ανοικτού μικροφώνου παρέας"
"DOTA_PartySettings"	"Επιλογές παρέας"
"DOTA_PartySettings_OpenParty"	"Άνοιγμα παρέας σε αιτήματα σύνδεσης"
"DOTA_PartySettings_BroadcastToFriends"	"Να βλέπουν οι φίλοι μου όταν είμαι σε παρέα"
"DOTA_PartySettings_OpenState_NotOpen"	"Ο αρχηγός της παρέας δεν έχει επισημάνει την παρέα ως ανοικτή ώστε να δέχεται αιτήματα σύνδεσης."
"DOTA_PartySettings_OpenState_NotOpenLeader"	"Αυτή η παρέα δεν είναι ανοικτή για να δέχεται αιτήματα σύνδεσης."
"DOTA_PartySettings_OpenState_OpenButHiddenFromFriends"	"Αυτή η παρέα είναι ανοικτή για να δέχεται αιτήματα σύνδεσης. Δεν είναι ορατή στους φίλους σας αλλά μπορεί να είναι ορατή σε φίλους άλλων μελών της παρέας."
"DOTA_PartySettings_OpenState_Open"	"Αυτή η παρέα είναι ανοικτή για να δέχεται αιτήματα σύνδεσης και ορατή στους φίλους σας. Επίσης μπορεί να είναι ορατή σε φίλους άλλων μελών της παρέας."
"DOTA_LobbyInvite_Title"	"ΠΡΟΣΚΛΗΣΗ ΣΕ ΛΟΜΠΙ"
"DOTA_LobbyInvite_Description"	"Ο {g:dota_persona:inviter} σας προσκάλεσε σε λόμπι."
"DOTA_PartyJoinedLobby_Title"	"Συνδεθήκατε στο λόμπι"
"DOTA_PartyJoinedLobby_Generic"	"Ο {s:party_leader} σας μετακίνησε σε λόμπι."
"DOTA_PartyJoinedLobby_Custom"	"Ο {s:party_leader} σας μετακίνησε σε λόμπι {s:custom_game}."
"DOTA_PartyLeader"	"Αρχηγός παρέας"
"DOTA_LobbyKicked_Header"	"ΔΙΩΞΙΜΟ ΑΠΟ ΛΟΜΠΙ"
"DOTA_LobbyKicked_Message"	"Ο υπεύθυνος λόμπι σας έδιωξε από το λόμπι παιχνιδιού."
"DOTA_PlayerContextMenu_ViewProfile"	"ΠΡΟΒΟΛΗ ΠΡΟΦΙΛ"
"DOTA_PlayerContextMenu_ChatWithPlayer"	"ΑΠΟΣΤΟΛΗ ΜΗΝΥΜΑΤΟΣ"
"DOTA_PlayerContextMenu_InviteToParty"	"ΠΡΟΣΚΛΗΣΗ ΣΕ ΠΑΡΕΑ"
"DOTA_PlayerContextMenu_SuggestInviteToParty"	"ΠΡΟΤΑΣΗ ΠΡΟΣΚΛΗΣΗΣ ΣΕ ΠΑΡΕΑ"
"DOTA_PlayerContextMenu_KickFromParty"	"ΔΙΩΞΙΜΟ ΑΠΟ ΠΑΡΕΑ"
"DOTA_PlayerContextMenu_SetPartyLeader"	"ΟΡΙΣΜΟΣ ΑΡΧΗΓΟΥ ΠΑΡΕΑΣ"
"DOTA_PlayerContextMenu_LeaveParty"	"ΕΞΟΔΟΣ ΑΠΟ ΠΑΡΕΑ"
"DOTA_PlayerContextMenu_CoachParty"	"ΚΑΘΟΔΗΓΗΣΗ ΠΑΡΕΑΣ"
"DOTA_PlayerContextMenu_StopCoachingParty"	"ΔΙΑΚΟΠΗ ΚΑΘΟΔΗΓΗΣΗΣ ΠΑΡΕΑΣ"
"DOTA_PlayerContextMenu_AddFriend"	"ΠΡΟΣΘΗΚΗ ΦΙΛΟΥ"
"DOTA_PlayerContextMenu_RemoveFriend"	"ΑΦΑΙΡΕΣΗ ΦΙΛΟΥ"
"DOTA_PlayerContextMenu_AcceptFriendRequest"	"ΑΠΟΔΟΧΗ ΑΙΤΗΜΑΤΟΣ ΦΙΛΙΑΣ"
"DOTA_PlayerContextMenu_IgnoreFriendRequest"	"ΑΓΝΟΗΣΗ ΑΙΤΗΜΑΤΟΣ ΦΙΛΙΑΣ"
"DOTA_PlayerContextMenu_Spectate"	"ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΠΑΙΧΝΙΔΙΟΥ"
"DOTA_PlayerContextMenu_InviteToLobby"	"ΠΡΟΣΚΛΗΣΗ ΣΤΟ ΛΟΜΠΙ"
"DOTA_PlayerContextMenu_SuggestInviteToLobby"	"ΠΡΟΤΑΣΗ ΠΡΟΣΚΛΗΣΗΣ ΣΤΟ ΛΟΜΠΙ"
"DOTA_PlayerContextMenu_KickFromLobby"	"ΔΙΩΞΙΜΟ ΑΠΟ ΤΟ ΛΟΜΠΙ"
"DOTA_PlayerContextMenu_KickFromLobbyTeam"	"ΔΙΩΞΙΜΟ ΑΠΟ ΛΟΜΠΙ ΟΜΑΔΑΣ"
"DOTA_FeaturedHero_UnableToLoad"	"Αδυναμία φόρτωσης προαβαλλόμενων ηρώων."
"DOTA_FeaturedHero_ViewGrid"	"Προβολή πλέγματος"
"DOTA_FeaturedHero_HeroName"	"{s:hero_name}"
"DOTA_FeaturedHero_ItemName"	"{g:dota_item_name:item_def}"
"DOTA_FeaturedHeroReason_NewHero"	"Νέος ήρωας"
"DOTA_FeaturedHeroReason_NewItem"	"Νέο {s:item_rarity}"
"DOTA_FeaturedHeroReason_FrequentlyPlayedHero"	"Επειδή παίξατε"
"DOTA_FeaturedHeroReason_FeaturedItem"	"Προβαλλόμενο αντικείμενο"
"DOTA_FeaturedHeroReason_PopularItem"	"Κορυφαίος πωλητής"
"DOTA_FeaturedHeroReason_SaleItem"	"Σε προσφορά"
"DOTA_NewFeaturedHero_WinterWyvern"	"Με έναν ψυχρό αέρα, το Eldwurm έρχεται."
"DOTA_HeroSelectorCategory_Default"	"Όλοι οι ήρωες"
"DOTA_HeroSelectorCategory_NewItems"	"Νέα αντικείμενα"
"DOTA_HeroSelectorCategory_Favorites"	"Αγαπημένα"
"DOTA_HeroSelectorCategory_MostPlayed"	"Περισσότερο συχνοί"
"DOTA_HeroSelectorCategory_LeastPlayed"	"Λιγότερο συχνοί"
"DOTA_HeroSelectorCategory_HaveItems"	"Έχω αντικείμενα για"
"DOTA_HeroSelectorCategory_PrimaryAttribute_Strength"	"ΔΥΝΑΜΗ"
"DOTA_HeroSelectorCategory_PrimaryAttribute_Agility"	"ΣΒΕΛΤΑΔΑ"
"DOTA_HeroSelectorCategory_PrimaryAttribute_Intelligence"	"ΕΥΦΥΪΑ"
"DOTA_HeroSelectorCategory_AttackRange_Melee"	"ΕΞ ΕΠΑΦΗΣ"
"DOTA_HeroSelectorCategory_AttackRange_Ranged"	"ΑΠΟ ΜΑΚΡΙΑ"
"DOTA_HeroSelector_SelectHero_Label"	"ΕΠΙΛΟΓΗ"
"DOTA_HeroSelector_ClearFilters"	"Εκκαθάριση φίλτρων"
"DOTA_OwnedItemSet_Selector_Title"	"ΣΤΗΝ ΚΑΤΟΧΗ"
"DOTA_EquippedItemSet_Selector_Title"	"ΕΞΟΠΛΙΣΜΕΝΟ"
"DOTA_OwnedItemSet_Available_Title"	"ΔΙΑΘΕΣΙΜΑ"
"DOTA_FeaturedItemSet_Selector_Title"	"Προβαλλόμενο"
"DOTA_AllItemSet_Selector_Title"	"Όλα"
"DOTA_ConfirmLANLobby_title"	"ΤΟΠΙΚΟ ΠΑΙΧΝΙΔΙ"
"DOTA_ConfirmLANLobby_desc"	"Ένα τοπικό παιχνίδι διεξάγεται στον υπολογιστή σας. Οι απαιτήσεις συστήματος είναι υψηλότερες για τη διεξαγωγή τοπικών παιχνιδιών."
"DOTA_ConfirmLANLobbyDisconnect_title"	"Έξοδος από το τοπικό λόμπι;"
"DOTA_ConfirmLANLobbyDisconnect_desc"	"Το τρέχον λόμπι διεξάγεται στον υπολογιστή σας. Η αποσύνδεση θα τερματίσει το παιχνίδι για όλους τους παίκτες. Συνέχεια;"
