"dota"
{
"DOTA_Accept"	"Accepter"
"DOTA_Workshop_Error_VMTCount"	"Le modèle %s1 utilise plusieurs matériels. Un seul matériel par modèle est autorisé pour tous les LODs.\nMatériels trouvés :\n\n%s2"
"DOTA_Workshop_Error_TextureNameA"	"Impossible de reconnaître le nom du fichier .TGA choisi. Les textures doivent se terminer par l'un des suffixes suivants : _color, _normal, _mask1, _mask2"
"DOTA_Workshop_Error_TextureNameB"	"Impossible de trouver un fichier .TGA correspondant au suffixe suivant :\n %s1"
"DOTA_Workshop_RequiredFileError"	"Fichier non trouvé !"
"DOTA_Workshop_RequiredFile_Name"	"Impossible de trouver un des fichiers exigés avec le nom suivant :\n %s1"
"DOTA_Workshop_ZipError"	"Erreur de fichier !"
"DOTA_Workshop_ZipError_Desc"	"Impossible de créer le fichier zip de soumission temporaire dans : %s1"
"DOTA_Workshop_Error"	"Erreur d'importation"
"DOTA_Workshop_Error_Unskinned"	"Impossible de trouver dans l'équipement des bones correspondent aux bones du modèle de ce héros. Les équipements soumis doivent être modélisés avec les bones du héros."
"DOTA_Workshop_Error_NoManifest"	"Le fichier Zip ne contient pas manifest.txt."
"DOTA_Workshop_Quicksave_Fail"	"Échec de l'enregistrement"
"DOTA_Workshop_Quicksave_Fail_Desc"	"Impossible de sauvegarder l'état d'importation dans %s1"
"DOTA_Workshop_Quickload_Fail"	"Échec du chargement"
"DOTA_Workshop_Quickload_Fail_Desc"	"Échec du chargement : le fichier de sauvegarde est introuvable dans %s1"
"DOTA_Workshop_NotInTest"	"Publication impossible dans Dota 2 Test"
"DOTA_Workshop_NotInTest_Desc"	"Veuillez utiliser le client principal de Dota 2 pour interagir avec le Steam Workshop."
"DOTA_Workshop_Import"	"Importer"
"DOTA_Workshop_Importing"	"Importation"
"DOTA_Workshop_Import_Success"	"IMPORTATION RÉUSSIE"
"DOTA_Workshop_Import_Failed"	"ÉCHEC DE L'IMPORTATION"
"DOTA_Workshop_OutOfBudget"	"%s1 dépasse le montant total de triangles :\n %s2 comporte %s3 triangles, alors que le montant total n'en autorise que %s4."
"DOTA_Workshop_LOD0Title_Ward"	"Géométrie du portrait"
"DOTA_Workshop_LOD0Desc_Ward"	"Voici le fichier .DMX, .SMD, ou .FBX utilisant la résolution la plus élevée du modèle skinné de votre ward. Il ne sera utilisé que dans les vues-portraits."
"DOTA_Workshop_LOD1Title_Ward"	"Géométrie en jeu"
"DOTA_Workshop_LOD1Desc_Ward"	"Il s'agit du fichier .DMX, .SMD ou .FBX qui contient la géométrie de votre objet. Il sera utilisé en jeu."
"DOTA_Workshop_Mat0Title_Ward"	"Fichiers texture de l'Observer"
"DOTA_Workshop_Mat0Desc_Ward"	"Il s'agit du fichier _color .TGA qui texture les fichiers de géométrie de la Sentry Ward. Les fichiers _normal, _mask1 et _mask2 (.TGA) pour les Wards sont facultatifs. Si nous les trouvons dans le même répertoire, nous les utiliserons."
"DOTA_Workshop_Mat1Title_Ward"	"Fichiers texture de Sentry"
"DOTA_Workshop_Mat1Desc_Ward"	"Il s'agit du fichier _color .TGA qui texture les fichiers de géométrie de la Sentry Ward. Les fichiers _normal, _mask1 et _mask2 (.TGA) pour les Wards sont facultatifs. Si nous les trouvons dans le même répertoire, nous les utiliserons."
"DOTA_Workshop_Animation_Spawn"	"Apparition"
"DOTA_Workshop_Animation_Idle"	"Inactif"
"DOTA_Workshop_Animation_IdleAlt"	"Inactif (alternatif)"
"DOTA_Workshop_Animation_IdleRare"	"Inactif (rare)"
"DOTA_Workshop_Animation_Run"	"Course"
"DOTA_Workshop_Animation_RunAlt"	"Course (alternative)"
"DOTA_Workshop_Animation_RunRare"	"Course (rare)"
"DOTA_Workshop_Animation_RunHaste"	"Course (Haste)"
"DOTA_Workshop_Animation_RunInjured"	"Course (blessé)"
"DOTA_Workshop_Animation_Die"	"Mort"
"DOTA_Workshop_Animation_Die2"	"Mort alternative"
"DOTA_Workshop_Animation_Attack"	"Attaque"
"DOTA_Workshop_Animation_Attack_Desc"	"Les animations d'attaques personnalisées doivent correspondre avec le timing des animations par défaut de l'unité."
"DOTA_Workshop_Animation_AttackB"	"Attaque alternative"
"DOTA_Workshop_Animation_AttackB_Desc"	"Une animation d'attaque alternative qui s'exécute de manière aléatoire au lieu de l'animation ATTAQUE."
"DOTA_Workshop_Animation_Attack2"	"Attaque main secondaire"
"DOTA_Workshop_Animation_Attack2_Desc"	"Une animation d'attaque alternative qui s'exécute de manière aléatoire au lieu de l'animation ATTAQUE. Les effets de frappe / projectiles se produiront à partir de l'attachement OFFHAND ATTACK POINT au lieu de l'attachement de base ATTACK POINT."
"DOTA_Workshop_Animation_Attack2B"	"Attaque alternative main secondaire"
"DOTA_Workshop_Animation_Attack2B_Desc"	"Une animation d'attaque alternative qui s'exécute de manière aléatoire au lieu de l'animation ATTAQUE. Les effets de frappe / projectiles se produiront à partir de l'attachement OFFHAND ATTACK POINT au lieu de l'attachement de base ATTACK POINT."
"DOTA_Workshop_Animation_Flail"	"Se débattre"
"DOTA_Workshop_Animation_Flail_Desc"	"Une animation utilisée lorsque l'unité est rendue inoffensive et se trouve en mouvement  (ex. dans un cyclone, sous un effet \"black hole\" ou encore lancée en l'air)."
"DOTA_Workshop_Animation_Disabled"	"Disabled / Étourdit"
"DOTA_Workshop_Animation_TurnPoseCenter"	"Pose orientée au centre (facultatif)"
"DOTA_Workshop_Animation_TurnPoseLeft"	"Pose orientée à gauche (facultatif)"
"DOTA_Workshop_Animation_TurnPoseRight"	"Pose orientée à droite (facultatif)"
"DOTA_Workshop_Animation_TurnPoseCenter_Desc"	"Une image unique de la pose face avant de l'unité. En général, vous pouvez simplement réutiliser la frame 0 de l'animation de course (run). Si défini, vous devrez fournir les orientations des poses Gauche et Droite."
"DOTA_Workshop_Animation_TurnPoseLeft_Desc"	"Une image unique de la pose de l'unité tournant à gauche. Lorsque l'unité tourne à gauche, nous fusionnerons cette pose avec celle du Centre. Si défini, vous devrez fournir les orientations des poses Centre et Droite."
"DOTA_Workshop_Animation_TurnPoseRight_Desc"	"Une image unique de la pose de l'unité tournant à droite. Lorsque l'unité tourne à droite, nous fusionnerons cette pose avec celle du Centre. Si défini, vous devrez fournir les orientations des poses Centre et Gauche."
"DOTA_Workshop_Animation_PortraitIdle"	"Portrait inactif"
"DOTA_Workshop_Animation_PortraitRare"	"Portrait inactif (rare)"
"DOTA_Workshop_Animation_BackLeftIdle"	"Vue arrière inactive"
"DOTA_Workshop_Animation_LeftIdle"	"Inactif gauche"
"DOTA_Workshop_Animation_RightIdle"	"Inactif droite"
"DOTA_Workshop_Animation_BackRightIdle"	"Vue arrière droite inactif"
"DOTA_Workshop_Animation_BackLeftAttack"	"Attaque arrière gauche"
"DOTA_Workshop_Animation_LeftAttack"	"Attaque à gauche"
"DOTA_Workshop_Animation_RightAttack"	"Attaque à droite"
"DOTA_Workshop_Animation_BackRightAttack"	"Attaque arrière droite"
"DOTA_Workshop_Animation_Center_Desc"	"Considérez celle-ci comme l'animation centrale. Elle sera combinée avec les versions gauche et droite de la même animation afin que l'unité puisse suivre la position d'une autre unité sans avoir des problèmes d'animations."
"DOTA_Workshop_Animation_BackLeft_Desc"	"Il s'agit d'une animation complète qui doit avoir le même nombre d'images que celle de votre version centrale. Cependant l'unité doit se tourner pour viser à 179 degrés vers la gauche. C'est-à-dire que la partie inférieure du modèle doit rester orientée vers l'avant, mais la partie supérieure doit quasiment se tourner vers l'arrière à gauche."
"DOTA_Workshop_Animation_Left_Desc"	"Il s'agit d'une animation complète qui doit avoir le même nombre d'images que celle de votre version centrale. Cependant l'unité doit se tourner pour viser à 90 degrés vers la gauche. C'est-à-dire que la partie inférieure du modèle doit rester orientée vers l'avant, mais la partie supérieure doit juste se tourner à gauche."
"DOTA_Workshop_Animation_Right_Desc"	"Il s'agit d'une animation complète qui doit avoir le même nombre d'images que celle de votre version centrale. Cependant l'unité doit se tourner pour viser à 90 degrés vers la droite. C'est-à-dire que la partie inférieure du modèle doit rester orientée vers l'avant, mais la partie supérieure doit juste se tourner à droite."
"DOTA_Workshop_Animation_BackRight_Desc"	"Il s'agit d'une animation complète qui doit avoir le même nombre d'images que celle de votre version centrale. Cependant l'unité doit se tourner pour viser à 179 degrés vers la droite. C'est-à-dire que la partie inférieure du modèle doit rester orientée vers l'avant, mais la partie supérieure doit quasiment se tourner vers l'arrière à droite."
"DOTA_Workshop_LD_Trueform_Ability1"	"Summon Spirit Bear"
"DOTA_Workshop_LD_Trueform_Ability1_Desc"	"40 frames au total, l'invocation s'effectue à la frame 15."
"DOTA_Workshop_LD_Trueform_Ability2"	"Rabid"
"DOTA_Workshop_LD_Trueform_Ability2_Desc"	"30 frames au total, l'invocation s'effectue à la frame 0."
"DOTA_Workshop_LD_Trueform_Ability4"	"Battlecry"
"DOTA_Workshop_LD_Trueform_Ability4_Desc"	"40 frames au total, l'invocation s'effectue à la frame 15."
"DOTA_Workshop_LD_Trueform_AbilityUlt"	"Druid Form"
"DOTA_Workshop_LD_Trueform_AbilityUlt_Desc"	"Reprend sa forme de druide. 70 frames au total, le modèle précédent disparaît sous le sol à la frame 58."
"DOTA_Workshop_Animation_Victory"	"Victoire"
"DOTA_Workshop_Animation_Defeat"	"Défaite"
"DOTA_Workshop_Animation_IdleOutOfRange"	"Inactif (hors de portée)"
"DOTA_Workshop_Animation_IdleOutOfRange_Desc_SB"	"Cette animation d'inactivité est utilisée quand le Lone Druid est trop loin du Bear pour que celui-ci puisse attaquer."
"DOTA_Workshop_Animation_RunOutOfRange"	"Course (hors de portée)"
"DOTA_Workshop_Animation_RunOutOfRange_Desc_SB"	"Cette animation de course est utilisée quand le Lone Druid est trop loin du Bear pour que celui-ci puisse attaquer."
"DOTA_Workshop_Animation_Die_Forward"	"Mort (sur le ventre)"
"DOTA_Workshop_AmbientLight"	"Éclairage ambiant"
"DOTA_Workshop_BackgroundColor"	"Couleur de l'arrière-plan"
"DOTA_Workshop_BackgroundTexture"	"Texture d'arrière-plan"
"DOTA_Workshop_Camera"	"Caméra"
"DOTA_Workshop_CameraFOV"	"Champ de vue de la caméra"
"DOTA_Workshop_EditAngles"	"Modifier Angles"
"DOTA_Workshop_EditAttachments"	"Modifier Attachments"
"DOTA_Workshop_EditGeneric"	"Prévisualiser le modèle"
"DOTA_Workshop_EditOrigin"	"Modifier Origine"
"DOTA_Workshop_EditPortrait"	"Modifier Portrait"
"DOTA_Workshop_GameDay"	"Jour"
"DOTA_Workshop_GameNight"	"Nuit"
"DOTA_Workshop_ImportLog"	"Import registre"
"DOTA_Workshop_Next"	"Suivant"
"DOTA_Workshop_PickType"	"Choisir le type"
"DOTA_Workshop_Portrait"	"Portrait"
"DOTA_Workshop_Prev"	"Précédent"
"DOTA_Workshop_Preview"	"Prévisualisation"
"DOTA_Workshop_PreviewInGame"	"Prévisualisation en jeu"
"DOTA_Workshop_SelectInputs"	"Sélectionner les entrées"
"DOTA_Workshop_SelectWearables"	"Sélectionner les équipements"
"DOTA_Workshop_ShadowColor"	"Couleur de l'ombre"
"DOTA_Workshop_ShowLowResModel"	"Montrer le modèle faible résolution"
"DOTA_Workshop_ShowPedestal"	"Afficher le piédestal"
"DOTA_Workshop_ShowReferenceModel"	"Afficher le modèle de référence"
"DOTA_Workshop_SpotLight"	"Projecteur"
"DOTA_Workshop_SpotlightDistance"	"Distance du projecteur"
"DOTA_Workshop_SpotlightSize"	"Taille du projecteur"
"DOTA_Workshop_Submit"	"Envoyer"
"DOTA_Workshop_Texture"	"Texture"
"DOTA_Workshop_TurnTable"	"Plateforme pivotante"
"DOTA_Workshop_WorkshopImportDialog"	"Dialogue d'importation du Workshop"
"DOTA_Workshop_Err_MissingInput"	"Absence de l'entrée nécessaire : '%1'"
"DOTA_Workshop_Err_InvalidFile"	"Fichier invalide : '%1'"
"DOTA_Workshop_Err_FileDoesNotExist"	"Le fichier source « %1 » n'existe pas"
"DOTA_Workshop_Err_FailedToCopy"	"Impossible de copier à la destination '%1'"
"DOTA_Workshop_Err_FailedToWrite"	"Impossible d'écrire dans l'emplacement « %1 »"
"DOTA_Workshop_Err_FailedToCompile"	"Échec de la compilation de « %1 »"
"DOTA_Workshop_Err_SerializeVMDL"	"Erreur interne (sérialisation VMDL)"
"DOTA_Workshop_Err_ZipExists"	"Erreur interne (Un fichier ZIP unique existe déjà)"
"DOTA_Workshop_Err_FileNotInAssetSystem"	"Erreur interne (Le fichier n'est pas dans le système des objets) '%1'"
"DOTA_Workshop_Err_NoGameFile"	"Erreur interne (aucun fichier de jeu) '%1'"
"DOTA_Workshop_Err_NoContentFile"	"Erreur interne (ne contient aucun fichier) '%1'"
"DOTA_Workshop_Err_AssetNotInTestbed"	"Erreur interne (aucun asset dans la zone d'essai) « %1 »"
"DOTA_Workshop_BrowseForZipCaption"	"Sélectionnez le fichier zip"
"DOTA_Workshop_BrowseForZipFilter"	"Soumissions Workshop"
"DOTA_Workshop_BrowseForSessionCaption"	"Sélectionnez la session Workshop"
"DOTA_Workshop_BrowseForSessionFilter"	"Session Workshop"
"DOTA_Workshop_LoadSession"	"Charger la session"
"DOTA_Workshop_SaveSession"	"Sauvegarder la session"
"DOTA_Workshop_LoadSessionError"	"Erreur de chargement de session"
"DOTA_Workshop_SaveSessionError"	"Erreur de sauvegarde de session"
"DOTA_Workshop_Err_SessionSaveKV3"	"Erreur interne (Sauvegarde KV3 : %1)"
"DOTA_Workshop_Err_SessionSaveNoTemplate"	"Erreur interne (Aucun modèle)"
"DOTA_Workshop_Err_SessionLoadKV3"	"Erreur interne : (Chargement de KV3)\n%1\n%2"
"DOTA_Workshop_Err_SessionLoadBadData"	"Erreur interne (Problème lors du chargement des données : %1)"
"DOTA_Workshop_Err_SessionLoadBadTemplate"	"Nom de modèle non reconnu : '%1'"
"DOTA_Workshop_Err_Misc"	"Erreur interne (%1)"
"DOTA_Workshop_Err_BadCfg"	"Erreur interne ('%1': %2 manquant)"
"DOTA_Workshop_Err_BadUI"	"Erreur interne (Interface mal configurée, Valeurs attendues '%1' : %2)"
"DOTA_Workshop_Err_BadSession"	"Erreur interne (Session mal configurée, Valeurs attendues '%1' : %2)"
"DOTA_Filter_Field_Category"	"Tags"
"DOTA_Armory_Tags_Popup_Title"	"Ajouter des tags"
"DOTA_Armory_Attributes"	"Attributs"
"DOTA_Event_Level"	"Niveau"
"DOTA_Skip"	"Passer"
"DOTA_Done"	"Terminé"
"DOTA_TryAgain"	"Réessayer"
"DOTA_Treasure_OpenAnother"	"Ouvrir un autre"
"DOTA_Treasure_OpenTreasure"	"Ouvrir le trésor"
"DOTA_Treasure_OpenNoDupe"	"Chaque trésor contient {d:items_per_treasure} des items normaux affichés. Vous ne recevrez pas de doublons tant que vous n'aurez pas un item différent de chaque. Si vous avez de la chance, vous pourrez obtenir un item rare."
"DOTA_Treasure_OpenDupe"	"Chaque trésor contient {d:items_per_treasure} des items normaux affichés. Il est possible que vous receviez des doublons. Si vous avez de la chance, vous pourrez obtenir un item rare."
"DOTA_Treasure_OpenFailed_NoItem"	"Aucun trésor à ouvrir dans votre inventaire."
"DOTA_Treasure_OpenFailed_NoItemsReceived"	"Impossible d'obtenir la liste des objets obtenus pour ce trésor."
"DOTA_Treasure_OpenSuccess"	"Félicitations ! Vous avez reçu :"
"dota_settings_force_right_click_attack"	"Forcer l'attaque avec le clic droit"
"DOTA_Settings_Tooltip_Force_Right_Click_Attack"	"Un clic droit sur une unité alliée forcera votre héro à tenter d'attaquer cette unité."
"DOTA_Effigy_AcceptCustomize"	"Accepter l'équipement de l'effigie"
"DOTA_Effigy_CancelCustomize"	"Annuler l'équipement de l'effigie"
"DOTA_Custom_Game_Created_By"	"Créé par <b>{g:dota_persona:author}</b>"
"DOTA_Custom_Game_Dedicated_Servers"	"Serveurs dédiés"
"DOTA_Custom_Game_Dedicated_Servers_I"	"Ce jeu custom prend en charge les serveurs dédiés. Les parties seront hébergées par Valve sur des serveurs dédiés."
"dota_settings_rangefinder"	"Afficher la portée des sorts pendant l'incantation"
"DOTA_View_Details"	"Voir les détails"
"DOTA_TabName_Featured"	"Populaires"
"DOTA_TabName_Heroes"	"Héros"
"DOTA_Friends_ID"	"ID Ami :"
"DOTA_Profile_Edit"	"Modifier le profil"
"DOTA_Profile_LifetimeStats"	"Statistiques depuis le début"
"DOTA_Profile_ViewSteamProfile"	"Afficher le profil Steam"
"DOTA_Profile_SendMessage"	"Envoyer un message"
"DOTA_Trophies_ViewAvailable"	"Disponibles"
"DOTA_TrophyXPProgress"	"{d:trophy_xp} / {d:total_trophy_xp}PT"
"DOTA_TrophyDetails_XP"	"{d:trophy_details_xp}PT"
"DOTA_TrophyDetails_PointsPerLevel"	"Obtenez {d:trophy_points_per_level} points de trophée à chaque fois que ce trophée monte de niveau."
"DOTA_Trophy_Upgraded"	"Trophée amélioré"
"DOTA_Trophy_Achieved"	"Trophée remporté"
"DOTA_TrophyPlusProfileXP"	"+{d:trophy_xp} points de trophée"
"DOTA_ProfileBadge_Upgraded"	"Badge de profil amélioré"
"DOTA_Lobby_Settings_Tournament_None"	"Aucune"
"DOTA_Lobby_Settings_Tournament"	"Ligue"
"DOTA_WatchReplaysConextMenu_Watch"	"Regarder"
"DOTA_WatchReplaysConextMenu_DownloadWatch"	"Télécharger et regarder maintenant"
"DOTA_WatchReplaysConextMenu_DownloadWatchLater"	"Télécharger et regarder plus tard"
"DOTA_WatchReplaysConextMenu_WatchLater"	"Regarder plus tard"
"DOTA_WatchReplaysConextMenu_WatchLaterClear"	"Effacer de la liste"
"DOTA_WatchReplays_Game1"	"Partie 1"
"DOTA_WatchReplays_Game2"	"Partie 2"
"DOTA_WatchReplays_Game3"	"Partie 3"
"DOTA_WatchReplays_Game4"	"Partie 4"
"DOTA_WatchReplays_Game5"	"Partie 5"
"DOTA_WatchReplayError"	"Erreur lors du visionnage de l'enregistrement"
"DOTA_WatchReplayError_Incompatible"	"Cette rediffusion n'est pas compatible avec cette version de Dota."
"DOTA_WatchReplayError_DoesNotExist"	"Ce match n'existe pas."
"DOTA_WatchTournaments_PrizePoolLabel"	"prize pool"
"DOTA_WatchTournaments_PrizePoolTicketPrice"	"Ticket {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchTournaments_PrizePoolActivate"	"Activer le ticket"
"DOTA_WatchTournaments_LiveGames"	"- MATCHS EN DIRECT"
"DOTA_WatchTournaments_View"	"Afficher"
"DOTA_WatchTournaments_Region_NA"	"Amérique du Nord"
"DOTA_WatchTournaments_Region_SA"	"Amérique du Sud"
"DOTA_WatchTournaments_Region_EU"	"Europe"
"DOTA_WatchTournaments_Region_RU"	"Russie"
"DOTA_WatchTournaments_Region_CN"	"Chine"
"DOTA_WatchTournaments_Region_SEA"	"Asie du Sud-Est"
"DOTA_WatchTournament_BestOf3"	"Meilleur des 3"
"DOTA_WatchTournament_BestOf5"	"Meilleur des 5"
"DOTA_WatchTournament_Website"	"Voir le site internet du tournoi"
"DOTA_WatchTournament_Compendium"	"Compendium"
"DOTA_WatchTournament_Page"	"Page {i:page_cur} / {i:page_max}"
"DOTA_WatchTournament_Spectators"	"{i:spectators} spectateurs"
"DOTA_ShuffledItem_Label"	"En mélange"
