"dota"
{
"DOTA_Accept"	"Приемане"
"DOTA_Friend_PartyMergeRequestPending_Leader"	"Висяща заявка за присъединяване към екип<br/>Кликнете, за да я отмените"
"DOTA_Friend_JoinParty"	"Присъединяване към екип"
"DOTA_Friend_Watch"	"Наблюдаване"
"DOTA_PartyVisTooltip_SoloTitleOpen"	"Искащ да играе"
"DOTA_PartyMerge_Error_Title"	"Присъединяването/сливането на екипа се провали"
"DOTA_PartyMerge_Error_NOT_LEADER"	"Операциите за екипа могат да бъдат изпълнявани само от неговия лидер"
"DOTA_PartyMerge_Error_TOO_MANY_PLAYERS"	"Екипите не могат да бъдат слети, защото има прекалено много играчи."
"DOTA_PartyMerge_Error_TOO_MANY_COACHES"	"Екипите не могат да бъдат слети, защото има прекалено много треньори."
"DOTA_PartyMerge_Error_ENGINE_MISMATCH"	"Екипите не могат да бъдат слети, защото играят различни версии на Dota"
"DOTA_PartyMerge_Error_NO_SUCH_GROUP"	"Екипът вече не съществува."
"DOTA_PartyMerge_Error_OTHER_GROUP_NOT_OPEN"	"Екипът не е отворен към заявки за присъединяване/сливане."
"DOTA_Feed_Timestamp_Recently"	"Току-що"
"DOTA_Feed_Timestamp_MinutesAgo"	"преди {i:value} минути"
"DOTA_Feed_Timestamp_HourAgo"	"преди {i:value} час"
"DOTA_Feed_Timestamp_HoursAgo"	"преди {i:value} часа"
"DOTA_Feed_Timestamp_Yesterday"	"Вчера"
"DOTA_Feed_Timestamp_Date"	"{s:day} {s:month}"
"dota_lobby_type_general"	"Без класиране"
"dota_lobby_type_practice"	"Тренировка"
"dota_lobby_type_practice_game_mode_custom"	"Потребителска игра"
"dota_lobby_type_tournament"	"Турнир"
"dota_lobby_type_coop_bot"	"Кооперативно с ботове"
"dota_lobby_type_competitive"	"С класиране"
"dota_lobby_type_casual_1v1"	"Мач 1 срещу 1"
"dota_lobby_unknown"	"Неизвестно"
"DOTA_Lobby_No_Players_Title"	"НЯМА ИГРАЧИ В ОТБОРА"
"DOTA_Lobby_No_Players_Desc"	"Трябва да имате поне един играч в отбора на Radiant или Dire."
"dota_match_result_won"	"Победиха"
"dota_match_result_lost"	"Загубени"
"dota_match_result_none"	"???"
"dota_social_feed_loading"	"Зареждане…"
"DOTA_LoadingPlayerUnknown"	"—"
"DOTA_LoadingPlayerLoading"	"Зареждане…"
"DOTA_LoadingPlayerFullyConnected"	"Готов"
"DOTA_LoadingPlayerFailed"	"Неуспешно"
"LoadingScreenTimer"	"{t:d:countdown_timer_seconds}"
"HeroSelectionTimer"	"{i:timer_seconds}"
"LoadingScreenMapInfo"	"Карта: {s:map_name}"
"LoadingScreenPlayersInfo"	"Играчи: {i:players_loaded} от {i:players_total}"
"LoadingScreenSpectatorsInfo"	"Наблюдатели: {i:spectators_loaded}/{i:spectators_total}"
"custom_end_screen_victory_message"	"Победа за {s:winning_team_name}!"
"custom_end_screen_legend_player"	"Играч"
"custom_end_screen_legend_level"	"Ниво"
"custom_end_screen_legend_hero"	"Герой"
"custom_end_screen_legend_kills"	"Уб."
"custom_end_screen_legend_deaths"	"Ум."
"custom_end_screen_legend_assists"	"А"
"custom_end_screen_legend_items"	"Предмети"
"custom_end_screen_legend_gold"	"Злато"
"custom_end_screen_legend_team_score"	"Резултат"
"custom_scoreboard_hero_name_and_desc"	"Ниво {i:hero_level} {s:hero_name}"
"CustomEndScreenClose"	"Затваряне"
"DOTA_Armory_Category_Heroes"	"Герои"
"DOTA_Armory_Category_Companions"	"Придружители"
"DOTA_Armory_Category_Couriers"	"Куриери"
"DOTA_Armory_Category_Pets"	"Питомници"
"DOTA_Armory_Category_World"	"Свят"
"DOTA_Armory_Category_Wards"	"Wards"
"DOTA_Armory_Category_Weather"	"Атмосферни ефекти"
"DOTA_Armory_Category_Effigies"	"Статуи"
"DOTA_Armory_Category_Interface"	"Интерфейс"
"DOTA_Armory_Category_Emoticons"	"Емотикони"
"DOTA_Armory_Category_LoadingScreens"	"Екрани при зареждане"
"DOTA_Armory_Category_HUDs"	"Интерфейси"
"DOTA_Armory_Category_CursorPacks"	"Пакети с курсори"
"DOTA_Armory_Category_Audio"	"Аудио"
"DOTA_Armory_Category_VoicePacks"	"Гласови пакети"
"DOTA_Armory_Category_AnnouncerPacks"	"Пакет за говорител"
"DOTA_Armory_Category_Music"	"Музика"
"DOTA_Armory_Category_All"	"Всички"
"DOTA_Armory_Category_Other"	"Други"
"DOTA_Armory_Category_View"	"Групиране по тип"
"DOTA_Armory_Filter"	"Задаване на филтър"
"DOTA_Armory_SortBy"	"Сортиране по:"
"DOTA_Armory_SortBy_Rarity"	"Рядкост"
"DOTA_Armory_SortBy_Quality"	"Качество"
"DOTA_Armory_SortBy_Name"	"Име"
"DOTA_Armory_SortBy_Recent"	"Дата на придобиване"
"DOTA_Armory_SortBy_Sockets"	"Брой гнезда"
"DOTA_Armory_Search"	"Търсене за предмети в „Оръжейната“"
"DOTA_Armory_ContextMenu_Preview"	"Подробности за предмета"
"DOTA_Armory_ContextMenu_PreviewSet"	"Преглеждане на пълния комплект"
"DOTA_Armory_ContextMenu_Equip"	"Екипиране на предмет"
"DOTA_Armory_ContextMenu_Unequip"	"Премахване на екипиран предмет"
"DOTA_Armory_ContextMenu_Socketing"	"Гнезда"
"DOTA_Armory_ContextMenu_GiftWrap"	"Подаръчно опакован предмет"
"DOTA_Armory_ContextMenu_Delete"	"Изтриване"
"dota_page_match_details_loading"	"Зареждане на мач…"
"dota_page_match_details_victory"	"Победител: {s:winner}"
"dota_page_match_details_legend_player"	"Играч"
"dota_page_match_details_legend_level"	"Ниво"
"dota_page_match_details_legend_hero"	"Герой"
"dota_page_match_details_legend_kills"	"Уб."
"dota_page_match_details_legend_deaths"	"Ум."
"dota_page_match_details_legend_assists"	"А"
"dota_page_match_details_legend_items"	"Предмети"
"dota_page_match_details_legend_gold"	"Злато"
"dota_page_match_details_legend_last_hits"	"ПУ"
"dota_page_match_details_legend_denies"	"ОУ"
"dota_page_match_details_legend_gold_per_min"	"ЗВМ"
"dota_page_match_details_legend_xp_per_min"	"ОВМ"
"dota_page_match_details_legend_winner_tooltip"	"Отборът победител"
"dota_page_match_details_legend_kills_tooltip"	"Убийства"
"dota_page_match_details_legend_deaths_tooltip"	"Умирания"
"dota_page_match_details_legend_assists_tooltip"	"Асистенции"
"dota_page_match_details_legend_last_hits_tooltip"	"Последни удари над крийпове"
"dota_page_match_details_legend_denies_tooltip"	"Отказвания на крийпове"
"dota_page_match_details_legend_gold_per_min_tooltip"	"Злато в минута"
"dota_page_match_details_legend_xp_per_min_tooltip"	"Опит в минута"
"dota_page_match_details_header_league_name"	"Име на лигата"
"dota_page_match_details_header_custom_game_map_name"	"Име на картата"
"dota_page_match_details_header_match_id"	"МАЧ №"
"dota_page_match_details_header_game_mode"	"Игрален режим"
"dota_page_match_details_header_duration"	"Времетраене"
"dota_page_match_details_header_timestamp"	"Дата / време на мача"
"dota_page_match_details_voting_votes"	"{i:num_votes} вота"
"dota_page_match_details_match_discussion"	"Дискусия за мача"
"dota_page_match_details_comment_placeholder"	"Напишете коментар…"
"dota_page_match_details_comment_loading_comments"	"Зареждане на коментарите…"
"dota_page_match_details_comment_no_comments"	"Няма публикувани коментари за този мач"
"dota_page_match_details_replay_existence_unknown"	"Търсене на повторение…"
"dota_page_match_details_replay_existence_cdn_found"	"Сваляне на повторение"
"dota_page_match_details_replay_existence_not_found"	"Повторението е недостъпно"
"dota_page_match_details_replay_existence_downloading"	"Сваляне…"
"dota_page_match_details_replay_existence_disk_found_replay"	"Гледане на повторението"
"dota_page_match_details_replay_existence_disk_found_highlights"	"Най-добри моменти"
