"dota"
{
"DOTA_Accept"	"Aceitar"
"DOTA_Armory_Filter_Equipped"	"EQUIPADO"
"DOTA_Armory_Filter_Duplicate"	"REPETIDO"
"DOTA_Armory_Filter_HasSockets"	"TEM RANHURAS"
"DOTA_Armory_Filter_IsJunk"	"É LIXO"
"DOTA_Armory_Filter_WillExpire"	"VAI CADUCAR"
"DOTA_Armory_Filter_IsBundle"	"PACOTE"
"DOTA_Armory_Filter_IsGift"	"FOI PRESENTE"
"DOTA_Armory_Filter_Rarity"	"RARIDADE"
"DOTA_Armory_Filter_Quality"	"QUALIDADE"
"DOTA_Armory_Filter_Tags"	"MARCADORES"
"DOTA_Armory_Filter_Delete"	"Eliminar filtro"
"DOTA_Armory_Filter_CreateNew"	"Novo filtro..."
"DOTA_Armory_Filter_FilterName"	"Nome do filtro"
"DOTA_Armory_Filter_Required"	"OBRIGATÓRIO"
"DOTA_tooltip_econ_item_tags"	"Marcadores"
"Compendium_LeagueID"	"ID da Liga"
"Compendium_InvalidLeagueID"	"ID da Liga inválido ou nenhum especificado."
"Compendium_Unsupported"	"Compêndio incompatível"
"Compendium_Unsupported_Desc"	"Este compêndio é de uma versão antiga que já não é compatível."
"Compendium_TestingBadLeagueID"	"Chave \"league_id\" ausente ou inválida no ficheiro de dados do compêndio."
"DOTA_GlobalItems_CursorPacks"	"Cursores"
"DOTA_Workshop_Materials"	"Materiais"
"DOTA_Workshop_Meshes"	"Meshes"
"DOTA_Workshop_EditTarget"	"Editar alvo"
"DOTA_Workshop_Err_AddToZip"	"Falha ao adicionar ficheiro ao zip: %1"
"DOTA_Workshop_Err_BadPath"	"Caminho \"%1\" inválido"
"DOTA_Workshop_Err_ZipWithoutManifest"	"Zip não é do Workshop (sem manifest.txt)"
"DOTA_Workshop_UnrecognizedTemplate"	"Template do Workshop não reconhecido"
"DOTA_Armory_Tags_Popup_Info"	"Ao mudar o nome de um marcador, os itens que o usarem irão herdar o novo nome."
"DOTA_Popup_Item_Received_Header_Unknown"	"Recebeste um item!"
"DOTA_Popup_Item_Received_Header_Dropped"	"Recebeste um item!"
"DOTA_Popup_Item_Received_Header_Crafted"	"Fabricaste um item!"
"DOTA_Popup_Item_Received_Header_Traded"	"Trocaste por um item!"
"DOTA_Popup_Item_Received_Header_Purchased"	"Compraste um item!"
"DOTA_Popup_Item_Received_Header_FoundInCrate"	"Recebeste um item!"
"DOTA_Popup_Item_Received_Header_Gifted"	"Recebeste um presente!"
"DOTA_Popup_Item_Received_Header_Support"	"O Suporte Steam concedeu-te um item!"
"DOTA_Popup_Item_Received_Header_Promotion"	"Recebeste um item de promoção da loja!"
"DOTA_Popup_Item_Received_Header_Earned"	"Ganhaste um item!"
"DOTA_Popup_Item_Received_Header_Refunded"	"Foi-te reembolsado um item!"
"DOTA_Popup_Item_Received_Header_GiftWrapped"	"Embrulhaste um item!"
"DOTA_Popup_Item_Received_Header_Foreign"	"Encontraste um item noutro jogo!"
"DOTA_Popup_Item_Received_Header_CollectionReward"	"Ganhaste uma recompensa de coleção!"
"DOTA_Popup_Item_Received_Header_PreviewItem"	"Estás a testar um item novo!"
"DOTA_Popup_Item_Received_Header_PreviewItemPurchased"	"Compraste um item!"
"DOTA_Popup_Item_Received_Header_PeriodicScoreReward"	"Ganhaste um item!"
"DOTA_Popup_Item_Received_Header_Recycling"	"Fabricaste um item!"
"DOTA_Popup_Item_Received_Header_TournamentDrop"	"Encontraste um item de um torneio!"
"DOTA_Popup_Item_Received_Header_RecipeOutput"	"Fabricaste um item!"
"DOTA_Popup_Item_Received_Header_CommunityMarketPurchase"	"Compraste um item!"
"DOTA_Popup_Item_Received_Header_GemExtract"	"Extraíste um item!"
"DOTA_Popup_Item_Received_Header_CompendiumReward"	"Recebeste um prémio do Passe de Batalha!"
"DOTA_Popup_Item_Received_Header_CompendiumDrop"	"Encontraste um item do Passe de Batalha!"
"DOTA_Popup_Item_Received_Label_IOfN"	"{d:item_i} de {d:item_n}"
"DOTA_Popup_Item_Received_Button_Accept"	"Aceitar"
"DOTA_Popup_Item_Received_Button_AcceptAll"	"Aceitar tudo ({d:item_n})"
"DOTA_TrophyDetails_PointsPerInterval"	"Ganha {d:trophy_points_per_level} TP a cada {d:trophy_points_interval_size} níveis."
"dota_casters"	"Comentadores"
"LobbySetting_League"	"Liga"
"LobbySetting_League_Value"	"{s:lobbysetting_league}"
"DOTA_WatchLive_Purchase"	"Bilhete {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchLive_Activate"	"Ativar bilhete"
"DOTA_WatchLive_LoadMore"	"Ver mais"
"DOTA_WatchReplays_Pending"	"Pendente..."
"DOTA_WatchReplays_Downloading"	"A transferir...{i:download_pct}%"
"DOTA_WatchReplays_Decompressing"	"A descomprimir...{i:decompress_pct}%"
"LoadingScreenCastersInfo"	"Comentadores: {i:casters_loaded}/{i:casters_total}"
"DOTA_Armory_ContextMenu_EquipSet"	"Equipar conjunto"
"DOTA_Armory_Tag1_Default"	"Marcador 1"
"DOTA_Armory_Tag2_Default"	"Marcador 2"
"DOTA_Armory_Tag3_Default"	"Marcador 3"
"DOTA_Armory_Tag4_Default"	"Marcador 4"
"DOTA_Armory_Tag5_Default"	"Marcador 5"
"DOTA_Armory_Tag6_Default"	"Marcador 6"
"DOTA_Armory_Tag7_Default"	"Marcador 7"
"DOTA_Armory_Tag8_Default"	"Marcador 8"
"dota_page_match_details_replay_existence_decompressing"	"A descomprimir..."
"DOTA_Workshop_TextureName_trans"	"Transparência"
"DOTA_Workshop_TextureName_normal"	"Normal"
"DOTA_Workshop_TextureName_detailmask"	"Detail Mask"
"DOTA_Workshop_TextureName_diffusemask"	"Diffuse/Fresnel Mask"
"DOTA_Workshop_TextureName_metalnessmask"	"Metalness Mask"
"DOTA_Workshop_TextureName_specmask"	"Specular Intensity Mask"
"DOTA_Workshop_TextureName_rimmask"	"Rimlight Intensity Mask"
"DOTA_Workshop_TextureName_basetintmask"	"Base Tint Mask"
"DOTA_Workshop_TextureName_specexp"	"Specular Exponent"
"DOTA_Workshop_TextureDetails_color"	"Color map"
"DOTA_Workshop_TextureDetails_trans"	"Determina onde a textura é opaca (branco é opaco, preto é invisível)"
"DOTA_Workshop_TextureDetails_normal"	"Normal map"
"DOTA_Workshop_TextureDetails_detailmask"	"Determina a visibilidade do mapa de detalhes (detail map), mas só se a Valve ativou um mapa de detalhes no material. Se quiseres que o teu item reaja a efeitos de texturas ambiente, habilidades ou itens Arcanos existentes de um herói, terás de especificar a área de exibição de efeitos usando esta máscara."
"DOTA_Workshop_TextureDetails_diffusemask"	"Determina a visibilidade do efeito de deformação de cores (color warp), mas só se o material tiver o efeito ativado"
"DOTA_Workshop_TextureDetails_metalnessmask"	"\"Máscara de Metalicidade\", que determina onde a cor deve simular um efeito metálico"
"DOTA_Workshop_TextureDetails_selfillummask"	"Determina onde a superfície é auto-iluminada, independentemente da iluminação do ambiente (a cor da auto-iluminação depende da cor da textura)"
"DOTA_Workshop_TextureDetails_specmask"	"Determina o brilho da iluminação, multiplicado pela intensidade especular do material"
"DOTA_Workshop_TextureDetails_rimmask"	"Determina a iluminação nos limites do modelo (rim lighting, também conhecida como intensidade Fresnel)"
"DOTA_Workshop_TextureDetails_basetintmask"	"Determina quanta cor a iluminação especular obtém da cor da textura"
"DOTA_Workshop_TextureDetails_specexp"	"Determina o tamanho da iluminação especular. Funciona como escala do valor exponente especular do material"
"DOTA_Workshop_Ward_Model"	"Modelo de Ward"
"DOTA_Workshop_CreateNewItem"	"Criar item novo"
"DOTA_Workshop_Err_Model_Portrait_NotEdited"	"Retrato para o modelo %1 não foi configurado."
"DOTA_PreviewSounds_ExampleSounds"	"Sons de exemplo"
"DOTA_Tournament_Premium"	"Premium"
"DOTA_Tournament_Professional"	"Profissionais"
"DOTA_Tournament_Amateur"	"Amadores"
"DOTA_Treasure_MarketPurchase"	"No Mercado"
"DOTA_Treasure_HelpHeader"	"Cada tesouro contém {d:items_per_treasure} destes itens"
"DOTA_Treausre_HelpNoDupe"	"Até ser comprado e aberto, não saberás que item vais receber. Se comprares mais do que um, não receberás repetidos até teres um de cada item não raro."
"DOTA_Treasure_HelpDupe"	"Até ser comprado e aberto, não saberás que item vais receber. Se comprares mais do que um, poderás receber repetidos."
"DOTA_Treasure_HelpRares"	"E se tiveres sorte, para além dos itens normais, podes receber um dos itens raros como bónus."
"DOTA_Treasure_FilterAvailable"	"Disponíveis"
"DOTA_Treasure_FilterOwned"	"Por abrir ({d:treasures_owned_count})"
"DOTA_Treasure_FilterAll"	"Todos"
"DOTA_Workshop_ValveSelectItemID"	"Selecionar ID do item"
"DOTA_Workshop_Err_FailedToLoadMaterialTemplate"	"Não foi possível carregar template de material: \"%1\""
"DOTA_Workshop_ExtraMiscTags"	"Marcadores extra"
"DOTA_Workshop_ExtraBrandingTags"	"Marcadores de marca"
"DOTA_Workshop_Tags_SingleItem"	"Item único"
"DOTA_Trophies_ViewMyCollection"	"A minha Coleção"
"DOTA_Trophies_ViewActive"	"Ativos"
"DOTA_Trophies_Info"	"Ganha troféus para subires o teu Nível Dota.<br><br>Cada troféu dá uma quantidade diferente de TP (Pontos de Troféu) para o próximo Nível Dota. São ganhos TP sempre que um troféu for obtido ou melhorado.<br><br>100 TP = 1 Nível Dota."
"DOTA_Custom_Game_About"	"Detalhes"
"DOTA_Custom_Game_Updates"	"Atualizações"
"DOTA_Workshop_Reset_To_Default"	"Usar predefinições"
"DOTA_Workshop_Error_FailedToLoadCompiledModel"	"Não foi possível carregar o modelo: %1"
"DOTA_EventName_International2014"	"The International 2014"
"DOTA_EventName_International2015"	"The International 2015"
"DOTA_EventName_FallMajor2015"	"Outono 2015"
"DOTA_Combine"	"Combinar"
"DOTA_Profile_SaveChanges"	"Guardar"
"dota_lobby_broadcast_channel_title"	"Canais transmissores"
"dota_settings_shadowquality_off"	"Off"
"dota_lobby_host"	"Líder: {s:lobby_host_name}"
"dota_lobby_row_region"	"{s:region}"
"dota_lobby_browser_header_region"	"Região"
"dota_lobby_browser_all_regions"	"Todas as regiões"
"DOTA_Armory_Category_CompendiumLevels"	"Níveis"
"DOTA_Armory_Category_CompendiumCoins"	"Moedas"
"dota_profile_recent_games_option_show_custom_games"	"Mostrar modos customizados"
"dota_profile_recent_games_option_show_ranked_mmr_change"	"Mostrar alterações de MMR"
"dota_profile_recent_game_result_uncalibrated_ranked"	"A calibrar"
"dota_profile_recent_game_result_win_ranked"	"{i:ranked_mmr} (+{i:ranked_mmr_delta})"
"dota_profile_recent_game_result_loss_ranked"	"{i:ranked_mmr} ({i:ranked_mmr_delta})"
"DOTA_tooltip_econ_item_gift_dedication"	"{s:gift_dedication}"
"DOTA_econ_item_details_original_name_label"	"Nome original:"
"DOTA_econ_item_details_add_socket"	"Adicionar ranhura"
"DOTA_econ_item_details_add_gem"	"Inserir joia"
"DOTA_econ_item_details_extract_gem"	"Extrair joia"
"DOTA_econ_item_details_extract_gem_short"	"Extrair"
"DOTA_econ_item_details_reset_gem"	"Limpar"
"DOTA_econ_item_details_gift_header"	"Presente"
"DOTA_econ_item_details_gift_clear_gifter"	"Remover nome do remetente"
"DOTA_econ_item_details_gift_clear_dedication"	"Remover dedicatória"
"DOTA_econ_item_details_sockets_header"	"Ranhuras comuns"
"DOTA_econ_item_details_styles_header"	"Estilos"
"DOTA_econ_item_details_style_name"	"{s:style_name}"
"DOTA_econ_item_details_style_selected"	"Selecionado"
"DOTA_econ_item_details_style_available"	"Selecionar"
"DOTA_econ_item_details_style_locked"	"Bloqueado"
"DOTA_econ_item_details_tooltip_lock_reason_title"	"Pré-requisito(s):"
"DOTA_econ_item_details_tooltip_lock_reason"	"{s:style_lock_reason}"
"DOTA_econ_item_details_description_header"	"Descrição"
"DOTA_econ_item_details_description_reset"	"Limpar"
"DOTA_econ_item_details_description_edit"	"Editar"
"DOTA_Crafting"	"Fabricar"
"DOTA_Crafting_Confirm"	"De certeza que queres transformar estes itens em algo novo?"
"DOTA_CraftingResult_Success"	"Sucesso! Diverte-te com os teus itens novos!"
"DOTA_CraftingResult_OfferingDisabled"	"Esta receita está indisponível. Tenta de novo mais tarde."
"DOTA_CraftingResult_InvalidItems"	"Erro: Itens inválidos."
"DOTA_CraftingResult_InternalError"	"Falha: Erro interno."
"DOTA_CraftingResult_MissingLeague"	"Erro: Precisas de ter o compêndio para usares esta receita."
"DOTA_Workshop_Attachment_Edit_Disabled"	"Não é possível atualmente editar pontos de anexação. Esta funcionalidade será adicionada numa atualização futura."
"DOTA_Workshop_Mat0Title"	"Ficheiros de materiais"
"DOTA_Workshop_Mat0Desc"	"Este é o conjunto de ficheiros combinados para texturar os teus ficheiros de geometria."
"DOTA_Workshop_Animation_Spawn_Desc"	"Poderá ajudar posicionar a cara da unidade um pouco para cima para que possa ser vista melhor durante o jogo."
"DOTA_Workshop_Animation_Idle_Desc"	"Poderá ajudar posicionar a cara da unidade um pouco para cima para que possa ser vista melhor durante o jogo. Se disponíveis, animações separadas para o retrato ou pose de equipamento podem ser enviadas com a cara num ângulo normal."
"DOTA_Workshop_Animation_IdleAlt_Desc"	"Poderá ajudar posicionar a cara da unidade um pouco para cima para que possa ser vista melhor durante o jogo. Se disponíveis, animações separadas para o retrato ou pose de equipamento podem ser enviadas com a cara num ângulo normal."
"DOTA_Workshop_Animation_IdleRare_Desc"	"Poderá ajudar posicionar a cara da unidade um pouco para cima para que possa ser vista melhor durante o jogo. Se disponíveis, animações separadas para o retrato ou pose de equipamento podem ser enviadas com a cara num ângulo normal."
"DOTA_Workshop_Animation_Run_Desc"	"Poderá ajudar posicionar a cara da unidade um pouco para cima para que possa ser vista melhor durante o jogo."
"DOTA_Workshop_Animation_RunAlt_Desc"	"Poderá ajudar posicionar a cara da unidade um pouco para cima para que possa ser vista melhor durante o jogo."
"DOTA_Workshop_Animation_RunRare_Desc"	"Poderá ajudar posicionar a cara da unidade um pouco para cima para que possa ser vista melhor durante o jogo."
"DOTA_Workshop_Animation_RunHaste_Desc"	"Animar o corpo de modo a ficar ligeiramente mais dobrado ou aerodinâmico do que a animação de correr normal pode ajudar a transmitir a ideia do aumento de velocidade."
"DOTA_Workshop_Animation_RunInjured_Desc"	"Poderá ajudar posicionar a cara da unidade um pouco para cima para que possa ser vista melhor durante o jogo."
"DOTA_Workshop_Animation_PortraitIdle_Desc"	"Se já levantaste a cabeça para a animação da unidade parada, posiciona a cara da unidade no ângulo normal para que possa ser vista melhor no retrato. Tenta diminuir o movimento corporal da unidade para que não se afaste muito do espaço do retrato."
"DOTA_Workshop_Animation_PortraitRare_Desc"	"Se já levantaste a cabeça para a animação da unidade parada, posiciona a cara da unidade no ângulo normal para que possa ser vista melhor no retrato. Tenta diminuir o movimento corporal da unidade para que não se afaste muito do espaço do retrato."
"DOTA_Workshop_Animation_LoadoutIdle"	"Parado, Equipamento"
"DOTA_Workshop_Animation_LoadoutIdle_Desc"	"Se já levantaste a cabeça para a animação da unidade parada, posiciona a cara da unidade num ângulo normal para que possa ser vista melhor no menu de equipamento."
"DOTA_Workshop_Animation_LoadoutRare"	"Parado, Equipamento - Raro"
"DOTA_Workshop_Animation_LoadoutRare_Desc"	"Se já levantaste a cabeça para a animação da unidade parada, posiciona a cara da unidade num ângulo normal e faz com que as poses inicial e final desta animação coincidam com as poses inicial e final da animação de estar parado no menu de equipamento para obteres uma transição mais suave."
"DOTA_Workshop_SubmitNew"	"Enviar"
"DOTA_Workshop_SubmitUpdate"	"Enviar atualização"
"DOTA_Workshop_SelectImportType"	"O que estás a publicar?"
"DOTA_Workshop_SelectImportType_Desc"	"Seleciona uma das opções de importação abaixo."
"DOTA_Workshop_SelectHero"	"Selecionar herói"
"DOTA_Workshop_SelectSlot"	"Selecionar compartimento"
"DOTA_Workshop_NoSlots"	"Sem compart. disponíveis"
"DOTA_Workshop_SelectHeroWearable"	"Item equipável"
"DOTA_Workshop_SelectAbility"	"Selecionar habilidade"
"DOTA_Workshop_SelectHeroAbilityModel"	"Modelo da habilidade"
"DOTA_Workshop_SubmissionTypeImagesTitle"	"Que tipo de imagem estás a publicar?"
"DOTA_Workshop_SubmissionType_Wearable"	"Item equipável..."
"DOTA_Workshop_SubmissionType_Wearable_Desc"	"Geometria do modelo que é anexada ao modelo de base de um herói específico."
"DOTA_Workshop_SubmissionType_Courier"	"Estafeta"
"DOTA_Workshop_SubmissionType_Courier_Desc"	"Dois modelos com as animações necessárias para funcionarem no jogo como o estafeta terrestre e voador da equipa."
"DOTA_Workshop_SubmissionType_Ward_Desc"	"Um modelo com as animações necessárias para funcionar no jogo como Observer Ward e Sentry Ward."
"DOTA_Workshop_SubmissionType_Ability"	"Modelo de habilidade..."
"DOTA_Workshop_SubmissionType_Ability_Desc"	"Um ou mais modelos com as animações necessárias para substituir modelos associados com feitiços ou habilidades específicos de Heróis."
"DOTA_Workshop_SubmissionType_HudSkin"	"Tema de HUD"
"DOTA_Workshop_SubmissionType_HudSkin_Desc"	"Um conjunto de imagens criadas para substituir a interface (HUD) durante o jogo."
"DOTA_Workshop_SubmissionType_LoadingScreen"	"Ecrã de loading"
"DOTA_Workshop_SubmissionType_LoadingScreen_Desc"	"Uma imagem para substituir o ecrã de carregamento."
"DOTA_Workshop_SubmissionType_Animation"	"Animação"
"DOTA_Workshop_SubmissionType_Animation_Desc"	"Animações que substituem uma ou mais animações existentes de um Herói."
"DOTA_Workshop_SubmissionType_Images"	"Imagens..."
"DOTA_Workshop_SubmissionType_Images_Desc"	"Projetos apenas constituídos de imagens, como ecrãs de loading, emoticons para o chat, cursores e logótipos de equipas."
"DOTA_Workshop_SubmissionType_AbilityIcons"	"Ícones de habilidades..."
"DOTA_Workshop_SubmissionType_AbilityIcons_Desc"	"Um conjunto de imagens criadas para substituir os ícones das habilidades de um Herói."
"DOTA_Workshop_SubmissionType_ChatEmoticon"	"Emoticon p/ Chat"
"DOTA_Workshop_SubmissionType_ChatEmoticon_Desc"	"Um emoticon animado para o chat."
"DOTA_Workshop_SubmissionType_CursorPack"	"Pack de Cursores"
"DOTA_Workshop_SubmissionType_CursorPack_Desc"	"Um grupo de imagens que substituem os cursores do jogo."
"DOTA_Workshop_Err_InvalidChars"	"Caracteres não suportados (Usa apenas alfanuméricos minúsculos e underscores)"
"DOTA_Workshop_BrowseForInputFile"	"Selecionar ficheiro de input"
"DOTA_Workshop_BrowseForGeoFilter"	"Modelos"
"DOTA_Workshop_BrowseForImageFilter"	"Imagem"
"DOTA_Workshop_BrowseForAnimFilter"	"Animações"
"DOTA_Workshop_BrowseForPsdFilter"	"PSD"
"DOTA_Workshop_ImportS1Mask1"	"Importar Mask nº1 estilo Source1"
"DOTA_Workshop_ImportS1Mask1_Details"	"Divide uma Mask nº1 estilo Source1 (detail, diffuse, metalness, selfillum) em componentes estilo Source2"
"DOTA_Workshop_ImportS1Mask2"	"Importar Mask nº2 estilo Source1"
"DOTA_Workshop_ImportS1Mask2_Details"	"Divide uma Mask nº1 estilo Source1 (spec, rim, basetint, specexp) em componentes estilo Source2"
"DOTA_Workshop_Imported_S1Mask_Title"	"Mask estilo Source1 importada"
"DOTA_Workshop_Imported_S1Mask_Text"	"Os seguintes ficheiros foram criados: %1"
"DOTA_Workshop_Imported_S1MaskOverwrite_Title"	"Substituir ficheiros?"
"DOTA_Workshop_Imported_S1MaskOverwrite_Text"	"AVISO\nDe certeza que queres substituir os seguintes ficheiros?\n%1"
"DOTA_Workshop_SaveSessionPrompt_Title"	"Guardar sessão?"
"DOTA_Workshop_SaveSessionPrompt_Text"	"Guardar a tua sessão atual?"
"DOTA_Workshop_SaveSessionPrompt_Text_PostSubmit"	"Pretendes guardar esta sessão para uso futuro?"
"DOTA_Workshop_Err_S1Mask"	"Falha ao processar Mask estilo Source1"
"DOTA_Workshop_Error_FailedToLoadTexture"	"Não foi possível carregar o ficheiro de imagem: %1"
"DOTA_Workshop_Error_ImageSize"	"%1: Imagem é de tamanho inválido: %3. Tamanho alvo é %4.\nAs dimensões devem ser uma potência de 2, iguais ou maiores que o tamanho alvo e com a mesma proporção.\nImagens maiores que o tamanho alvo serão automaticamente redimensionadas para corresponder ao alvo."
