"lang"
{
	"Language"		"bulgarian"
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_voodoo_restoration_manacost_Description"		"<h1>Обикновен фрагмент от скиптър</h1>Намалява нужната мана за Voodoo Restoration с %value%%."
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_voodoo_restoration_flat_heal"					"Voodoo Restoration — лечение"
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_voodoo_restoration_flat_heal_Description"		"<h1>Обикновен фрагмент от скиптър</h1>Увеличава лечението на Voodoo Restoration с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_paralyzing_cask_flat_damage"					"Paralyzing Cask — щети"
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_paralyzing_cask_flat_damage_Description"		"<h1>Обикновен фрагмент от скиптър</h1>Увеличава щетите на Paralyzing Cask с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_paralyzing_cask_flat_bounces"					"Paralyzing Cask — отскоци"
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_paralyzing_cask_flat_bounces_Description"		"<h1>Обикновен фрагмент от скиптър</h1>Увеличава отскоците на Paralyzing Cask с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_maledict_flat_ticks"							"Maledict — отчитане"
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_maledict_flat_ticks_Description"				"<h1>Обикновен фрагмент от скиптър</h1>Увеличава отчитанията на Maledict с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_maledict_flat_max_bonus_damage"				"Maledict — макс. бонус щети"
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_maledict_flat_max_bonus_damage_Description"	"<h1>Обикновен фрагмент от скиптър</h1>Увеличава макс. бонус щети на Maledict с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_death_ward_flat_damage"						"Death Ward — щети"
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_death_ward_flat_damage_Description"			"<h1>Обикновен фрагмент от скиптър</h1>Увеличава щетите на Death Ward с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_death_ward_flat_channel_duration"				"Death Ward — времетраене на изпълнение"
		"DOTA_Tooltip_Ability_item_aghsfort_witch_doctor_death_ward_flat_channel_duration_Description"	"<h1>Обикновен фрагмент от скиптър</h1>Увеличава времетраенето на Death Ward Channel с %value%."

		/// KUNKKA OVERRIDES
		"DOTA_Tooltip_modifier_kunkka_tidebringer"												"Tidebringer"
		"DOTA_Tooltip_modifier_kunkka_tidebringer_Description"									"Увеличаване на физическите щети с %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% при Cleave атака."
		"DOTA_Tooltip_modifier_kunkka_torrent"													"Torrent"
		"DOTA_Tooltip_modifier_kunkka_torrent_Description"										"Зашеметени от огромна струя вода."
		"DOTA_Tooltip_modifier_kunkka_torrent_slow"												"Torrent — забавяне"
		"DOTA_Tooltip_modifier_kunkka_torrent_slow_Description"									"Скоростта на движение е забавена с %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_kunkka_ghost_ship_damage_absorb"									"The Admiral's Rum"
		"DOTA_Tooltip_modifier_kunkka_ghost_ship_damage_absorb_Description"						"Пияни сте! Скоростта на движение е увеличена с %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, временна безчувственост към входящи щети."
		"DOTA_Tooltip_modifier_kunkka_ghost_ship_damage_delay"									"Rum Hangover"
		"DOTA_Tooltip_modifier_kunkka_ghost_ship_damage_delay_Description"						"Изтрезняване. Постепенно усещате останалата част от поетите щети, докато сте били под ефектите на The Admiral's Rum."
		"DOTA_Tooltip_modifier_kunkka_ghost_ship_loaded"										"Aboard Mission"
		"DOTA_Tooltip_modifier_kunkka_ghost_ship_loaded_Description"							"Понесени сте от Ghost Ship на Kunkka!"
		"DOTA_Tooltip_modifier_kunkka_x_marks_the_spot"											"X Marks the Spot"
		"DOTA_Tooltip_modifier_kunkka_x_marks_the_spot_Description"								"Ще бъдете върнат до местонахождението на Х"
		/// END KUNKKA OVERRIDES

		// Aghanim's Labyrinth 2
		"npc_dota_tusk_boss"					"Tusky Tusky"

		"npc_aghsfort_gyrocopter_rocket_barrage_turret"						"Barrage Turret"
		"npc_dota_gyrocopter_call_down_mine"						"Mine"
		"npc_dota_gyrocopter_call_down_wingman"						"Wingman"


		"DOTA_Tooltip_ability_item_aghsfort_creature_blade_mail"				"Blade Mail"
		"DOTA_Tooltip_ability_item_aghsfort_creature_blade_mail_Description"	"<h1>Активно: Damage Return</h1> За %duration% секунди, върнатите щети от всички източници са увеличени с %active_reflection_pct%%%."
		"DOTA_Tooltip_ability_item_aghsfort_creature_blade_mail_Lore"			"Остра като бръснач броня, която е изборът на всеки самоотвержен мъченик в битка."
		"DOTA_Tooltip_ability_item_aghsfort_creature_blade_mail_Note0"			"Damage Return се изчислява преди всякакви отчислявания."
		"DOTA_Tooltip_ability_item_aghsfort_creature_blade_mail_Note1"			"Damage Return не отразява щети от други форми на Blade Mail."
		"DOTA_Tooltip_ability_item_aghsfort_creature_blade_mail_Note2"			"Типът на върнатите щети, е същият както при получаването им."
		"DOTA_Tooltip_ability_item_aghsfort_creature_blade_mail_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_aghsfort_creature_blade_mail_bonus_armor"	"+$armor"

		"DOTA_Tooltip_modifier_aghsfort_special_void_spirit_astral_step_breach_burn"				"Breach"
		"DOTA_Tooltip_modifier_aghsfort_special_void_spirit_astral_step_breach_burn_Description"	"Поемане на щети през време."


	}
}
