"hero_chat_wheel"
{
"dota_chatwheel_message_antimage_laugh"	"哈哈哈哈哈哈哈哈哈哈哈哈！"
"[english]dota_chatwheel_label_venomancer_1"	"Nothing touches the heart..."
"dota_chatwheel_message_venomancer_2"	"嘶，好疼。"
"[english]dota_chatwheel_message_venomancer_2"	"Ssss, that burns."
"dota_chatwheel_label_venomancer_2"	"嘶，好疼。"
"[english]dota_chatwheel_label_venomancer_2"	"Ssss, that burns."
"dota_chatwheel_message_venomancer_3"	"你躲不掉我的剧毒！"
"[english]dota_chatwheel_message_venomancer_3"	"You can't run from the venomous one!"
"dota_chatwheel_label_venomancer_3"	"你躲不掉……"
"[english]dota_chatwheel_label_venomancer_3"	"You can't run..."
"dota_chatwheel_message_venomancer_4"	"全是我的功劳。"
"[english]dota_chatwheel_message_venomancer_4"	"I owe it all to me."
"dota_chatwheel_label_venomancer_4"	"全是我的功劳。"
"[english]dota_chatwheel_label_venomancer_4"	"I owe it all to me."
"dota_chatwheel_message_venomancer_5"	"啊，甜蜜的毒药！"
"[english]dota_chatwheel_message_venomancer_5"	"Ah, sweet toxicity!"
"dota_chatwheel_label_venomancer_5"	"啊，甜蜜的毒药！"
"[english]dota_chatwheel_label_venomancer_5"	"Ah, sweet toxicity!"
"dota_chatwheel_message_faceless_void_laugh"	"哈哈哈哈哈哈哈。"
"[english]dota_chatwheel_message_faceless_void_laugh"	"Heh heh hah ha hah heh heah heh."
"dota_chatwheel_label_faceless_void_laugh"	"[大笑]"
"[english]dota_chatwheel_label_faceless_void_laugh"	"[Laugh]"
"dota_chatwheel_message_faceless_void_thank"	"正如我所预见的！"
"[english]dota_chatwheel_message_faceless_void_thank"	"Just as I envisaged!"
"dota_chatwheel_label_faceless_void_thank"	"正如我所预见的！"
"[english]dota_chatwheel_label_faceless_void_thank"	"Just as I envisaged!"
"dota_chatwheel_message_faceless_void_deny"	"这不是命中注定的。"
"[english]dota_chatwheel_message_faceless_void_deny"	"Some things were just not meant to be."
"dota_chatwheel_label_faceless_void_deny"	"……不是命中注定"
"[english]dota_chatwheel_label_faceless_void_deny"	"...just not meant to be."
"dota_chatwheel_message_faceless_void_1"	"你不仅丢了脸还丢了命。"
"[english]dota_chatwheel_message_faceless_void_1"	"You lose face and life."
"dota_chatwheel_label_faceless_void_1"	"你不仅丢了脸还丢了命。"
"[english]dota_chatwheel_label_faceless_void_1"	"You lose face and life."
"dota_chatwheel_message_faceless_void_2"	"你被抹去了。"
"[english]dota_chatwheel_message_faceless_void_2"	"You've been voided."
"dota_chatwheel_label_faceless_void_2"	"你被抹去了。"
"[english]dota_chatwheel_label_faceless_void_2"	"You've been voided."
"dota_chatwheel_message_faceless_void_3"	"我都不忍心看了。"
"[english]dota_chatwheel_message_faceless_void_3"	"I can't bear to look."
"dota_chatwheel_label_faceless_void_3"	"我都不忍心看了。"
"[english]dota_chatwheel_label_faceless_void_3"	"I can't bear to look."
"dota_chatwheel_message_faceless_void_4"	"可能我的脸是假的，但是我的战棍是真的。"
"[english]dota_chatwheel_message_faceless_void_4"	"I may be faceless, but I'm not maceless."
"dota_chatwheel_label_faceless_void_4"	"可能我的脸是假的，但是……"
"[english]dota_chatwheel_label_faceless_void_4"	"I may be faceless, but..."
"dota_chatwheel_message_faceless_void_5"	"永远的耻辱！"
"[english]dota_chatwheel_message_faceless_void_5"	"An eternity of embarrassment!"
"dota_chatwheel_label_faceless_void_5"	"永远的耻辱！"
"[english]dota_chatwheel_label_faceless_void_5"	"An eternity of embarrassment!"
"dota_chatwheel_message_skeleton_king_laugh"	"啊哈哈哈哈！"
"[english]dota_chatwheel_message_skeleton_king_laugh"	"AH HA HA HA HA!"
"dota_chatwheel_label_skeleton_king_laugh"	"大笑"
"[english]dota_chatwheel_label_skeleton_king_laugh"	"AH HA HA HA HA!"
"dota_chatwheel_message_skeleton_king_thank"	"我会尽力帮助我软弱渺小的盟友。"
"[english]dota_chatwheel_message_skeleton_king_thank"	"I'LL HELP MY WEAK AND PUNY ALLIES WHERE I CAN."
"dota_chatwheel_label_skeleton_king_thank"	"……软弱渺小的盟友……"
"[english]dota_chatwheel_label_skeleton_king_thank"	"...WEAK AND PUNY ALLIES..."
"dota_chatwheel_message_skeleton_king_deny"	"就算我是吓唬人又如何？"
"[english]dota_chatwheel_message_skeleton_king_deny"	"SO WHAT IF I SWAGGER?"
"dota_chatwheel_label_skeleton_king_deny"	"就算我是吓唬人又如何？"
"[english]dota_chatwheel_label_skeleton_king_deny"	"SO WHAT IF I SWAGGER?"
"dota_chatwheel_message_skeleton_king_1"	"给我跪下，平民。"
"[english]dota_chatwheel_message_skeleton_king_1"	"TAKE A KNEE, PEASANT."
"dota_chatwheel_label_skeleton_king_1"	"给我跪下，平民。"
"[english]dota_chatwheel_label_skeleton_king_1"	"TAKE A KNEE, PEASANT."
"dota_chatwheel_message_skeleton_king_2"	"非常好。"
"[english]dota_chatwheel_message_skeleton_king_2"	"VERY NICE."
"dota_chatwheel_label_skeleton_king_2"	"非常好。"
"[english]dota_chatwheel_label_skeleton_king_2"	"VERY NICE."
"dota_chatwheel_message_skeleton_king_3"	"我怀念我的骨头。"
"[english]dota_chatwheel_message_skeleton_king_3"	"I MISS MY BONES."
"dota_chatwheel_label_skeleton_king_3"	"我怀念我的骨头。"
"[english]dota_chatwheel_label_skeleton_king_3"	"I MISS MY BONES."
"dota_chatwheel_message_skeleton_king_4"	"宝贝归我了。"
"[english]dota_chatwheel_message_skeleton_king_4"	"I NOW HAVE ALL THE SEXY."
"dota_chatwheel_label_skeleton_king_4"	"宝贝归我了。"
"[english]dota_chatwheel_label_skeleton_king_4"	"I NOW HAVE ALL THE SEXY."
"dota_chatwheel_message_skeleton_king_5"	"欢迎你们，我的新子民。现在我们来认识认识。"
"[english]dota_chatwheel_message_skeleton_king_5"	"WELCOME TO ALL MY NEW SUBJECTS. NOW LET'S GET TO KNOW EACH OTHER."
"dota_chatwheel_label_skeleton_king_5"	"欢迎你们，我的新子民……"
"[english]dota_chatwheel_label_skeleton_king_5"	"WELCOME TO ALL MY NEW SUBJECTS..."
"dota_chatwheel_message_death_prophet_laugh"	"啊哈哈哈哈哈啊哈哈哈哈！哈哈哈哈哈！"
"[english]dota_chatwheel_message_death_prophet_laugh"	"Oh ah ha ha ha ha ha ho ho haa! Ha ha ha ha ha ha!"
"dota_chatwheel_label_death_prophet_laugh"	"[大笑]"
"[english]dota_chatwheel_label_death_prophet_laugh"	"[Laugh]"
"dota_chatwheel_message_death_prophet_thank"	"干得好，美女们！"
"[english]dota_chatwheel_message_death_prophet_thank"	"Well done, my beauties!"
"dota_chatwheel_label_death_prophet_thank"	"干得好，美女们！"
"[english]dota_chatwheel_label_death_prophet_thank"	"Well done, my beauties!"
"dota_chatwheel_message_death_prophet_deny"	"你没机会。"
"[english]dota_chatwheel_message_death_prophet_deny"	"Not meant to be."
"dota_chatwheel_label_death_prophet_deny"	"你没机会。"
"[english]dota_chatwheel_label_death_prophet_deny"	"Not meant to be."
"dota_chatwheel_message_death_prophet_1"	"可怜的家伙。"
"[english]dota_chatwheel_message_death_prophet_1"	"Poor dear."
"dota_chatwheel_label_death_prophet_1"	"可怜的家伙。"
"[english]dota_chatwheel_label_death_prophet_1"	"Poor dear."
"dota_chatwheel_message_death_prophet_2"	"太失望了。"
"[english]dota_chatwheel_message_death_prophet_2"	"How disappointing."
"dota_chatwheel_label_death_prophet_2"	"太失望了。"
"[english]dota_chatwheel_label_death_prophet_2"	"How disappointing."
"dota_chatwheel_message_death_prophet_3"	"回到我身边！回到我身边吧！"
"[english]dota_chatwheel_message_death_prophet_3"	"Come back to me! Come back to me!"
"dota_chatwheel_label_death_prophet_3"	"回到我身边！"
"[english]dota_chatwheel_label_death_prophet_3"	"Come back to me!"
"dota_chatwheel_message_death_prophet_4"	"即使不是先知也能料到这个结局。"
"[english]dota_chatwheel_message_death_prophet_4"	"It did not take a prophet to see that coming."
"dota_chatwheel_label_death_prophet_4"	"即使不是先知……"
"[english]dota_chatwheel_label_death_prophet_4"	"It did not take a prophet..."
"dota_chatwheel_message_death_prophet_5"	"死亡的距离更近了。"
"[english]dota_chatwheel_message_death_prophet_5"	"I died a little just now."
"dota_chatwheel_label_death_prophet_5"	"死亡的距离更近了。"
"[english]dota_chatwheel_label_death_prophet_5"	"I died a little just now."
"dota_chatwheel_message_phantom_assassin_laugh"	"呵呵呵呵呵呵呵"
"[english]dota_chatwheel_message_phantom_assassin_laugh"	"Ho ho ho ho ho ha ha ha"
"dota_chatwheel_label_phantom_assassin_laugh"	"[大笑]"
"[english]dota_chatwheel_label_phantom_assassin_laugh"	"[Laugh]"
"dota_chatwheel_message_phantom_assassin_thank"	"嗯，神的力量。"
"[english]dota_chatwheel_message_phantom_assassin_thank"	"Mmm, divine."
"dota_chatwheel_label_phantom_assassin_thank"	"嗯，神的力量。"
"[english]dota_chatwheel_label_phantom_assassin_thank"	"Mmm, divine."
"dota_chatwheel_message_phantom_assassin_deny"	"一切按计划进行中。"
"[english]dota_chatwheel_message_phantom_assassin_deny"	"All according to plan."
"dota_chatwheel_label_phantom_assassin_deny"	"一切按计划进行中。"
"[english]dota_chatwheel_label_phantom_assassin_deny"	"All according to plan."
"dota_chatwheel_message_phantom_assassin_1"	"死于我手是你的福气。"
"[english]dota_chatwheel_message_phantom_assassin_1"	"Death at my hands is an honor."
"dota_chatwheel_label_phantom_assassin_1"	"死于我手是你的福气。"
"[english]dota_chatwheel_label_phantom_assassin_1"	"Death at my hands is an honor."
"dota_chatwheel_message_phantom_assassin_2"	"一切如我所料。"
"[english]dota_chatwheel_message_phantom_assassin_2"	"That went well, I think."
"dota_chatwheel_label_phantom_assassin_2"	"一切如我所料。"
"[english]dota_chatwheel_label_phantom_assassin_2"	"That went well, I think."
"dota_chatwheel_message_phantom_assassin_3"	"我手中有几把匕首？"
"[english]dota_chatwheel_message_phantom_assassin_3"	"How many daggers am I holding up?"
"dota_chatwheel_label_phantom_assassin_3"	"我手中有几把匕首？"
"[english]dota_chatwheel_label_phantom_assassin_3"	"How many daggers am I holding up?"
"dota_chatwheel_message_phantom_assassin_4"	"哈哈哈哈，不不不。"
"[english]dota_chatwheel_message_phantom_assassin_4"	"Ha, ahhh, ha ha, no no no."
"dota_chatwheel_label_phantom_assassin_4"	"[大笑]...不不不。"
"[english]dota_chatwheel_label_phantom_assassin_4"	"[Laugh]...no no no."
"dota_chatwheel_message_phantom_assassin_5"	"我是个无影无形的女刺客！"
"[english]dota_chatwheel_message_phantom_assassin_5"	"I'm an immaterial girl!"
"dota_chatwheel_label_phantom_assassin_5"	"我是个无影无形的女刺客！"
"[english]dota_chatwheel_label_phantom_assassin_5"	"I'm an immaterial girl!"
"dota_chatwheel_message_pugna_laugh"	"哈哈哈哈哈哈。"
"[english]dota_chatwheel_message_pugna_laugh"	"Ha ha ha ha ha ha."
"dota_chatwheel_label_pugna_laugh"	"[大笑]"
"[english]dota_chatwheel_label_pugna_laugh"	"[Laugh]"
"dota_chatwheel_message_pugna_thank"	"啊，事情进展得不错。"
"[english]dota_chatwheel_message_pugna_thank"	"Ah, this is going to be good."
"dota_chatwheel_label_pugna_thank"	"啊，事情进展得不错。"
"[english]dota_chatwheel_label_pugna_thank"	"Ah, this is going to be good."
"dota_chatwheel_message_pugna_deny"	"你只是在帮倒忙。"
"[english]dota_chatwheel_message_pugna_deny"	"You're only making it worse."
"dota_chatwheel_label_pugna_deny"	"你只是在帮倒忙。"
"[english]dota_chatwheel_label_pugna_deny"	"You're only making it worse."
"dota_chatwheel_message_pugna_1"	"哦，这是我干的吗？"
"[english]dota_chatwheel_message_pugna_1"	"Aw, did I do that?"
"dota_chatwheel_label_pugna_1"	"哦，这是我干的吗？"
"[english]dota_chatwheel_label_pugna_1"	"Aw, did I do that?"
"dota_chatwheel_message_pugna_2"	"有人想念我吗？"
"[english]dota_chatwheel_message_pugna_2"	"Anyone miss me?"
"dota_chatwheel_label_pugna_2"	"有人想念我吗？"
"[english]dota_chatwheel_label_pugna_2"	"Anyone miss me?"
"dota_chatwheel_message_pugna_3"	"是时候让我恶名远扬了。"
"[english]dota_chatwheel_message_pugna_3"	"Time to earn myself a bad reputation."
"dota_chatwheel_label_pugna_3"	"是时候让我……"
"[english]dota_chatwheel_label_pugna_3"	"Time to earn myself..."
"dota_chatwheel_message_pugna_4"	"咎由自取。"
"[english]dota_chatwheel_message_pugna_4"	"You did that to yourself."
"dota_chatwheel_label_pugna_4"	"咎由自取"
"[english]dota_chatwheel_label_pugna_4"	"You did that to yourself."
"dota_chatwheel_message_pugna_5"	"你在浪费生命。"
"[english]dota_chatwheel_message_pugna_5"	"You're wasting your life."
"dota_chatwheel_label_pugna_5"	"你在浪费生命。"
"[english]dota_chatwheel_label_pugna_5"	"You're wasting your life."
"dota_chatwheel_message_templar_assassin_laugh"	"哈哈哈哈哈哈哈！"
"[english]dota_chatwheel_message_templar_assassin_laugh"	"Ha ha ha ha ha ha ha!"
"dota_chatwheel_label_templar_assassin_laugh"	"[大笑]"
"[english]dota_chatwheel_label_templar_assassin_laugh"	"[Laugh]"
"dota_chatwheel_message_templar_assassin_thank"	"我的人头。"
"[english]dota_chatwheel_message_templar_assassin_thank"	"I'll take it."
"dota_chatwheel_label_templar_assassin_thank"	"我的人头。"
"[english]dota_chatwheel_label_templar_assassin_thank"	"I'll take it."
"dota_chatwheel_message_templar_assassin_deny"	"千里之外我就掌握了你的死讯。"
"[english]dota_chatwheel_message_templar_assassin_deny"	"I saw that ending from miles away."
"dota_chatwheel_label_templar_assassin_deny"	"千里之外我就掌握了你的死讯。"
"[english]dota_chatwheel_label_templar_assassin_deny"	"I saw that ending from miles away."
"dota_chatwheel_message_templar_assassin_1"	"你的葬身之地将成为秘密。"
"[english]dota_chatwheel_message_templar_assassin_1"	"They'll never find your grave."
"dota_chatwheel_label_templar_assassin_1"	"你的葬身之地将成为秘密。"
"[english]dota_chatwheel_label_templar_assassin_1"	"They'll never find your grave."
"dota_chatwheel_message_templar_assassin_2"	"这是陷阱！"
"[english]dota_chatwheel_message_templar_assassin_2"	"It's a trap!"
"dota_chatwheel_label_templar_assassin_2"	"这是陷阱！"
"[english]dota_chatwheel_label_templar_assassin_2"	"It's a trap!"
"dota_chatwheel_message_templar_assassin_3"	"秘密藏得更深了。"
"[english]dota_chatwheel_message_templar_assassin_3"	"The mystery deepens."
"dota_chatwheel_label_templar_assassin_3"	"秘密藏得更深了。"
"[english]dota_chatwheel_label_templar_assassin_3"	"The mystery deepens."
"dota_chatwheel_message_templar_assassin_4"	"哦，爆！"
"[english]dota_chatwheel_message_templar_assassin_4"	"Oh, snap!"
"dota_chatwheel_label_templar_assassin_4"	"哦，爆！"
"[english]dota_chatwheel_label_templar_assassin_4"	"Oh, snap!"
"dota_chatwheel_message_templar_assassin_5"	"你就是我刀下的亡魂。"
"[english]dota_chatwheel_message_templar_assassin_5"	"Feed me if you must."
"dota_chatwheel_label_templar_assassin_5"	"你就是我刀下的亡魂。"
"[english]dota_chatwheel_label_templar_assassin_5"	"Feed me if you must."
"dota_chatwheel_message_viper_laugh"	"呵呵呵呵呵。"
"[english]dota_chatwheel_message_viper_laugh"	"Tehehehehar."
"dota_chatwheel_label_viper_laugh"	"[大笑]"
"[english]dota_chatwheel_label_viper_laugh"	"[Laugh]"
"dota_chatwheel_message_viper_thank"	"空中支援即将到来。"
"[english]dota_chatwheel_message_viper_thank"	"Air support arrives."
"dota_chatwheel_label_viper_thank"	"空中支援即将到来。"
"[english]dota_chatwheel_label_viper_thank"	"Air support arrives."
"dota_chatwheel_message_viper_deny"	"还是差那么一点。"
"[english]dota_chatwheel_message_viper_deny"	"Close but not quite."
"dota_chatwheel_label_viper_deny"	"还是差那么一点。"
"[english]dota_chatwheel_label_viper_deny"	"Close but not quite."
"dota_chatwheel_message_viper_1"	"以后，你得多注意天空。"
"[english]dota_chatwheel_message_viper_1"	"Death...from above."
"dota_chatwheel_label_viper_1"	"以后，你得多注意天空。"
"[english]dota_chatwheel_label_viper_1"	"Death...from above."
"dota_chatwheel_message_viper_2"	"我很愤怒。"
"[english]dota_chatwheel_message_viper_2"	"I fly into a rage."
"dota_chatwheel_label_viper_2"	"我很愤怒。"
"[english]dota_chatwheel_label_viper_2"	"I fly into a rage."
"dota_chatwheel_message_viper_3"	"毒死不是最舒服的死法。"
"[english]dota_chatwheel_message_viper_3"	"There are better deaths."
"dota_chatwheel_label_viper_3"	"毒死不是最舒服的死法。"
"[english]dota_chatwheel_label_viper_3"	"There are better deaths."
"dota_chatwheel_message_viper_4"	"灼烧吧。"
"[english]dota_chatwheel_message_viper_4"	"Burns...doesn't it."
"dota_chatwheel_label_viper_4"	"灼烧吧。"
"[english]dota_chatwheel_label_viper_4"	"Burns...doesn't it."
"dota_chatwheel_message_viper_5"	"如果你有翅膀，你还要腿干嘛？"
"[english]dota_chatwheel_message_viper_5"	"Who needs legs, when you got wings?"
"dota_chatwheel_label_viper_5"	"如果你有翅膀……"
"[english]dota_chatwheel_label_viper_5"	"Who needs legs, when..."
"dota_chatwheel_message_luna_laugh"	"啊哈哈哈哈哈哈！"
"[english]dota_chatwheel_message_luna_laugh"	"Ah ha ha ha ha ha ha!"
"dota_chatwheel_label_luna_laugh"	"[大笑]"
"[english]dota_chatwheel_label_luna_laugh"	"[Laugh]"
"dota_chatwheel_message_luna_thank"	"忠诚的勇士理应受到庇护。"
"[english]dota_chatwheel_message_luna_thank"	"Blessings upon a loyal warrior."
"dota_chatwheel_label_luna_thank"	"忠诚的勇士理应受到庇护。"
"[english]dota_chatwheel_label_luna_thank"	"Blessings upon a loyal warrior."
"dota_chatwheel_message_luna_deny"	"有意思！"
"[english]dota_chatwheel_message_luna_deny"	"Interesting!"
"dota_chatwheel_label_luna_deny"	"有意思！"
"[english]dota_chatwheel_label_luna_deny"	"Interesting!"
"dota_chatwheel_message_luna_1"	"你是不是在森林里迷路了？"
"[english]dota_chatwheel_message_luna_1"	"Lost in the woods, are you?"
"dota_chatwheel_label_luna_1"	"你是不是在森林里迷路了？"
"[english]dota_chatwheel_label_luna_1"	"Lost in the woods, are you?"
